name,indeks,k,bas_yil,bas_ay,son_yil,son_ay,L_ay,S,I,tepe
Tekirdağ,SPI,6,1977,12,1977,12,1,0.444,0.444,0.444
Tekirdağ,SPI,6,1978,3,1978,3,1,0.159,0.159,0.159
Tekirdağ,SPI,6,1979,3,1979,5,3,2.127,0.709,1.034
Tekirdağ,SPI,6,1980,9,1980,12,4,2.954,0.739,0.992
Tekirdağ,SPI,6,1981,7,1981,10,4,2.911,0.728,1.136
Tekirdağ,SPI,6,1982,10,1983,8,11,10.568,0.961,1.577
Tekirdağ,SPI,6,1983,12,1984,3,4,0.823,0.206,0.351
Tekirdağ,SPI,6,1984,10,1985,5,8,7.195,0.899,1.262
Tekirdağ,SPI,6,1985,7,1985,12,6,5.264,0.877,1.483
Tekirdağ,SPI,6,1986,5,1986,5,1,0.103,0.103,0.103
Tekirdağ,SPI,6,1986,8,1987,3,8,3.396,0.424,0.825
Tekirdağ,SPI,6,1987,7,1987,11,5,3.904,0.781,1.034
Tekirdağ,SPI,6,1988,1,1988,2,2,0.608,0.304,0.376
Tekirdağ,SPI,6,1988,10,1988,10,1,0.206,0.206,0.206
Tekirdağ,SPI,6,1989,2,1989,3,2,0.164,0.082,0.146
Tekirdağ,SPI,6,1989,5,1989,7,3,1.401,0.467,0.766
Tekirdağ,SPI,6,1989,11,1990,8,10,11.353,1.135,1.944
Tekirdağ,SPI,6,1991,3,1991,3,1,0.136,0.136,0.136
Tekirdağ,SPI,6,1991,6,1991,6,1,0.107,0.107,0.107
Tekirdağ,SPI,6,1991,11,1992,6,8,7.331,0.916,1.819
Tekirdağ,SPI,6,1992,12,1993,4,5,2.555,0.511,1.007
Tekirdağ,SPI,6,1993,8,1994,3,8,6.299,0.787,1.273
Tekirdağ,SPI,6,1994,8,1994,9,2,0.295,0.147,0.216
Tekirdağ,SPI,6,1997,1,1997,6,6,2.986,0.498,0.825
Tekirdağ,SPI,6,1999,8,1999,11,4,2.259,0.565,1.099
Tekirdağ,SPI,6,2000,6,2000,6,1,0.119,0.119,0.119
Tekirdağ,SPI,6,2000,9,2000,9,1,0.063,0.063,0.063
Tekirdağ,SPI,6,2000,11,2001,5,7,6.188,0.884,1.218
Tekirdağ,SPI,6,2001,8,2001,8,1,0.226,0.226,0.226
Tekirdağ,SPI,6,2001,10,2001,11,2,0.798,0.399,0.519
Tekirdağ,SPI,6,2002,6,2002,7,2,1.679,0.84,1.334
Tekirdağ,SPI,6,2003,8,2003,8,1,0.045,0.045,0.045
Tekirdağ,SPI,6,2004,12,2006,2,15,12.107,0.807,1.36
Tekirdağ,SPI,6,2006,4,2006,9,6,3.146,0.524,0.962
Tekirdağ,SPI,6,2006,12,2007,10,11,23.39,2.126,3.817
Tekirdağ,SPI,6,2008,5,2009,8,16,12.486,0.78,1.717
Tekirdağ,SPI,6,2010,8,2010,9,2,0.476,0.238,0.42
Tekirdağ,SPI,6,2011,4,2011,4,1,0.207,0.207,0.207
Tekirdağ,SPI,6,2012,3,2012,11,9,6.821,0.758,1.575
Tekirdağ,SPI,6,2013,7,2014,5,11,13.316,1.211,2.226
Tekirdağ,SPI,6,2015,8,2015,10,3,0.974,0.325,0.735
Tekirdağ,SPI,6,2015,12,2017,9,22,14.51,0.66,1.676
Tekirdağ,SPI,6,2019,1,2020,5,17,20.188,1.188,2.212
Tekirdağ,SPI,6,2020,11,2021,4,6,5.05,0.842,1.871
Tekirdağ,SPI,6,2021,10,2023,10,25,30.006,1.2,2.99
Tekirdağ,SPI,6,2024,6,2024,12,7,11.134,1.591,2.959
Tekirdağ,SPI,9,1966,10,1966,10,1,0.878,0.878,0.878
Tekirdağ,SPI,9,1967,9,1967,12,4,2.527,0.632,1.14
Tekirdağ,SPI,9,1969,10,1970,1,4,3.376,0.844,1.564
Tekirdağ,SPI,9,1970,11,1971,2,4,1.185,0.296,0.47
Tekirdağ,SPI,9,1971,10,1971,10,1,0.055,0.055,0.055
Tekirdağ,SPI,9,1971,12,1972,9,10,10.882,1.088,1.404
Tekirdağ,SPI,9,1973,6,1974,10,17,15.916,0.936,1.941
Tekirdağ,SPI,9,1974,12,1975,5,6,2.426,0.404,0.796
Tekirdağ,SPI,9,1976,3,1976,9,7,3.334,0.476,0.67
Tekirdağ,SPI,9,1977,8,1977,12,5,1.06,0.212,0.39
Tekirdağ,SPI,9,1978,3,1978,3,1,0.094,0.094,0.094
Tekirdağ,SPI,9,1979,6,1979,8,3,1.179,0.393,0.581
Tekirdağ,SPI,9,1980,10,1980,12,3,2.047,0.682,0.797
Tekirdağ,SPI,9,1981,4,1981,6,3,0.482,0.161,0.277
Tekirdağ,SPI,9,1981,10,1981,10,1,0.64,0.64,0.64
Tekirdağ,SPI,9,1982,9,1983,8,12,10.305,0.859,1.826
Tekirdağ,SPI,9,1983,10,1983,12,3,1.432,0.477,0.789
Tekirdağ,SPI,9,1984,6,1984,6,1,0.166,0.166,0.166
Tekirdağ,SPI,9,1984,10,1986,1,16,12.234,0.765,1.38
Tekirdağ,SPI,9,1986,5,1986,5,1,0.037,0.037,0.037
Tekirdağ,SPI,9,1986,10,1987,7,10,3.798,0.38,1.114
Tekirdağ,SPI,9,1987,9,1988,3,7,3.406,0.487,1.253
Tekirdağ,SPI,9,1989,2,1989,2,1,0.026,0.026,0.026
Tekirdağ,SPI,9,1989,4,1989,5,2,0.372,0.186,0.289
Tekirdağ,SPI,9,1989,8,1990,11,16,13.951,0.872,1.904
Tekirdağ,SPI,9,1991,3,1991,3,1,0.14,0.14,0.14
Tekirdağ,SPI,9,1991,9,1991,9,1,0.368,0.368,0.368
Tekirdağ,SPI,9,1992,1,1992,10,10,8.041,0.804,1.502
Tekirdağ,SPI,9,1992,12,1993,1,2,0.648,0.324,0.461
Tekirdağ,SPI,9,1993,3,1994,6,16,9.261,0.579,1.0
Tekirdağ,SPI,9,1994,8,1994,9,2,0.171,0.085,0.097
Tekirdağ,SPI,9,1996,12,1997,7,8,2.661,0.333,0.73
Tekirdağ,SPI,9,1997,9,1997,9,1,0.332,0.332,0.332
Tekirdağ,SPI,9,1999,9,1999,9,1,0.037,0.037,0.037
Tekirdağ,SPI,9,1999,11,1999,11,1,0.085,0.085,0.085
Tekirdağ,SPI,9,2000,1,2000,1,1,0.091,0.091,0.091
Tekirdağ,SPI,9,2000,9,2000,9,1,0.327,0.327,0.327
Tekirdağ,SPI,9,2000,11,2001,8,10,8.299,0.83,1.176
Tekirdağ,SPI,9,2001,10,2001,11,2,0.276,0.138,0.172
Tekirdağ,SPI,9,2003,6,2003,6,1,0.195,0.195,0.195
Tekirdağ,SPI,9,2004,11,2006,9,23,16.541,0.719,1.368
Tekirdağ,SPI,9,2006,11,2007,11,13,23.224,1.786,3.534
Tekirdağ,SPI,9,2008,1,2008,3,3,0.378,0.126,0.33
Tekirdağ,SPI,9,2008,5,2008,5,1,0.021,0.021,0.021
Tekirdağ,SPI,9,2008,8,2009,8,13,12.761,0.982,1.705
Tekirdağ,SPI,9,2012,6,2012,11,6,5.715,0.953,1.434
Tekirdağ,SPI,9,2013,9,2014,8,12,11.973,0.998,1.852
Tekirdağ,SPI,9,2015,7,2015,7,1,0.211,0.211,0.211
Tekirdağ,SPI,9,2015,9,2015,9,1,0.064,0.064,0.064
Tekirdağ,SPI,9,2015,11,2017,11,25,17.027,0.681,1.459
Tekirdağ,SPI,9,2019,4,2020,9,18,22.91,1.273,2.557
Tekirdağ,SPI,9,2020,11,2021,7,9,4.195,0.466,0.865
Tekirdağ,SPI,9,2021,10,2023,10,25,36.951,1.478,2.613
Tekirdağ,SPI,9,2024,8,2024,12,5,7.125,1.425,1.987
Tekirdağ,SPI,12,1967,11,1968,1,3,0.537,0.179,0.313
Tekirdağ,SPI,12,1968,5,1968,7,3,0.14,0.047,0.065
Tekirdağ,SPI,12,1970,1,1970,2,2,0.414,0.207,0.276
Tekirdağ,SPI,12,1970,7,1970,9,3,0.174,0.058,0.085
Tekirdağ,SPI,12,1971,2,1971,2,1,0.004,0.004,0.004
Tekirdağ,SPI,12,1971,6,1971,6,1,0.088,0.088,0.088
Tekirdağ,SPI,12,1972,1,1972,9,9,9.593,1.066,1.576
Tekirdağ,SPI,12,1972,11,1973,1,3,1.304,0.435,0.592
Tekirdağ,SPI,12,1973,8,1975,5,22,18.999,0.864,1.866
Tekirdağ,SPI,12,1976,6,1976,8,3,0.965,0.322,0.449
Tekirdağ,SPI,12,1976,11,1976,11,1,0.162,0.162,0.162
Tekirdağ,SPI,12,1977,10,1978,1,4,0.948,0.237,0.536
Tekirdağ,SPI,12,1978,3,1978,3,1,0.072,0.072,0.072
Tekirdağ,SPI,12,1979,9,1979,10,2,0.525,0.262,0.346
Tekirdağ,SPI,12,1980,10,1980,12,3,0.876,0.292,0.504
Tekirdağ,SPI,12,1981,4,1981,9,6,1.557,0.26,0.401
Tekirdağ,SPI,12,1982,12,1984,2,15,13.224,0.882,1.846
Tekirdağ,SPI,12,1984,9,1986,2,18,11.796,0.655,1.55
Tekirdağ,SPI,12,1986,4,1986,5,2,0.533,0.267,0.273
Tekirdağ,SPI,12,1986,11,1986,11,1,0.39,0.39,0.39
Tekirdağ,SPI,12,1987,1,1987,11,11,4.345,0.395,0.593
Tekirdağ,SPI,12,1988,1,1988,6,6,1.757,0.293,0.773
Tekirdağ,SPI,12,1989,4,1989,4,1,0.193,0.193,0.193
Tekirdağ,SPI,12,1989,11,1991,2,16,15.318,0.957,1.586
Tekirdağ,SPI,12,1991,12,1993,1,14,9.814,0.701,1.381
Tekirdağ,SPI,12,1993,3,1993,4,2,0.185,0.092,0.155
Tekirdağ,SPI,12,1993,6,1994,9,16,10.876,0.68,0.973
Tekirdağ,SPI,12,1997,2,1997,9,8,2.358,0.295,0.539
Tekirdağ,SPI,12,2000,3,2000,3,1,0.165,0.165,0.165
Tekirdağ,SPI,12,2000,11,2001,11,13,9.98,0.768,1.207
Tekirdağ,SPI,12,2005,1,2008,9,45,43.972,0.977,3.06
Tekirdağ,SPI,12,2008,11,2009,8,10,11.328,1.133,1.887
Tekirdağ,SPI,12,2012,9,2012,12,4,3.303,0.826,1.328
Tekirdağ,SPI,12,2013,12,2014,8,9,10.806,1.201,2.113
Tekirdağ,SPI,12,2015,10,2015,10,1,0.075,0.075,0.075
Tekirdağ,SPI,12,2015,12,2018,1,26,19.036,0.732,1.327
Tekirdağ,SPI,12,2019,3,2019,3,1,0.092,0.092,0.092
Tekirdağ,SPI,12,2019,6,2023,12,55,70.735,1.286,2.698
Tekirdağ,SPI,12,2024,11,2024,12,2,3.279,1.639,1.764
Tekirdağ,SPEI,1,1965,1,1965,1,1,0.647,0.647,0.647
Tekirdağ,SPEI,1,1965,3,1965,3,1,0.382,0.382,0.382
Tekirdağ,SPEI,1,1965,6,1965,7,2,1.374,0.687,0.987
Tekirdağ,SPEI,1,1965,9,1965,10,2,1.229,0.614,1.192
Tekirdağ,SPEI,1,1966,2,1966,2,1,1.669,1.669,1.669
Tekirdağ,SPEI,1,1966,5,1966,5,1,0.353,0.353,0.353
Tekirdağ,SPEI,1,1966,7,1966,10,4,2.238,0.559,1.493
Tekirdağ,SPEI,1,1967,2,1967,3,2,0.902,0.451,0.497
Tekirdağ,SPEI,1,1967,5,1967,5,1,0.07,0.07,0.07
Tekirdağ,SPEI,1,1967,7,1967,7,1,0.185,0.185,0.185
Tekirdağ,SPEI,1,1967,9,1967,11,3,1.784,0.595,1.177
Tekirdağ,SPEI,1,1968,2,1968,2,1,0.383,0.383,0.383
Tekirdağ,SPEI,1,1968,4,1968,5,2,3.255,1.627,1.746
Tekirdağ,SPEI,1,1968,7,1968,7,1,0.18,0.18,0.18
Tekirdağ,SPEI,1,1968,10,1968,11,2,0.118,0.059,0.088
Tekirdağ,SPEI,1,1969,5,1969,5,1,1.689,1.689,1.689
Tekirdağ,SPEI,1,1969,9,1969,11,3,3.728,1.243,1.424
Tekirdağ,SPEI,1,1970,1,1970,1,1,0.28,0.28,0.28
Tekirdağ,SPEI,1,1970,4,1970,4,1,0.19,0.19,0.19
Tekirdağ,SPEI,1,1970,7,1970,7,1,0.911,0.911,0.911
Tekirdağ,SPEI,1,1970,9,1970,9,1,0.497,0.497,0.497
Tekirdağ,SPEI,1,1970,12,1970,12,1,0.026,0.026,0.026
Tekirdağ,SPEI,1,1971,4,1971,6,3,2.241,0.747,0.836
Tekirdağ,SPEI,1,1971,12,1972,4,5,4.8,0.96,1.539
Tekirdağ,SPEI,1,1972,12,1973,1,2,1.777,0.888,1.678
Tekirdağ,SPEI,1,1973,4,1973,6,3,1.677,0.559,0.872
Tekirdağ,SPEI,1,1973,10,1974,2,5,2.9,0.58,0.976
Tekirdağ,SPEI,1,1974,7,1974,10,4,1.766,0.442,1.202
Tekirdağ,SPEI,1,1974,12,1974,12,1,0.544,0.544,0.544
Tekirdağ,SPEI,1,1975,2,1975,2,1,0.641,0.641,0.641
Tekirdağ,SPEI,1,1975,4,1975,4,1,0.369,0.369,0.369
Tekirdağ,SPEI,1,1975,7,1975,7,1,0.207,0.207,0.207
Tekirdağ,SPEI,1,1975,9,1975,9,1,1.787,1.787,1.787
Tekirdağ,SPEI,1,1975,12,1976,4,5,2.833,0.567,1.25
Tekirdağ,SPEI,1,1976,6,1976,6,1,0.222,0.222,0.222
Tekirdağ,SPEI,1,1977,2,1977,2,1,1.259,1.259,1.259
Tekirdağ,SPEI,1,1977,4,1977,5,2,0.733,0.366,0.371
Tekirdağ,SPEI,1,1977,7,1977,8,2,0.669,0.335,0.369
Tekirdağ,SPEI,1,1977,10,1977,12,3,0.615,0.205,0.331
Tekirdağ,SPEI,1,1978,3,1978,3,1,0.632,0.632,0.632
Tekirdağ,SPEI,1,1978,6,1978,7,2,1.28,0.64,0.862
Tekirdağ,SPEI,1,1978,11,1978,12,2,2.202,1.101,1.305
Tekirdağ,SPEI,1,1979,2,1979,3,2,2.278,1.139,1.598
Tekirdağ,SPEI,1,1979,6,1979,6,1,0.322,0.322,0.322
Tekirdağ,SPEI,1,1979,9,1979,9,1,0.458,0.458,0.458
Tekirdağ,SPEI,1,1979,12,1979,12,1,0.706,0.706,0.706
Tekirdağ,SPEI,1,1980,9,1980,10,2,1.662,0.831,1.567
Tekirdağ,SPEI,1,1981,3,1981,4,2,2.114,1.057,1.358
Tekirdağ,SPEI,1,1981,6,1981,6,1,1.539,1.539,1.539
Tekirdağ,SPEI,1,1982,2,1982,3,2,0.84,0.42,0.755
Tekirdağ,SPEI,1,1982,6,1982,6,1,0.555,0.555,0.555
Tekirdağ,SPEI,1,1982,9,1983,1,5,3.796,0.759,1.776
Tekirdağ,SPEI,1,1983,3,1983,5,3,4.486,1.495,1.994
Tekirdağ,SPEI,1,1983,10,1983,12,3,1.957,0.652,0.755
Tekirdağ,SPEI,1,1984,2,1984,2,1,0.452,0.452,0.452
Tekirdağ,SPEI,1,1984,5,1984,6,2,0.741,0.37,0.473
Tekirdağ,SPEI,1,1984,9,1984,12,4,4.845,1.211,1.731
Tekirdağ,SPEI,1,1985,3,1985,3,1,0.714,0.714,0.714
Tekirdağ,SPEI,1,1985,5,1985,5,1,1.59,1.59,1.59
Tekirdağ,SPEI,1,1985,8,1985,10,3,0.742,0.247,0.457
Tekirdağ,SPEI,1,1985,12,1985,12,1,1.313,1.313,1.313
Tekirdağ,SPEI,1,1986,3,1986,5,3,2.349,0.783,1.354
Tekirdağ,SPEI,1,1986,7,1986,9,3,1.497,0.499,0.741
Tekirdağ,SPEI,1,1986,11,1986,11,1,0.134,0.134,0.134
Tekirdağ,SPEI,1,1987,2,1987,2,1,0.974,0.974,0.974
Tekirdağ,SPEI,1,1987,6,1987,7,2,0.586,0.293,0.3
Tekirdağ,SPEI,1,1987,9,1987,10,2,1.575,0.787,1.351
Tekirdağ,SPEI,1,1988,1,1988,1,1,1.592,1.592,1.592
Tekirdağ,SPEI,1,1988,10,1988,10,1,0.737,0.737,0.737
Tekirdağ,SPEI,1,1989,1,1989,2,2,3.186,1.593,1.641
Tekirdağ,SPEI,1,1989,4,1989,4,1,2.02,2.02,2.02
Tekirdağ,SPEI,1,1989,9,1989,11,3,1.096,0.365,0.638
Tekirdağ,SPEI,1,1990,1,1990,3,3,4.78,1.593,1.645
Tekirdağ,SPEI,1,1990,11,1990,11,1,0.21,0.21,0.21
Tekirdağ,SPEI,1,1991,1,1991,3,3,2.274,0.758,1.138
Tekirdağ,SPEI,1,1991,6,1991,6,1,0.902,0.902,0.902
Tekirdağ,SPEI,1,1991,8,1991,9,2,0.57,0.285,0.378
Tekirdağ,SPEI,1,1991,11,1992,2,4,4.326,1.082,1.671
Tekirdağ,SPEI,1,1992,5,1992,5,1,0.103,0.103,0.103
Tekirdağ,SPEI,1,1992,8,1993,1,6,2.141,0.357,0.58
Tekirdağ,SPEI,1,1993,4,1993,4,1,0.666,0.666,0.666
Tekirdağ,SPEI,1,1993,6,1993,7,2,0.869,0.434,0.758
Tekirdağ,SPEI,1,1993,9,1993,10,2,2.03,1.015,1.711
Tekirdağ,SPEI,1,1993,12,1994,1,2,0.554,0.277,0.549
Tekirdağ,SPEI,1,1994,3,1994,4,2,0.485,0.242,0.382
Tekirdağ,SPEI,1,1994,7,1994,9,3,1.345,0.448,0.69
Tekirdağ,SPEI,1,1995,2,1995,2,1,0.844,0.844,0.844
Tekirdağ,SPEI,1,1995,4,1995,5,2,0.846,0.423,0.683
Tekirdağ,SPEI,1,1995,10,1995,10,1,0.544,0.544,0.544
Tekirdağ,SPEI,1,1996,1,1996,1,1,0.081,0.081,0.081
Tekirdağ,SPEI,1,1996,5,1996,6,2,2.122,1.061,1.425
Tekirdağ,SPEI,1,1996,10,1996,11,2,0.878,0.439,0.589
Tekirdağ,SPEI,1,1997,1,1997,2,2,2.039,1.019,1.071
Tekirdağ,SPEI,1,1997,5,1997,5,1,1.401,1.401,1.401
Tekirdağ,SPEI,1,1997,9,1997,9,1,0.232,0.232,0.232
Tekirdağ,SPEI,1,1997,11,1997,11,1,0.479,0.479,0.479
Tekirdağ,SPEI,1,1998,1,1998,1,1,0.262,0.262,0.262
Tekirdağ,SPEI,1,1998,4,1998,4,1,1.039,1.039,1.039
Tekirdağ,SPEI,1,1998,6,1998,6,1,0.711,0.711,0.711
Tekirdağ,SPEI,1,1998,8,1998,8,1,0.059,0.059,0.059
Tekirdağ,SPEI,1,1999,1,1999,1,1,0.636,0.636,0.636
Tekirdağ,SPEI,1,1999,4,1999,4,1,1.236,1.236,1.236
Tekirdağ,SPEI,1,1999,6,1999,8,3,2.619,0.873,1.265
Tekirdağ,SPEI,1,2000,1,2000,1,1,0.71,0.71,0.71
Tekirdağ,SPEI,1,2000,4,2000,4,1,0.133,0.133,0.133
Tekirdağ,SPEI,1,2000,6,2000,7,2,1.129,0.565,0.569
Tekirdağ,SPEI,1,2000,11,2001,1,3,3.715,1.238,1.804
Tekirdağ,SPEI,1,2001,3,2001,3,1,1.895,1.895,1.895
Tekirdağ,SPEI,1,2001,6,2001,8,3,1.983,0.661,0.734
Tekirdağ,SPEI,1,2001,10,2001,10,1,1.584,1.584,1.584
Tekirdağ,SPEI,1,2002,1,2002,2,2,1.833,0.917,1.104
Tekirdağ,SPEI,1,2002,5,2002,5,1,1.09,1.09,1.09
Tekirdağ,SPEI,1,2002,10,2002,10,1,0.357,0.357,0.357
Tekirdağ,SPEI,1,2002,12,2002,12,1,0.737,0.737,0.737
Tekirdağ,SPEI,1,2003,3,2003,3,1,0.675,0.675,0.675
Tekirdağ,SPEI,1,2003,5,2003,6,2,2.836,1.418,1.459
Tekirdağ,SPEI,1,2003,11,2003,12,2,1.2,0.6,1.11
Tekirdağ,SPEI,1,2004,2,2004,2,1,0.402,0.402,0.402
Tekirdağ,SPEI,1,2004,4,2004,5,2,0.453,0.227,0.39
Tekirdağ,SPEI,1,2004,9,2005,1,5,4.15,0.83,1.339
Tekirdağ,SPEI,1,2005,3,2005,4,2,2.003,1.002,1.2
Tekirdağ,SPEI,1,2005,6,2005,10,5,2.598,0.52,0.744
Tekirdağ,SPEI,1,2006,1,2006,1,1,1.182,1.182,1.182
Tekirdağ,SPEI,1,2006,4,2006,8,5,3.896,0.779,1.404
Tekirdağ,SPEI,1,2006,10,2007,8,11,12.024,1.093,2.251
Tekirdağ,SPEI,1,2007,10,2007,10,1,0.282,0.282,0.282
Tekirdağ,SPEI,1,2007,12,2008,5,6,4.301,0.717,1.201
Tekirdağ,SPEI,1,2008,7,2008,8,2,1.744,0.872,1.242
Tekirdağ,SPEI,1,2008,11,2008,12,2,1.8,0.9,1.193
Tekirdağ,SPEI,1,2009,4,2009,6,3,2.151,0.717,0.998
Tekirdağ,SPEI,1,2009,8,2009,8,1,0.645,0.645,0.645
Tekirdağ,SPEI,1,2010,3,2010,5,3,1.751,0.584,1.156
Tekirdağ,SPEI,1,2010,8,2010,8,1,2.768,2.768,2.768
Tekirdağ,SPEI,1,2010,11,2010,11,1,1.224,1.224,1.224
Tekirdağ,SPEI,1,2011,1,2011,3,3,1.371,0.457,0.881
Tekirdağ,SPEI,1,2011,7,2011,7,1,1.323,1.323,1.323
Tekirdağ,SPEI,1,2011,11,2011,11,1,1.356,1.356,1.356
Tekirdağ,SPEI,1,2012,1,2012,1,1,0.355,0.355,0.355
Tekirdağ,SPEI,1,2012,3,2012,3,1,1.112,1.112,1.112
Tekirdağ,SPEI,1,2012,6,2012,9,4,6.803,1.701,2.256
Tekirdağ,SPEI,1,2012,11,2012,11,1,1.622,1.622,1.622
Tekirdağ,SPEI,1,2013,4,2013,9,6,6.747,1.125,1.774
Tekirdağ,SPEI,1,2013,11,2014,2,4,4.708,1.177,1.865
Tekirdağ,SPEI,1,2014,4,2014,4,1,0.133,0.133,0.133
Tekirdağ,SPEI,1,2014,8,2014,8,1,0.835,0.835,0.835
Tekirdağ,SPEI,1,2014,11,2014,11,1,0.94,0.94,0.94
Tekirdağ,SPEI,1,2015,3,2015,3,1,0.82,0.82,0.82
Tekirdağ,SPEI,1,2015,5,2015,5,1,1.401,1.401,1.401
Tekirdağ,SPEI,1,2015,7,2015,8,2,3.062,1.531,1.717
Tekirdağ,SPEI,1,2015,11,2015,12,2,2.255,1.127,1.756
Tekirdağ,SPEI,1,2016,3,2016,9,7,7.789,1.113,1.718
Tekirdağ,SPEI,1,2016,12,2016,12,1,0.583,0.583,0.583
Tekirdağ,SPEI,1,2017,2,2017,3,2,1.692,0.846,1.006
Tekirdağ,SPEI,1,2017,5,2017,6,2,1.173,0.587,0.754
Tekirdağ,SPEI,1,2017,8,2017,9,2,1.392,0.696,0.933
Tekirdağ,SPEI,1,2018,4,2018,5,2,2.356,1.178,1.517
Tekirdağ,SPEI,1,2018,8,2018,11,4,2.531,0.633,1.648
Tekirdağ,SPEI,1,2019,2,2019,3,2,1.139,0.57,0.921
Tekirdağ,SPEI,1,2019,5,2020,1,9,8.737,0.971,1.974
Tekirdağ,SPEI,1,2020,3,2020,3,1,1.25,1.25,1.25
Tekirdağ,SPEI,1,2020,7,2020,12,6,6.362,1.06,1.807
Tekirdağ,SPEI,1,2021,2,2021,2,1,0.111,0.111,0.111
Tekirdağ,SPEI,1,2021,7,2022,1,7,4.921,0.703,1.678
Tekirdağ,SPEI,1,2022,3,2022,3,1,1.208,1.208,1.208
Tekirdağ,SPEI,1,2022,5,2022,7,3,1.595,0.532,0.647
Tekirdağ,SPEI,1,2022,9,2023,3,7,7.843,1.12,1.576
Tekirdağ,SPEI,1,2023,6,2023,10,5,6.261,1.252,1.853
Tekirdağ,SPEI,1,2024,1,2024,2,2,0.87,0.435,0.85
Tekirdağ,SPEI,1,2024,5,2024,12,8,9.224,1.153,2.658
Tekirdağ,SPEI,3,1965,7,1965,10,4,0.754,0.189,0.28
Tekirdağ,SPEI,3,1966,7,1966,11,5,2.358,0.472,1.279
Tekirdağ,SPEI,3,1967,4,1967,5,2,0.781,0.391,0.509
Tekirdağ,SPEI,3,1967,9,1967,12,4,2.396,0.599,1.131
Tekirdağ,SPEI,3,1968,4,1968,7,4,3.97,0.993,1.7
Tekirdağ,SPEI,3,1969,5,1969,5,1,0.597,0.597,0.597
Tekirdağ,SPEI,3,1969,9,1970,1,5,3.982,0.796,1.766
Tekirdağ,SPEI,3,1970,6,1970,9,4,1.786,0.447,0.773
Tekirdağ,SPEI,3,1971,6,1971,8,3,2.443,0.814,1.374
Tekirdağ,SPEI,3,1971,12,1972,6,7,7.113,1.016,1.869
Tekirdağ,SPEI,3,1973,1,1973,2,2,1.552,0.776,0.987
Tekirdağ,SPEI,3,1973,5,1973,7,3,2.553,0.851,1.072
Tekirdağ,SPEI,3,1973,10,1974,3,6,5.046,0.841,1.342
Tekirdağ,SPEI,3,1974,9,1974,12,4,2.68,0.67,1.056
Tekirdağ,SPEI,3,1975,2,1975,2,1,0.602,0.602,0.602
Tekirdağ,SPEI,3,1975,4,1975,4,1,0.268,0.268,0.268
Tekirdağ,SPEI,3,1975,9,1975,9,1,0.074,0.074,0.074
Tekirdağ,SPEI,3,1976,2,1976,6,5,4.12,0.824,1.33
Tekirdağ,SPEI,3,1977,2,1977,5,4,2.047,0.512,0.884
Tekirdağ,SPEI,3,1977,12,1977,12,1,0.557,0.557,0.557
Tekirdağ,SPEI,3,1978,7,1978,7,1,0.413,0.413,0.413
Tekirdağ,SPEI,3,1978,12,1979,5,6,3.785,0.631,1.006
Tekirdağ,SPEI,3,1980,10,1980,12,3,2.689,0.896,1.156
Tekirdağ,SPEI,3,1981,4,1981,6,3,2.677,0.892,1.09
Tekirdağ,SPEI,3,1981,8,1981,8,1,0.221,0.221,0.221
Tekirdağ,SPEI,3,1982,3,1982,3,1,0.475,0.475,0.475
Tekirdağ,SPEI,3,1982,9,1983,6,10,9.875,0.988,2.365
Tekirdağ,SPEI,3,1983,11,1984,2,4,1.787,0.447,1.181
Tekirdağ,SPEI,3,1984,10,1985,2,5,5.21,1.042,1.778
Tekirdağ,SPEI,3,1985,5,1985,10,6,3.194,0.532,1.039
Tekirdağ,SPEI,3,1985,12,1985,12,1,0.101,0.101,0.101
Tekirdağ,SPEI,3,1986,4,1986,5,2,1.838,0.919,1.447
Tekirdağ,SPEI,3,1986,9,1986,12,4,2.097,0.524,0.816
Tekirdağ,SPEI,3,1987,4,1987,4,1,0.109,0.109,0.109
Tekirdağ,SPEI,3,1987,7,1987,11,5,1.996,0.399,0.655
Tekirdağ,SPEI,3,1988,2,1988,3,2,0.468,0.234,0.354
Tekirdağ,SPEI,3,1988,10,1988,10,1,0.238,0.238,0.238
Tekirdağ,SPEI,3,1989,2,1989,5,4,4.534,1.133,1.943
Tekirdağ,SPEI,3,1989,10,1990,5,8,7.822,0.978,2.025
Tekirdağ,SPEI,3,1991,3,1991,4,2,1.228,0.614,1.225
Tekirdağ,SPEI,3,1991,8,1991,9,2,0.748,0.374,0.562
Tekirdağ,SPEI,3,1992,1,1992,4,4,4.664,1.166,1.696
Tekirdağ,SPEI,3,1992,9,1993,1,5,3.006,0.601,0.814
Tekirdağ,SPEI,3,1993,6,1994,3,10,3.851,0.385,1.205
Tekirdağ,SPEI,3,1994,5,1994,5,1,0.172,0.172,0.172
Tekirdağ,SPEI,3,1994,8,1994,9,2,0.897,0.449,0.783
Tekirdağ,SPEI,3,1995,6,1995,6,1,0.318,0.318,0.318
Tekirdağ,SPEI,3,1996,6,1996,7,2,1.023,0.511,0.876
Tekirdağ,SPEI,3,1996,11,1997,3,5,3.196,0.639,0.885
Tekirdağ,SPEI,3,1997,7,1997,7,1,0.319,0.319,0.319
Tekirdağ,SPEI,3,1998,6,1998,6,1,0.235,0.235,0.235
Tekirdağ,SPEI,3,1998,8,1998,8,1,0.045,0.045,0.045
Tekirdağ,SPEI,3,1999,6,1999,9,4,4.166,1.042,1.315
