name,year,month,SPI1,SPEI1,SPI3,SPEI3,SPI6,SPEI6,SPI9,SPEI9,SPI12,SPEI12
Tekirdağ,1992,5,-0.542,-0.103,0.131,0.403,-1.819,-1.261,-1.120,-0.794,-1.381,-0.960
Tekirdağ,1992,6,1.827,2.015,1.252,1.436,-0.319,0.055,-0.300,-0.006,-0.478,-0.112
Tekirdağ,1992,7,0.029,0.581,1.181,1.707,0.495,0.764,-1.090,-0.598,-0.613,-0.109
Tekirdağ,1992,8,-0.051,-0.580,1.208,1.448,1.020,0.848,-0.821,-0.218,-0.531,-0.166
Tekirdağ,1992,9,-0.405,-0.293,-0.586,-0.269,0.370,0.498,-0.663,-0.132,-0.529,-0.188
Tekirdağ,1992,10,0.023,-0.469,-0.436,-0.814,0.210,0.374,-0.093,0.142,-1.193,-0.716
Tekirdağ,1992,11,0.047,-0.002,-0.452,-0.711,0.266,0.238,0.226,0.392,-1.093,-0.738
Tekirdağ,1992,12,-0.215,-0.257,-0.448,-0.607,-0.738,-0.694,-0.187,0.004,-0.868,-0.596
Tekirdağ,1993,1,-0.459,-0.540,-0.662,-0.605,-1.007,-1.078,-0.461,-0.307,-0.646,-0.396
Tekirdağ,1993,2,1.142,1.377,-0.034,0.128,-0.430,-0.433,0.059,0.200,0.051,0.302
Tekirdağ,1993,3,0.486,0.627,0.402,0.572,-0.157,-0.165,-0.424,-0.287,-0.030,0.209
Tekirdağ,1993,4,-0.647,-0.666,0.723,0.939,-0.223,-0.089,-0.552,-0.520,-0.155,0.107
Tekirdağ,1993,5,0.871,0.953,0.341,0.471,0.048,0.303,-0.341,-0.218,0.119,0.342
Tekirdağ,1993,6,-0.748,-0.758,-0.470,-0.330,0.032,0.252,-0.384,-0.322,-0.638,-0.415
Tekirdağ,1993,7,-0.755,-0.111,-0.498,-0.087,0.202,0.477,-0.470,-0.155,-0.756,-0.561
Tekirdağ,1993,8,0.387,0.457,-0.938,-0.472,-0.488,0.031,-0.398,0.069,-0.667,-0.422
Tekirdağ,1993,9,-0.455,-0.319,-0.757,-0.220,-1.005,-0.286,-0.433,0.043,-0.647,-0.435
Tekirdağ,1993,10,-1.524,-1.711,-1.280,-1.205,-1.228,-0.925,-0.665,-0.370,-0.973,-0.515
Tekirdağ,1993,11,0.472,0.688,-0.758,-0.781,-1.273,-0.939,-1.000,-0.632,-0.905,-0.473
Tekirdağ,1993,12,0.227,-0.005,-0.381,-0.532,-0.740,-0.611,-0.951,-0.755,-0.657,-0.382
Tekirdağ,1994,1,-0.247,-0.549,-0.008,-0.079,-0.797,-0.842,-0.982,-0.881,-0.638,-0.444
Tekirdağ,1994,2,0.816,0.883,0.141,-0.051,-0.471,-0.601,-0.839,-0.789,-0.699,-0.593
Tekirdağ,1994,3,0.084,-0.103,0.123,-0.094,-0.297,-0.502,-0.599,-0.564,-0.786,-0.732
Tekirdağ,1994,4,-0.080,-0.382,0.393,0.212,0.111,-0.026,-0.539,-0.614,-0.708,-0.664
Tekirdağ,1994,5,0.580,0.459,0.091,-0.172,0.088,-0.174,-0.471,-0.613,-0.805,-0.767
Tekirdağ,1994,6,0.574,0.892,0.406,0.515,0.230,0.201,-0.213,-0.313,-0.522,-0.388
Tekirdağ,1994,7,-0.623,-0.690,0.180,0.359,0.342,0.298,0.100,0.096,-0.530,-0.496
Tekirdağ,1994,8,-0.288,-0.402,-0.171,-0.114,-0.216,-0.082,-0.097,-0.107,-0.582,-0.638
Tekirdağ,1994,9,0.434,-0.253,-0.268,-0.783,-0.079,-0.166,-0.074,-0.233,-0.363,-0.639
Tekirdağ,1994,10,0.710,0.644,0.460,0.131,0.357,0.170,0.418,0.195,0.216,0.064
Tekirdağ,1994,11,0.592,0.798,0.685,0.459,0.431,0.302,0.367,0.215,0.305,0.108
Tekirdağ,1994,12,0.577,0.695,0.796,0.880,0.473,0.330,0.526,0.467,0.450,0.347
Tekirdağ,1995,1,2.195,2.206,1.771,1.868,1.649,1.534,1.581,1.593,1.612,1.530
Tekirdağ,1995,2,-0.497,-0.844,1.603,1.722,1.478,1.398,1.304,1.292,1.245,1.184
Tekirdağ,1995,3,1.359,1.361,2.002,2.116,1.738,1.757,1.431,1.297,1.486,1.405
Tekirdağ,1995,4,-0.123,-0.163,0.383,0.143,1.685,1.771,1.578,1.388,1.512,1.424
Tekirdağ,1995,5,-0.479,-0.683,0.534,0.362,1.707,1.725,1.578,1.407,1.390,1.282
Tekirdağ,1995,6,0.774,0.439,-0.041,-0.318,2.076,1.247,1.754,1.685,1.437,1.206
Tekirdağ,1995,7,1.914,2.047,1.555,1.310,1.381,0.733,2.162,2.152,1.978,1.660
Tekirdağ,1995,8,1.507,1.468,1.916,2.008,1.989,1.073,2.381,1.436,2.140,1.901
Tekirdağ,1995,9,0.943,1.070,1.824,1.804,1.610,0.888,2.644,1.505,2.195,2.113
Tekirdağ,1995,10,-0.729,-0.544,0.453,0.677,0.988,1.040,1.012,0.989,1.854,1.187
Tekirdağ,1995,11,0.600,0.870,0.250,0.456,1.262,1.430,1.354,1.395,2.136,2.018
Tekirdağ,1995,12,0.393,0.334,0.008,0.207,1.025,1.227,0.934,1.067,1.938,1.853
Tekirdağ,1996,1,-0.062,-0.081,0.263,0.401,0.347,0.575,0.819,0.980,0.863,0.959
Tekirdağ,1996,2,1.075,1.242,0.479,0.568,0.384,0.622,1.122,1.319,1.184,1.338
Tekirdağ,1996,3,0.846,1.237,0.695,0.982,0.341,0.654,1.097,1.370,1.034,1.278
Tekirdağ,1996,4,0.410,0.701,1.325,1.730,0.748,1.115,0.756,1.116,1.138,1.399
Tekirdağ,1996,5,-0.766,-1.425,0.263,0.374,0.483,0.639,0.404,0.707,1.134,1.309
Tekirdağ,1996,6,-0.595,-0.697,-0.875,-0.876,0.174,0.309,0.023,0.330,0.886,1.157
Tekirdağ,1996,7,1.518,1.671,0.207,-0.147,1.156,0.899,0.748,1.047,0.754,1.055
Tekirdağ,1996,8,0.873,0.851,0.838,0.905,0.744,0.613,0.734,0.680,0.608,0.918
Tekirdağ,1996,9,0.690,0.938,1.245,1.366,0.579,0.463,0.852,0.789,0.501,0.880
Tekirdağ,1996,10,-0.669,-0.589,0.034,0.318,0.018,0.067,0.597,0.914,0.515,0.599
Tekirdağ,1996,11,-0.125,-0.289,-0.402,-0.363,0.040,0.166,0.071,0.317,0.304,0.562
Tekirdağ,1996,12,0.451,0.292,-0.384,-0.496,0.348,0.431,-0.008,0.035,0.310,0.510
Tekirdağ,1997,1,-0.631,-0.968,-0.340,-0.607,-0.430,-0.454,-0.395,-0.553,0.132,0.278
Tekirdağ,1997,2,-1.105,-1.071,-0.612,-0.885,-0.809,-0.870,-0.458,-0.462,-0.385,-0.321
Tekirdağ,1997,3,0.587,0.772,-0.749,-0.845,-0.825,-0.908,-0.153,-0.079,-0.449,-0.452
Tekirdağ,1997,4,1.500,1.749,0.547,0.895,-0.076,-0.114,-0.186,-0.006,-0.169,-0.119
Tekirdağ,1997,5,-1.588,-1.401,0.696,0.919,-0.248,-0.308,-0.538,-0.448,-0.238,-0.092
Tekirdağ,1997,6,0.201,0.048,0.373,0.475,-0.598,-0.393,-0.730,-0.754,-0.094,0.074
Tekirdağ,1997,7,1.034,1.024,-0.115,-0.319,0.277,0.348,-0.193,-0.275,-0.279,-0.137
Tekirdağ,1997,8,1.137,1.445,0.893,1.107,1.077,0.869,0.151,0.260,-0.205,-0.020
Tekirdağ,1997,9,-1.507,-0.232,0.414,0.810,0.404,0.555,-0.332,0.087,-0.539,-0.325
Tekirdağ,1997,10,2.324,2.237,1.851,1.912,1.600,1.763,1.691,1.944,1.005,0.837
Tekirdağ,1997,11,-0.349,-0.479,1.425,1.617,1.598,1.867,1.751,1.910,1.094,1.331
Tekirdağ,1997,12,1.551,1.790,2.317,2.191,2.056,2.113,2.124,2.168,1.634,1.795
Tekirdağ,1998,1,-0.098,-0.262,0.759,0.760,1.807,1.920,1.667,1.854,1.745,1.917
Tekirdağ,1998,2,0.572,0.525,1.202,1.283,1.675,1.765,1.816,1.954,1.903,2.056
Tekirdağ,1998,3,2.052,2.247,1.040,1.195,2.304,2.310,2.136,2.140,2.202,2.318
Tekirdağ,1998,4,-0.692,-1.039,1.446,1.408,1.194,1.215,2.053,1.985,1.915,1.940
Tekirdağ,1998,5,1.173,1.300,1.873,1.886,1.889,1.952,2.186,2.064,2.286,2.179
Tekirdağ,1998,6,-0.323,-0.711,0.012,-0.235,0.984,0.701,2.385,2.267,2.213,2.078
Tekirdağ,1998,7,1.041,1.015,0.975,0.866,1.760,1.076,1.462,1.494,2.272,2.121
Tekirdağ,1998,8,0.585,-0.059,0.426,-0.045,1.557,0.850,1.799,1.131,2.132,2.042
Tekirdağ,1998,9,2.024,1.963,1.952,1.813,1.781,0.911,2.001,1.220,2.770,2.558
Tekirdağ,1998,10,1.251,1.312,1.932,1.763,2.021,1.869,2.472,2.194,2.189,1.292
Tekirdağ,1998,11,1.049,1.168,2.190,2.169,2.135,2.044,2.726,2.306,2.957,2.496
Tekirdağ,1998,12,0.568,0.734,1.410,1.476,2.061,1.973,2.038,1.884,2.312,2.100
Tekirdağ,1999,1,-0.417,-0.636,0.552,0.642,1.739,1.700,1.890,1.893,2.256,2.075
Tekirdağ,1999,2,1.446,1.583,0.673,0.817,1.938,1.956,1.920,1.885,2.336,2.209
Tekirdağ,1999,3,1.058,1.096,0.869,0.915,1.477,1.577,2.064,1.950,2.048,1.970
Tekirdağ,1999,4,-1.146,-1.236,1.265,1.177,0.946,1.011,1.932,1.760,2.055,1.913
Tekirdağ,1999,5,0.384,0.294,0.286,0.068,0.678,0.725,1.985,1.869,1.946,1.769
Tekirdağ,1999,6,-0.434,-0.815,-1.015,-1.113,0.320,0.150,1.238,1.283,1.933,1.739
Tekirdağ,1999,7,-0.733,-1.265,-0.824,-1.079,0.533,0.144,0.661,0.579,1.740,1.542
Tekirdağ,1999,8,-0.383,-0.539,-1.125,-1.315,-0.625,-0.743,0.167,0.025,1.611,1.520
Tekirdağ,1999,9,0.401,0.471,-0.352,-0.659,-1.099,-1.061,-0.037,-0.224,0.903,0.858
Tekirdağ,1999,10,0.264,0.187,0.076,0.041,-0.392,-0.663,0.246,-0.005,0.463,0.290
Tekirdağ,1999,11,0.670,0.798,0.434,0.416,-0.143,-0.422,-0.085,-0.334,0.331,0.220
Tekirdağ,1999,12,0.847,0.895,0.781,0.774,0.432,0.280,0.041,-0.214,0.462,0.268
Tekirdağ,2000,1,-0.743,-0.710,0.412,0.454,0.228,0.207,-0.091,-0.291,0.367,0.226
Tekirdağ,2000,2,0.575,0.572,0.340,0.329,0.409,0.446,0.015,-0.159,0.057,-0.142
Tekirdağ,2000,3,0.185,0.207,-0.214,-0.236,0.399,0.429,0.156,0.092,-0.165,-0.363
Tekirdağ,2000,4,0.382,-0.133,0.478,0.257,0.492,0.440,0.332,0.294,0.060,-0.135
Tekirdağ,2000,5,1.154,1.283,0.871,0.748,0.636,0.616,0.633,0.670,0.256,0.117
Tekirdağ,2000,6,-0.788,-0.560,0.369,0.323,-0.119,0.003,0.465,0.542,0.215,0.188
Tekirdağ,2000,7,-0.318,-0.569,-0.066,0.064,0.249,0.175,0.399,0.437,0.252,0.286
Tekirdağ,2000,8,0.548,0.255,-0.673,-0.661,0.090,0.067,0.243,0.201,0.347,0.358
Tekirdağ,2000,9,0.043,0.093,-0.204,-0.308,-0.063,-0.025,-0.327,-0.191,0.254,0.276
Tekirdağ,2000,10,0.653,0.760,0.399,0.506,0.201,0.330,0.318,0.362,0.415,0.371
Tekirdağ,2000,11,-1.756,-1.804,-0.506,-0.601,-0.919,-0.897,-0.439,-0.462,-0.194,-0.210
Tekirdağ,2000,12,-1.588,-1.648,-1.253,-1.281,-1.218,-1.231,-1.000,-1.060,-1.094,-1.054
Tekirdağ,2001,1,-0.009,-0.263,-1.912,-1.811,-1.195,-1.254,-1.176,-1.190,-0.915,-1.037
Tekirdağ,2001,2,0.991,0.971,-0.423,-0.736,-0.748,-0.930,-1.040,-1.159,-0.667,-0.845
Tekirdağ,2001,3,-1.005,-1.895,0.028,-0.562,-0.918,-1.268,-0.994,-1.295,-0.880,-1.182
Tekirdağ,2001,4,1.005,0.965,0.693,0.172,-0.988,-1.364,-0.702,-0.994,-0.734,-0.956
Tekirdağ,2001,5,0.906,0.984,0.505,0.066,-0.202,-0.630,-0.563,-0.838,-0.830,-1.036
Tekirdağ,2001,6,-0.982,-0.734,0.535,0.665,0.218,-0.045,-0.747,-1.050,-0.849,-1.068
Tekirdağ,2001,7,0.251,-0.533,-0.094,-0.259,0.417,-0.044,-1.076,-1.449,-0.779,-1.074
Tekirdağ,2001,8,-0.005,-0.716,-0.698,-1.072,-0.226,-0.554,-0.562,-0.874,-0.826,-1.175
Tekirdağ,2001,9,0.780,0.799,0.418,-0.161,0.509,0.195,0.285,-0.162,-0.552,-1.016
Tekirdağ,2001,10,-1.925,-1.584,-0.491,-0.868,-0.519,-0.826,-0.172,-0.694,-1.207,-1.561
Tekirdağ,2001,11,0.896,1.090,0.168,0.077,-0.279,-0.576,-0.104,-0.475,-0.453,-0.857
Tekirdağ,2001,12,1.769,2.122,1.217,1.370,1.098,1.046,1.185,1.186,1.018,0.830
Tekirdağ,2002,1,-1.179,-1.104,1.259,1.500,0.732,0.792,0.602,0.625,0.766,0.648
Tekirdağ,2002,2,-0.320,-0.729,0.863,1.048,0.614,0.713,0.310,0.234,0.402,0.226
Tekirdağ,2002,3,0.316,0.010,-0.827,-1.081,0.506,0.561,0.510,0.389,0.601,0.525
Tekirdağ,2002,4,-0.018,0.213,-0.326,-0.517,0.964,1.160,0.515,0.546,0.411,0.391
Tekirdağ,2002,5,-1.602,-1.090,-0.717,-0.649,0.480,0.628,0.350,0.482,0.059,0.023
Tekirdağ,2002,6,0.494,0.292,-0.626,-0.420,-1.334,-1.219,0.269,0.400,0.305,0.243
Tekirdağ,2002,7,0.938,0.327,0.036,-0.451,-0.345,-0.602,0.916,0.987,0.465,0.380
Tekirdağ,2002,8,1.091,0.894,0.962,0.519,0.273,0.034,0.800,0.565,0.613,0.579
Tekirdağ,2002,9,1.972,1.924,1.982,1.778,1.561,0.849,0.629,0.348,1.144,1.208
Tekirdağ,2002,10,-0.222,-0.357,1.281,1.311,1.066,0.948,0.810,0.633,1.341,0.917
Tekirdağ,2002,11,0.366,0.272,1.092,1.081,1.333,1.164,1.009,0.835,1.321,1.243
Tekirdağ,2002,12,-0.615,-0.737,-0.584,-0.646,0.809,0.709,0.543,0.493,0.023,-0.130
Tekirdağ,2003,1,0.816,0.797,0.095,-0.030,0.866,0.837,0.770,0.607,0.587,0.396
Tekirdağ,2003,2,1.349,1.609,0.607,0.742,1.050,1.133,1.253,1.212,1.005,0.981
Tekirdağ,2003,3,-1.167,-0.675,0.802,1.041,0.039,0.109,0.975,1.007,0.773,0.839
Tekirdağ,2003,4,1.199,1.549,1.118,1.696,0.522,0.785,1.113,1.283,1.023,1.122
Tekirdağ,2003,5,-1.602,-1.459,-0.634,-0.188,0.243,0.536,0.827,1.027,1.045,1.081
Tekirdağ,2003,6,-0.934,-1.377,-0.517,-0.543,0.460,0.487,-0.195,-0.123,0.832,0.851
Tekirdağ,2003,7,0.729,0.498,-1.232,-1.447,0.202,0.323,0.109,0.156,0.799,0.889
Tekirdağ,2003,8,1.651,1.318,0.604,0.033,-0.045,-0.011,0.402,0.373,0.905,0.952
Tekirdağ,2003,9,0.497,0.707,1.028,0.915,0.500,0.283,0.885,0.680,0.208,0.258
Tekirdağ,2003,10,0.967,1.008,1.148,1.159,0.556,0.302,0.945,1.065,0.664,0.523
Tekirdağ,2003,11,-1.122,-1.110,0.168,0.155,0.340,0.111,0.002,0.036,0.347,0.454
Tekirdağ,2003,12,0.030,-0.090,-0.060,-0.087,0.418,0.381,0.168,0.112,0.525,0.604
Tekirdağ,2004,1,1.487,1.652,0.348,0.406,0.934,0.969,0.536,0.376,0.866,1.023
Tekirdağ,2004,2,-0.274,-0.402,0.731,0.838,0.515,0.611,0.613,0.554,0.380,0.452
Tekirdağ,2004,3,0.538,0.434,1.084,1.180,0.560,0.577,0.827,0.837,0.644,0.613
Tekirdağ,2004,4,-0.345,-0.390,-0.296,-0.409,0.129,0.111,0.712,0.741,0.359,0.209
Tekirdağ,2004,5,-0.111,-0.063,-0.159,-0.160,0.553,0.641,0.404,0.536,0.511,0.473
Tekirdağ,2004,6,1.740,1.944,1.103,1.213,1.613,1.181,0.892,1.047,1.130,1.174
Tekirdağ,2004,7,0.198,0.241,1.303,1.507,0.696,0.611,0.573,0.769,1.058,1.157
Tekirdağ,2004,8,1.896,1.917,1.847,2.225,1.543,1.047,1.409,1.090,1.095,1.300
Tekirdağ,2004,9,-1.645,-1.020,0.426,0.601,0.882,0.713,1.381,1.057,0.836,1.068
Tekirdağ,2004,10,-1.000,-1.339,-0.251,-0.222,0.387,0.563,0.139,0.283,0.250,0.315
Tekirdağ,2004,11,-0.803,-0.956,-1.998,-1.688,0.025,0.066,-0.123,0.007,0.348,0.496
Tekirdağ,2004,12,-0.305,-0.613,-1.534,-1.550,-0.993,-0.939,-0.460,-0.354,0.203,0.307
Tekirdağ,2005,1,-0.014,-0.222,-0.933,-1.058,-1.106,-1.129,-0.476,-0.467,-0.609,-0.585
Tekirdağ,2005,2,0.530,0.639,-0.236,-0.374,-1.360,-1.418,-0.246,-0.229,-0.325,-0.283
Tekirdağ,2005,3,-0.688,-0.803,-0.193,-0.338,-1.244,-1.325,-0.974,-0.951,-0.573,-0.525
Tekirdağ,2005,4,-1.458,-1.200,-0.864,-0.797,-1.188,-1.206,-1.298,-1.246,-0.728,-0.652
Tekirdağ,2005,5,1.410,1.464,-0.156,-0.258,-0.372,-0.489,-1.368,-1.421,-0.331,-0.280
Tekirdağ,2005,6,-0.735,-0.432,-0.190,-0.026,-0.443,-0.264,-1.361,-1.390,-1.102,-0.976
Tekirdağ,2005,7,-0.586,-0.679,0.147,0.245,-0.672,-0.350,-1.160,-1.118,-1.260,-1.145
Tekirdağ,2005,8,-0.557,-0.744,-1.359,-0.999,-1.108,-0.691,-0.914,-0.718,-1.768,-1.610
Tekirdağ,2005,9,-0.421,-0.707,-1.133,-1.084,-0.983,-0.642,-0.955,-0.770,-1.609,-1.599
Tekirdağ,2005,10,-0.061,-0.036,-0.614,-0.695,-0.474,-0.449,-0.930,-0.844,-1.330,-1.124
Tekirdağ,2005,11,0.687,0.860,-0.014,-0.011,-0.675,-0.608,-0.762,-0.645,-0.869,-0.782
Tekirdağ,2005,12,0.193,0.067,0.183,0.276,-0.325,-0.363,-0.455,-0.403,-0.606,-0.546
Tekirdağ,2006,1,-1.433,-1.182,-0.215,-0.147,-0.714,-0.671,-0.670,-0.602,-0.996,-0.861
Tekirdağ,2006,2,0.417,0.499,-0.481,-0.476,-0.450,-0.362,-0.910,-0.794,-0.938,-0.838
Tekirdağ,2006,3,1.281,1.341,0.080,0.083,0.084,0.193,-0.313,-0.276,-0.422,-0.364
Tekirdağ,2006,4,-1.817,-1.404,0.381,0.325,-0.058,-0.029,-0.479,-0.420,-0.460,-0.378
Tekirdağ,2006,5,-0.779,-0.855,-0.266,-0.470,-0.643,-0.676,-0.577,-0.496,-0.996,-0.868
Tekirdağ,2006,6,-0.010,-0.177,-1.837,-1.474,-0.962,-0.769,-0.492,-0.417,-0.864,-0.810
Tekirdağ,2006,7,-0.888,-0.678,-1.433,-1.097,-0.606,-0.460,-0.562,-0.523,-0.916,-0.822
Tekirdağ,2006,8,0.094,-0.782,-0.623,-0.889,-0.800,-0.737,-0.949,-0.818,-0.820,-0.822
Tekirdağ,2006,9,1.628,1.685,1.022,0.858,-0.077,-0.136,-0.107,-0.109,-0.032,-0.016
Tekirdağ,2006,10,-0.126,-0.271,0.824,0.765,0.156,0.010,0.231,0.106,-0.046,-0.012
Tekirdağ,2006,11,-0.328,-0.252,0.508,0.552,0.088,-0.030,-0.107,-0.212,-0.491,-0.496
Tekirdağ,2006,12,-0.870,-1.066,-1.138,-1.033,-0.289,-0.359,-0.939,-0.984,-0.858,-0.834
Tekirdağ,2007,1,-0.966,-1.368,-1.531,-1.403,-0.559,-0.717,-1.029,-1.141,-0.833,-0.962
Tekirdağ,2007,2,-0.916,-1.075,-1.861,-1.751,-0.745,-0.820,-1.022,-1.156,-1.076,-1.235
Tekirdağ,2007,3,-1.910,-1.656,-2.089,-1.817,-2.133,-1.831,-1.239,-1.319,-1.797,-1.715
Tekirdağ,2007,4,-1.372,-0.728,-2.954,-1.943,-2.556,-1.910,-1.411,-1.376,-1.791,-1.637
Tekirdağ,2007,5,0.188,-0.343,-2.051,-1.620,-2.730,-2.134,-1.406,-1.383,-1.628,-1.587
Tekirdağ,2007,6,-2.077,-2.251,-1.912,-1.896,-3.352,-4.753,-2.890,-2.528,-1.888,-1.981
Tekirdağ,2007,7,-1.645,-1.696,-1.859,-2.160,-3.817,-4.753,-3.286,-2.555,-1.978,-2.119
Tekirdağ,2007,8,-0.785,-1.318,-2.985,-2.168,-3.313,-4.753,-3.533,-4.753,-1.995,-2.027
Tekirdağ,2007,9,-0.357,0.137,-1.463,-1.325,-2.457,-2.952,-3.534,-4.753,-3.060,-2.556
Tekirdağ,2007,10,-0.075,-0.282,-0.631,-0.713,-1.439,-1.901,-2.764,-2.511,-3.018,-4.753
Tekirdağ,2007,11,2.283,2.186,1.415,1.563,0.685,0.298,-0.064,-0.453,-1.153,-1.431
Tekirdağ,2007,12,-0.135,-0.214,1.316,1.391,0.699,0.651,0.122,-0.154,-0.842,-1.152
Tekirdağ,2008,1,-1.040,-0.998,1.060,1.244,0.485,0.579,-0.046,-0.417,-0.906,-1.173
Tekirdağ,2008,2,-1.481,-1.201,-1.474,-1.242,0.257,0.482,-0.330,-0.582,-0.893,-1.117
Tekirdağ,2008,3,0.348,-0.174,-1.214,-1.275,0.453,0.470,-0.002,-0.108,-0.515,-0.829
Tekirdağ,2008,4,-0.797,-1.124,-1.320,-1.541,0.471,0.440,0.004,-0.028,-0.464,-0.886
Tekirdağ,2008,5,-0.441,-0.590,-0.732,-1.218,-1.710,-1.607,-0.021,0.047,-0.585,-0.929
Tekirdağ,2008,6,0.505,0.178,-0.657,-0.978,-1.717,-1.887,0.203,0.090,-0.250,-0.457
Tekirdağ,2008,7,-0.131,-0.502,-0.377,-0.674,-1.427,-1.623,0.281,0.135,-0.163,-0.282
Tekirdağ,2008,8,-0.915,-1.242,-0.169,-0.780,-0.812,-1.171,-1.692,-1.718,-0.154,-0.297
Tekirdağ,2008,9,0.222,0.381,-0.407,-0.645,-0.905,-0.951,-1.705,-1.787,-0.034,-0.249
Tekirdağ,2008,10,0.354,0.340,0.001,-0.077,-0.273,-0.524,-0.937,-1.289,0.120,0.015
Tekirdağ,2008,11,-0.414,-0.607,-0.246,-0.320,-0.438,-0.739,-0.799,-1.188,-1.662,-1.667
Tekirdağ,2008,12,-0.956,-1.193,-0.851,-0.920,-1.004,-1.117,-1.268,-1.457,-1.887,-1.866
Tekirdağ,2009,1,0.248,0.167,-0.900,-1.009,-0.893,-1.011,-1.027,-1.236,-1.495,-1.735
Tekirdağ,2009,2,0.288,0.232,-0.506,-0.670,-0.631,-0.700,-0.756,-1.004,-0.980,-1.341
Tekirdağ,2009,3,0.612,0.646,0.341,0.248,-0.452,-0.577,-0.645,-0.798,-0.886,-1.139
Tekirdağ,2009,4,-0.274,-0.162,0.199,0.260,-0.654,-0.731,-0.697,-0.744,-0.824,-0.968
Tekirdağ,2009,5,-0.849,-0.991,-0.395,-0.409,-0.729,-0.803,-0.794,-0.793,-0.895,-1.042
Tekirdağ,2009,6,-0.722,-0.998,-1.570,-1.321,-0.540,-0.519,-1.018,-1.133,-1.167,-1.272
Tekirdağ,2009,7,1.338,1.104,-0.105,-0.619,-0.014,-0.196,-0.760,-0.988,-0.778,-0.959
Tekirdağ,2009,8,-1.282,-0.645,0.177,-0.340,-0.287,-0.330,-0.663,-0.665,-0.754,-0.872
Tekirdağ,2009,9,1.911,1.906,1.801,1.681,1.003,0.555,0.894,0.578,0.087,-0.035
Tekirdağ,2009,10,1.592,1.609,1.953,1.816,1.710,1.553,1.674,1.549,0.739,0.474
Tekirdağ,2009,11,0.221,0.208,1.978,1.976,1.837,1.744,1.644,1.467,1.046,0.943
Tekirdağ,2009,12,1.032,1.110,1.546,1.467,2.068,1.895,1.719,1.555,1.670,1.501
Tekirdağ,2010,1,0.359,0.420,0.719,0.706,1.868,1.788,1.732,1.630,1.704,1.575
Tekirdağ,2010,2,2.125,2.113,1.679,1.758,2.380,2.220,2.294,2.106,2.136,1.970
Tekirdağ,2010,3,0.039,-0.007,1.314,1.471,1.832,1.812,2.275,2.045,2.000,1.879
Tekirdağ,2010,4,-0.488,-0.588,1.589,1.527,1.225,1.232,2.155,1.913,2.019,1.803
Tekirdağ,2010,5,-0.779,-1.156,-1.007,-1.142,1.278,1.211,2.181,1.927,2.067,1.771
Tekirdağ,2010,6,0.568,0.205,-0.589,-0.974,1.027,0.628,1.726,1.584,2.245,1.867
Tekirdağ,2010,7,0.895,0.378,0.275,-0.515,1.431,0.642,1.258,1.042,2.197,1.820
Tekirdağ,2010,8,-1.282,-2.768,0.455,-0.815,-0.420,-1.141,1.251,0.521,2.136,1.722
Tekirdağ,2010,9,0.686,0.667,0.527,-0.483,-0.056,-0.826,0.976,0.257,1.592,1.214
Tekirdağ,2010,10,2.052,2.068,1.691,1.465,1.551,1.117,2.077,1.599,1.871,1.005
Tekirdağ,2010,11,-0.690,-1.224,1.420,1.386,1.396,0.892,0.994,0.370,1.926,1.401
Tekirdağ,2010,12,0.705,0.754,1.454,1.431,1.346,0.993,1.123,0.605,1.651,1.208
Tekirdağ,2011,1,-0.117,-0.260,-0.155,-0.408,1.074,0.778,1.041,0.521,1.512,1.060
Tekirdağ,2011,2,-0.172,-0.230,0.144,0.074,1.022,1.014,1.039,0.663,0.725,0.255
Tekirdağ,2011,3,-0.904,-0.881,-0.743,-0.813,0.755,0.774,0.774,0.465,0.572,0.070
Tekirdağ,2011,4,1.199,1.376,-0.061,0.144,-0.207,-0.319,0.912,0.736,0.889,0.511
Tekirdağ,2011,5,0.453,0.395,0.366,0.583,0.218,0.315,1.069,1.117,1.080,0.782
Tekirdağ,2011,6,1.561,1.586,1.946,1.816,0.588,0.536,1.416,1.490,1.373,1.101
Tekirdağ,2011,7,-0.438,-1.323,1.160,0.715,0.738,0.440,0.201,-0.036,1.201,0.908
Tekirdağ,2011,8,0.382,0.044,0.950,0.430,0.915,0.491,0.573,0.371,1.260,1.157
Tekirdağ,2011,9,1.929,1.784,1.443,1.041,2.253,1.073,1.301,0.766,1.723,1.617
Tekirdağ,2011,10,1.546,1.686,2.032,1.835,2.181,1.912,2.091,1.894,1.412,0.859
Tekirdağ,2011,11,-2.274,-1.356,1.481,1.562,1.677,1.575,1.715,1.580,1.453,1.388
Tekirdağ,2011,12,0.207,0.031,0.441,0.617,1.043,0.959,1.645,1.551,1.151,1.115
Tekirdağ,2012,1,-0.353,-0.355,-1.091,-0.938,0.928,0.984,1.186,1.142,1.081,1.106
Tekirdağ,2012,2,-0.101,0.056,-0.367,-0.346,0.801,0.961,1.018,1.022,1.036,1.115
Tekirdağ,2012,3,-1.304,-1.112,-0.994,-0.817,-0.259,-0.036,0.401,0.430,0.976,1.047
Tekirdağ,2012,4,0.798,0.522,-0.492,-0.435,-1.134,-0.971,0.650,0.747,0.908,0.877
Tekirdağ,2012,5,1.020,0.868,0.339,0.100,-0.242,-0.289,0.839,0.940,1.051,0.974
Tekirdağ,2012,6,-3.023,-2.256,0.277,-0.498,-0.874,-0.986,-0.225,-0.256,0.437,0.261
