name,year,month,SPI1,SPEI1,SPI3,SPEI3,SPI6,SPEI6,SPI9,SPEI9,SPI12,SPEI12
Edirne,1989,7,-0.932,-0.182,0.477,1.127,0.273,0.406,0.083,0.393,-0.459,-0.058
Edirne,1989,8,0.183,0.223,0.159,0.450,0.865,1.030,-0.613,-0.437,-0.261,0.127
Edirne,1989,9,0.070,0.025,-0.571,-0.202,-0.250,0.311,-0.586,-0.361,-0.340,0.076
Edirne,1989,10,0.092,-0.019,-0.289,-0.074,0.013,0.632,-0.062,0.211,-0.163,0.205
Edirne,1989,11,0.215,0.331,-0.250,-0.077,-0.187,0.265,0.368,0.662,-0.694,-0.434
Edirne,1989,12,0.486,0.524,0.122,0.310,-0.338,0.106,-0.158,0.390,-0.465,-0.119
Edirne,1990,1,-2.170,-1.477,-0.645,-0.408,-0.797,-0.451,-0.464,0.239,-0.483,-0.117
Edirne,1990,2,-1.688,-1.566,-1.121,-1.099,-1.147,-0.939,-0.990,-0.493,-0.406,-0.069
Edirne,1990,3,-1.818,-1.941,-3.146,-2.071,-1.530,-1.394,-1.663,-1.320,-1.390,-1.044
Edirne,1990,4,0.626,0.454,-1.483,-1.670,-1.336,-1.312,-1.366,-1.199,-1.034,-0.543
Edirne,1990,5,0.581,0.690,-0.220,-0.453,-1.211,-1.217,-1.231,-1.076,-1.081,-0.635
Edirne,1990,6,-0.139,-0.009,0.391,0.606,-1.888,-1.810,-1.293,-1.086,-1.509,-1.111
Edirne,1990,7,-0.219,-0.136,-0.105,0.274,-1.226,-1.074,-1.318,-1.079,-1.372,-1.026
Edirne,1990,8,-1.075,-0.324,-0.868,-0.249,-0.945,-0.577,-1.566,-1.225,-1.511,-1.116
Edirne,1990,9,0.797,0.966,-0.030,0.231,0.092,0.610,-1.645,-1.213,-1.234,-0.826
Edirne,1990,10,0.903,1.040,0.691,0.953,0.378,0.790,-0.479,-0.183,-0.796,-0.460
Edirne,1990,11,-0.609,-1.118,0.469,0.506,-0.132,0.047,-0.317,-0.120,-0.982,-0.782
Edirne,1990,12,1.115,1.226,0.843,0.778,0.565,0.716,0.639,0.888,-0.691,-0.531
Edirne,1991,1,-1.289,-1.290,-0.332,-0.535,0.152,0.315,0.016,0.331,-0.661,-0.555
Edirne,1991,2,-0.277,-0.261,-0.003,-0.033,0.183,0.258,-0.235,-0.040,-0.377,-0.197
Edirne,1991,3,-0.708,-0.753,-1.376,-1.236,-0.278,-0.308,-0.345,-0.135,-0.245,0.098
Edirne,1991,4,-0.176,-0.071,-1.013,-0.768,-0.858,-0.896,-0.364,-0.139,-0.432,-0.038
Edirne,1991,5,1.289,1.537,0.237,0.569,0.019,0.231,0.208,0.475,-0.179,0.227
Edirne,1991,6,-1.254,-0.948,0.156,0.518,-1.247,-0.744,-0.283,-0.142,-0.364,0.048
Edirne,1991,7,-0.281,-0.167,0.098,0.422,-0.761,-0.327,-0.797,-0.609,-0.369,0.011
Edirne,1991,8,0.437,0.595,-0.801,-0.320,-0.483,0.093,-0.416,-0.100,-0.160,0.180
Edirne,1991,9,-0.241,-0.378,-0.386,-0.211,-0.366,0.220,-1.372,-0.848,-0.508,-0.232
Edirne,1991,10,1.161,1.311,0.759,0.855,0.538,0.792,-0.112,0.295,-0.336,-0.125
Edirne,1991,11,0.703,0.764,0.941,0.933,0.315,0.343,0.315,0.610,0.145,0.378
Edirne,1991,12,-1.012,-0.970,0.585,0.675,0.162,0.387,0.145,0.571,-0.712,-0.285
Edirne,1992,1,-2.170,-1.563,-1.288,-1.177,-0.369,-0.157,-0.325,0.025,-0.834,-0.413
Edirne,1992,2,-0.723,-0.619,-2.203,-1.656,-0.645,-0.537,-0.989,-0.751,-0.845,-0.439
Edirne,1992,3,-0.309,-0.476,-1.603,-1.376,-0.611,-0.505,-0.788,-0.535,-0.754,-0.323
Edirne,1992,4,-0.249,-0.392,-1.088,-0.974,-1.597,-1.343,-0.841,-0.622,-0.771,-0.416
Edirne,1992,5,0.536,0.838,-0.231,-0.063,-1.918,-1.394,-0.790,-0.528,-1.085,-0.714
Edirne,1992,6,1.614,1.731,1.281,1.563,-0.482,-0.054,-0.006,0.308,-0.260,0.229
Edirne,1992,7,-0.132,0.426,1.223,1.655,0.146,0.723,-0.678,-0.142,-0.232,0.322
Edirne,1992,8,-0.350,-0.654,0.848,0.695,0.394,0.818,-1.087,-0.587,-0.352,0.047
Edirne,1992,9,-0.791,-0.453,-0.957,-0.504,0.252,0.826,-0.989,-0.443,-0.443,0.018
Edirne,1992,10,0.428,-0.067,-0.486,-0.731,0.416,0.712,-0.272,0.105,-0.934,-0.554
Edirne,1992,11,0.850,0.941,0.276,0.130,0.620,0.676,0.364,0.608,-0.762,-0.451
Edirne,1992,12,-1.141,-1.119,-0.019,-0.222,-0.638,-0.500,0.071,0.455,-0.867,-0.491
Edirne,1993,1,-1.370,-1.264,-1.025,-0.927,-1.211,-1.295,-0.313,0.062,-0.851,-0.479
Edirne,1993,2,-0.525,-0.344,-1.953,-1.492,-1.173,-1.079,-0.603,-0.366,-0.723,-0.347
Edirne,1993,3,-0.369,-0.341,-1.367,-1.110,-1.033,-0.958,-1.382,-1.094,-0.733,-0.263
Edirne,1993,4,-1.179,-0.999,-1.469,-1.059,-1.621,-1.261,-1.711,-1.496,-0.888,-0.420
Edirne,1993,5,1.615,1.692,0.346,0.493,-1.300,-0.964,-0.923,-0.718,-0.460,-0.102
Edirne,1993,6,1.216,1.322,1.446,1.574,-0.214,0.157,-0.260,-0.086,-0.687,-0.282
Edirne,1993,7,-0.858,-0.253,1.448,1.624,0.159,0.634,-0.534,-0.091,-0.786,-0.457
Edirne,1993,8,0.588,0.609,0.619,0.595,0.620,1.006,-0.805,-0.313,-0.586,-0.202
Edirne,1993,9,-1.039,-0.785,-0.783,-0.422,0.484,0.886,-0.681,-0.172,-0.625,-0.285
Edirne,1993,10,0.079,-0.492,-0.478,-0.555,0.582,0.771,-0.257,0.125,-0.801,-0.435
Edirne,1993,11,0.413,0.670,-0.418,-0.457,0.001,0.180,0.102,0.443,-0.933,-0.516
Edirne,1993,12,-0.075,-0.458,-0.141,-0.289,-0.673,-0.494,0.146,0.467,-0.708,-0.306
Edirne,1994,1,-0.787,-1.123,-0.651,-0.644,-0.927,-0.971,0.021,0.260,-0.651,-0.318
Edirne,1994,2,-1.234,-1.058,-1.221,-1.338,-1.344,-1.380,-0.876,-0.703,-0.692,-0.428
Edirne,1994,3,-0.625,-0.844,-1.576,-1.473,-1.246,-1.296,-1.508,-1.352,-0.744,-0.499
Edirne,1994,4,-0.005,-0.384,-1.369,-1.365,-1.284,-1.275,-1.430,-1.420,-0.544,-0.375
Edirne,1994,5,0.071,-0.156,-0.608,-0.910,-1.563,-1.629,-1.617,-1.680,-1.151,-1.044
Edirne,1994,6,0.389,0.470,-0.017,-0.082,-1.520,-1.522,-1.271,-1.316,-1.572,-1.486
Edirne,1994,7,0.182,0.049,0.063,0.140,-1.016,-0.957,-1.180,-1.113,-1.347,-1.291
Edirne,1994,8,-0.532,-0.794,-0.104,-0.106,-0.722,-0.770,-1.473,-1.470,-1.536,-1.525
Edirne,1994,9,-2.211,-2.266,-0.954,-1.363,-0.889,-1.250,-1.903,-1.941,-1.605,-1.753
Edirne,1994,10,1.176,1.300,0.331,-0.278,0.186,-0.154,-0.633,-0.960,-0.924,-1.147
Edirne,1994,11,0.120,0.293,0.413,0.097,0.169,-0.137,-0.231,-0.520,-0.954,-1.188
Edirne,1994,12,0.806,0.944,1.141,1.285,0.455,0.238,0.346,0.164,-0.604,-0.826
Edirne,1995,1,1.456,1.662,1.507,1.581,1.246,1.080,1.033,0.945,0.423,0.303
Edirne,1995,2,-0.300,-0.726,1.159,1.197,1.102,0.964,0.877,0.711,0.554,0.364
Edirne,1995,3,0.890,0.927,1.126,1.139,1.541,1.486,1.013,0.843,0.935,0.785
Edirne,1995,4,0.154,0.206,0.265,0.159,1.205,1.300,1.089,0.906,0.966,0.871
Edirne,1995,5,-1.560,-1.062,-0.081,-0.078,0.983,1.044,0.955,0.857,0.749,0.660
Edirne,1995,6,-0.041,-0.549,-1.078,-1.070,0.615,0.396,1.170,1.149,0.671,0.491
Edirne,1995,7,1.174,1.245,-0.187,-0.253,-0.016,-0.159,0.979,1.026,0.912,0.729
Edirne,1995,8,0.870,1.053,0.828,0.540,0.482,0.609,1.167,1.242,1.114,1.040
Edirne,1995,9,0.347,0.275,0.893,1.083,0.045,0.301,0.937,0.999,1.340,1.386
Edirne,1995,10,-0.324,-0.421,-0.048,0.259,-0.238,-0.022,-0.152,-0.010,0.750,0.923
Edirne,1995,11,0.753,1.050,0.109,0.365,0.491,0.659,0.315,0.588,0.931,1.111
Edirne,1995,12,0.087,-0.150,0.020,0.227,0.498,0.851,-0.042,0.329,0.707,0.895
Edirne,1996,1,-0.704,-0.837,-0.177,0.071,-0.288,0.132,-0.391,-0.093,-0.308,-0.065
Edirne,1996,2,1.495,1.641,0.403,0.520,0.267,0.566,0.530,0.778,0.401,0.738
Edirne,1996,3,0.272,0.654,0.497,0.772,0.288,0.680,0.593,1.027,0.196,0.688
Edirne,1996,4,0.966,1.171,1.478,1.757,0.804,1.193,0.564,1.029,0.391,0.862
Edirne,1996,5,-0.430,-1.114,0.251,0.235,0.401,0.519,0.294,0.602,0.543,0.828
Edirne,1996,6,-2.436,-1.326,-0.655,-0.982,0.031,0.142,-0.051,0.182,0.327,0.741
Edirne,1996,7,-1.834,-1.066,-2.449,-2.074,0.135,0.176,-0.072,0.091,-0.181,0.176
Edirne,1996,8,0.742,0.844,-1.290,-0.725,-0.730,-0.533,-0.210,-0.114,-0.204,0.090
Edirne,1996,9,0.950,1.172,0.375,0.548,-0.280,-0.153,0.133,0.403,0.033,0.400
Edirne,1996,10,-1.080,-1.009,0.133,0.480,-1.125,-0.977,0.080,0.379,-0.100,0.227
Edirne,1996,11,1.250,1.341,0.749,0.913,-0.027,0.041,0.025,0.204,0.177,0.355
Edirne,1996,12,0.666,0.596,0.643,0.638,0.622,0.792,0.246,0.305,0.430,0.654
Edirne,1997,1,-0.711,-0.972,0.733,0.715,0.520,0.736,-0.369,-0.456,0.414,0.643
Edirne,1997,2,-0.618,-0.681,-0.367,-0.501,0.132,0.248,-0.402,-0.330,-0.322,-0.180
Edirne,1997,3,0.249,0.331,-0.766,-0.831,-0.144,-0.119,-0.036,0.182,-0.327,-0.228
Edirne,1997,4,0.673,1.160,-0.102,0.278,0.425,0.560,0.325,0.667,-0.412,-0.252
Edirne,1997,5,-0.307,-0.723,0.106,0.241,-0.382,-0.358,0.097,0.318,-0.392,-0.179
Edirne,1997,6,-0.248,-0.509,-0.238,-0.206,-1.043,-0.830,-0.327,-0.309,-0.202,0.069
Edirne,1997,7,0.320,0.338,-0.504,-0.655,-0.518,-0.345,0.102,0.150,0.057,0.337
Edirne,1997,8,1.720,1.957,0.798,0.670,0.592,0.955,0.024,0.274,0.361,0.698
Edirne,1997,9,-1.098,-0.242,0.536,1.044,0.156,0.763,-0.587,-0.079,-0.116,0.269
Edirne,1997,10,0.659,0.787,0.733,1.236,0.217,0.582,0.033,0.602,0.383,0.751
Edirne,1997,11,0.413,0.369,0.086,0.346,0.456,0.788,0.375,0.826,-0.013,0.336
Edirne,1997,12,1.199,1.416,1.164,1.277,1.148,1.474,0.947,1.293,0.273,0.720
Edirne,1998,1,-0.427,-0.725,0.643,0.679,0.851,1.216,0.473,0.779,0.322,0.799
Edirne,1998,2,0.758,0.759,0.738,0.758,0.541,0.736,0.747,1.015,0.681,1.055
Edirne,1998,3,0.847,1.129,0.381,0.401,0.999,1.102,1.008,1.312,0.863,1.220
Edirne,1998,4,-0.684,-1.092,0.588,0.580,0.744,0.710,0.914,1.173,0.620,0.885
Edirne,1998,5,2.453,2.450,1.894,2.048,1.728,1.775,1.422,1.514,1.511,1.636
Edirne,1998,6,-0.854,-0.877,1.338,1.172,1.050,0.778,1.494,1.495,1.483,1.617
Edirne,1998,7,0.777,0.649,1.771,1.625,1.624,1.556,1.498,1.436,1.556,1.636
Edirne,1998,8,1.610,1.336,0.763,0.336,2.011,1.688,1.781,1.711,1.496,1.504
Edirne,1998,9,1.781,1.921,2.060,2.107,2.760,2.107,2.146,2.007,2.296,2.058
Edirne,1998,10,1.117,1.242,2.310,2.089,2.659,2.240,2.786,2.294,2.547,2.246
Edirne,1998,11,1.474,1.662,2.499,2.393,2.318,2.275,2.950,2.478,2.729,2.495
Edirne,1998,12,0.691,0.885,1.827,1.910,2.680,2.333,3.131,2.398,2.756,2.315
Edirne,1999,1,0.280,0.193,1.411,1.514,2.597,2.210,2.901,2.404,2.982,2.403
Edirne,1999,2,0.668,0.807,0.640,0.821,2.166,2.069,2.172,2.041,2.750,2.315
Edirne,1999,3,0.741,0.759,0.600,0.632,1.652,1.650,2.350,2.046,2.716,2.154
Edirne,1999,4,-0.570,-0.844,0.471,0.449,1.238,1.365,2.325,2.024,2.734,2.225
Edirne,1999,5,0.886,0.876,0.606,0.510,0.832,0.955,2.299,2.103,2.280,2.007
Edirne,1999,6,0.049,-0.291,0.114,-0.099,0.546,0.408,1.662,1.648,2.483,2.058
Edirne,1999,7,1.913,1.833,1.585,1.367,1.400,1.266,1.817,1.746,2.755,2.231
Edirne,1999,8,1.327,1.193,1.610,0.897,1.689,1.367,1.493,1.487,2.633,2.292
Edirne,1999,9,-0.697,-0.754,1.257,1.160,1.142,0.913,1.145,1.060,1.950,1.793
Edirne,1999,10,-1.119,-1.291,-0.527,-0.625,0.658,0.517,0.770,0.632,1.345,1.300
Edirne,1999,11,-0.216,-0.260,-1.638,-1.446,0.174,-0.070,0.392,0.242,0.617,0.584
Edirne,1999,12,0.060,-0.241,-1.020,-1.139,0.143,0.047,0.108,-0.021,0.399,0.319
Edirne,2000,1,-0.416,-0.534,-0.855,-0.821,-1.112,-1.145,-0.012,-0.083,0.143,0.096
Edirne,2000,2,-0.456,-0.583,-0.665,-0.749,-1.683,-1.624,-0.419,-0.569,-0.168,-0.287
Edirne,2000,3,-0.193,-0.192,-0.806,-0.825,-1.454,-1.349,-0.455,-0.456,-0.460,-0.523
Edirne,2000,4,0.573,0.012,-0.376,-0.604,-0.866,-0.966,-1.104,-1.169,-0.218,-0.344
Edirne,2000,5,0.250,0.194,0.072,-0.164,-0.651,-0.796,-1.504,-1.519,-0.424,-0.582
Edirne,2000,6,-0.715,-0.570,-0.162,-0.343,-1.027,-0.919,-1.534,-1.470,-0.604,-0.670
Edirne,2000,7,-1.722,-1.565,-1.140,-1.130,-1.135,-1.286,-1.392,-1.430,-1.555,-1.621
Edirne,2000,8,0.491,0.291,-1.016,-0.850,-0.760,-0.932,-1.115,-1.242,-1.811,-1.773
Edirne,2000,9,0.541,0.571,-0.137,-0.470,-0.416,-0.609,-1.042,-1.118,-1.495,-1.482
Edirne,2000,10,-0.005,-0.139,0.095,0.203,-0.633,-0.588,-0.900,-0.930,-1.246,-1.194
Edirne,2000,11,0.159,-0.088,-0.065,-0.084,-0.660,-0.779,-0.603,-0.742,-0.986,-1.080
Edirne,2000,12,-1.004,-1.252,-0.901,-1.049,-0.933,-1.093,-1.014,-1.199,-1.451,-1.497
Edirne,2001,1,-0.068,-0.360,-1.014,-1.331,-0.772,-0.851,-1.207,-1.386,-1.380,-1.660
Edirne,2001,2,-0.593,-0.799,-1.131,-1.313,-1.009,-1.102,-1.402,-1.475,-1.282,-1.540
Edirne,2001,3,-0.543,-1.285,-0.800,-1.212,-1.366,-1.586,-1.310,-1.643,-1.367,-1.859
Edirne,2001,4,0.476,0.544,-0.707,-0.986,-1.178,-1.424,-1.006,-1.146,-1.400,-1.676
Edirne,2001,5,-0.711,-0.541,-0.707,-0.885,-1.558,-1.600,-1.365,-1.435,-1.684,-1.779
Edirne,2001,6,-0.715,-0.541,-0.868,-0.520,-1.484,-1.532,-1.804,-1.733,-1.755,-1.993
Edirne,2001,7,0.179,-0.717,-1.109,-1.132,-1.396,-1.526,-1.675,-1.820,-1.449,-1.602
Edirne,2001,8,-0.563,-1.095,-0.821,-1.015,-1.348,-1.582,-1.852,-1.911,-1.616,-1.779
Edirne,2001,9,0.903,0.806,0.329,-0.472,-0.465,-0.738,-1.073,-1.469,-1.456,-1.711
Edirne,2001,10,-1.302,-1.368,-0.466,-0.896,-1.074,-1.336,-1.493,-1.742,-1.803,-1.936
Edirne,2001,11,0.169,0.271,-0.221,-0.345,-0.704,-1.030,-1.076,-1.334,-1.633,-1.735
Edirne,2001,12,0.797,1.031,-0.112,-0.027,-0.008,-0.329,-0.479,-0.581,-0.993,-1.265
Edirne,2002,1,-0.647,-0.791,-0.015,0.297,-0.425,-0.492,-0.888,-1.094,-1.247,-1.585
Edirne,2002,2,-0.847,-1.247,-0.294,-0.321,-0.516,-0.543,-0.877,-1.140,-1.178,-1.519
Edirne,2002,3,1.189,1.204,-0.139,-0.431,-0.309,-0.312,-0.196,-0.504,-0.556,-0.756
Edirne,2002,4,-0.560,-0.282,0.030,-0.059,-0.046,0.044,-0.366,-0.426,-0.785,-0.969
Edirne,2002,5,-1.257,-0.996,-0.019,-0.020,-0.399,-0.372,-0.564,-0.512,-0.883,-1.078
Edirne,2002,6,-0.276,-0.511,-1.668,-1.260,-1.207,-1.168,-1.036,-0.974,-0.837,-1.147
Edirne,2002,7,0.356,-0.303,-0.978,-1.179,-0.689,-0.954,-0.536,-0.587,-0.779,-0.973
Edirne,2002,8,-0.324,-0.128,-0.372,-0.468,-0.439,-0.481,-0.622,-0.695,-0.726,-0.776
Edirne,2002,9,1.628,1.742,1.184,1.088,0.114,0.181,-0.160,-0.273,-0.276,-0.259
Edirne,2002,10,0.678,0.654,1.318,1.377,0.552,0.464,0.421,0.319,0.260,0.291
Edirne,2002,11,1.037,1.131,1.810,1.794,1.256,1.115,1.065,0.990,0.606,0.581
Edirne,2002,12,-0.130,-0.245,0.732,0.803,1.232,1.198,0.560,0.634,0.268,0.258
Edirne,2003,1,1.177,1.295,1.248,1.266,1.704,1.641,1.114,1.076,0.999,0.957
Edirne,2003,2,-0.006,0.192,0.536,0.687,1.558,1.586,1.222,1.196,1.094,1.140
Edirne,2003,3,-1.195,-0.739,0.323,0.469,0.639,0.828,1.039,1.134,0.530,0.751
Edirne,2003,4,0.394,0.798,-0.667,-0.031,0.561,0.885,1.131,1.356,0.700,0.924
Edirne,2003,5,0.925,0.475,0.047,0.163,0.413,0.639,1.465,1.546,1.137,1.180
Edirne,2003,6,-1.638,-1.577,0.047,-0.313,0.209,0.209,0.581,0.634,1.033,1.057
Edirne,2003,7,0.679,0.512,0.205,-0.414,-0.444,-0.413,0.530,0.567,1.088,1.145
Edirne,2003,8,-0.287,-0.778,-0.596,-0.837,-0.531,-0.683,0.023,-0.073,1.075,1.056
Edirne,2003,9,0.116,0.203,0.037,-0.170,-0.113,-0.327,0.079,0.037,0.431,0.454
Edirne,2003,10,1.083,1.256,0.601,0.582,0.471,0.133,-0.019,0.025,0.670,0.681
Edirne,2003,11,-1.788,-1.632,-0.074,0.030,-0.474,-0.698,-0.465,-0.503,-0.094,-0.095
Edirne,2003,12,-0.186,-0.355,-0.205,-0.187,-0.274,-0.247,-0.314,-0.400,-0.132,-0.079
Edirne,2004,1,0.243,0.194,-1.219,-1.147,-0.473,-0.399,-0.355,-0.630,-0.721,-0.666
Edirne,2004,2,-1.393,-1.224,-0.665,-0.657,-0.696,-0.534,-0.957,-1.044,-0.911,-0.932
Edirne,2004,3,-0.268,-0.535,-0.663,-0.812,-0.755,-0.704,-0.716,-0.687,-0.732,-0.853
Edirne,2004,4,-1.514,-1.267,-1.992,-1.712,-2.035,-1.699,-1.264,-1.182,-1.084,-1.370
Edirne,2004,5,0.442,0.572,-0.746,-0.730,-1.184,-1.057,-1.091,-0.865,-1.286,-1.291
Edirne,2004,6,1.397,1.486,0.612,0.847,-0.366,-0.125,-0.499,-0.331,-0.524,-0.336
Edirne,2004,7,0.363,0.411,1.170,1.369,-0.341,-0.112,-1.024,-0.763,-0.607,-0.368
Edirne,2004,8,0.287,0.380,1.025,0.777,0.223,0.533,-0.435,-0.187,-0.491,-0.149
Edirne,2004,9,-1.728,-1.059,-0.417,-0.319,-0.017,0.379,-0.646,-0.399,-0.713,-0.444
Edirne,2004,10,-1.261,-1.552,-1.683,-1.431,-0.113,0.071,-1.205,-0.949,-1.683,-1.329
Edirne,2004,11,-0.763,-0.995,-2.478,-2.020,-0.655,-0.620,-1.053,-0.870,-1.350,-1.130
Edirne,2004,12,0.853,0.922,-0.559,-0.846,-0.842,-0.838,-0.497,-0.305,-0.932,-0.796
Edirne,2005,1,0.628,0.597,0.381,0.388,-0.626,-0.775,0.058,0.185,-0.771,-0.735
Edirne,2005,2,1.806,1.873,1.551,1.599,0.371,0.289,0.717,0.758,0.350,0.485
Edirne,2005,3,-0.424,-0.563,1.073,1.185,0.468,0.410,0.162,0.213,0.320,0.515
Edirne,2005,4,-1.289,-1.233,0.731,0.774,0.651,0.625,-0.123,-0.172,0.342,0.506
Edirne,2005,5,0.329,0.145,-0.872,-0.998,1.074,1.086,-0.093,-0.238,0.318,0.362
Edirne,2005,6,-0.806,-0.355,-1.194,-0.924,0.501,0.488,-0.044,-0.094,-0.306,-0.192
Edirne,2005,7,1.933,2.001,0.999,1.143,1.149,1.293,0.996,1.092,0.264,0.355
Edirne,2005,8,1.036,0.864,1.237,0.868,0.366,0.499,1.466,1.555,0.433,0.443
Edirne,2005,9,0.687,0.634,1.596,1.648,0.861,0.940,1.375,1.451,0.778,0.794
Edirne,2005,10,0.404,0.317,0.737,0.740,1.023,1.113,1.257,1.315,1.143,1.202
Edirne,2005,11,0.684,0.821,0.683,0.748,1.153,1.282,0.623,0.744,1.447,1.523
Edirne,2005,12,0.583,0.573,0.697,0.802,1.519,1.516,1.012,1.116,1.448,1.480
Edirne,2006,1,0.151,0.127,0.597,0.775,0.821,0.942,1.075,1.246,1.274,1.404
Edirne,2006,2,0.359,0.473,0.353,0.478,0.604,0.773,1.021,1.201,0.616,0.839
Edirne,2006,3,1.564,1.639,0.861,0.989,1.030,1.134,1.587,1.559,1.223,1.320
Edirne,2006,4,-0.887,-1.138,0.879,0.842,0.888,0.944,1.033,1.061,1.265,1.344
Edirne,2006,5,-0.270,-0.352,0.624,0.455,0.579,0.606,0.791,0.878,1.166,1.266
Edirne,2006,6,1.268,1.286,0.212,0.121,0.890,0.712,1.048,1.135,1.677,1.602
Edirne,2006,7,1.102,1.322,1.133,1.270,1.354,1.430,1.274,1.395,1.366,1.406
Edirne,2006,8,0.827,0.265,1.489,0.924,1.590,1.372,1.217,1.268,1.296,1.325
Edirne,2006,9,1.243,1.343,1.436,1.467,1.399,1.258,1.537,1.553,1.542,1.537
Edirne,2006,10,0.380,0.161,1.062,0.916,1.339,1.293,1.634,1.502,1.561,1.540
Edirne,2006,11,-0.838,-0.877,0.316,0.346,1.079,1.089,1.196,1.146,1.067,1.124
Edirne,2006,12,-0.629,-0.817,-1.009,-1.001,0.319,0.404,0.320,0.408,0.760,0.860
Edirne,2007,1,0.746,0.684,-0.634,-0.660,0.280,0.209,0.714,0.793,1.013,1.047
Edirne,2007,2,-0.140,-0.281,-0.097,-0.228,0.005,0.006,0.684,0.692,0.832,0.841
Edirne,2007,3,-0.033,-0.201,0.209,-0.025,-0.589,-0.658,0.271,0.306,0.274,0.324
Edirne,2007,4,-1.331,-0.897,-0.988,-0.897,-1.071,-1.035,-0.243,-0.289,0.224,0.354
Edirne,2007,5,1.725,1.580,0.582,0.499,0.159,0.025,0.222,0.225,0.830,0.841
Edirne,2007,6,-1.308,-1.614,0.190,-0.271,0.171,-0.142,-0.562,-0.842,0.277,0.177
Edirne,2007,7,-1.722,-1.746,0.228,-0.707,-0.641,-1.205,-0.907,-1.297,-0.202,-0.634
Edirne,2007,8,-0.587,-1.066,-2.255,-2.220,-0.747,-1.407,-0.657,-1.233,-0.444,-0.898
Edirne,2007,9,0.615,0.744,-0.510,-0.977,-0.427,-1.017,-0.224,-0.818,-0.805,-1.185
Edirne,2007,10,0.102,-0.189,-0.117,-0.241,-0.037,-0.649,-0.682,-1.136,-0.954,-1.280
Edirne,2007,11,1.476,1.671,1.102,1.262,0.084,-0.432,0.304,-0.084,0.080,-0.313
Edirne,2007,12,0.512,0.590,1.088,1.251,0.565,0.450,0.546,0.277,0.472,0.168
Edirne,2008,1,-0.413,-0.551,0.944,1.166,0.541,0.694,0.490,0.213,-0.011,-0.286
Edirne,2008,2,-2.214,-1.461,-0.662,-0.584,0.230,0.490,-0.494,-0.776,-0.244,-0.498
Edirne,2008,3,-0.365,-0.936,-1.365,-1.391,-0.053,0.006,-0.341,-0.488,-0.322,-0.630
Edirne,2008,4,0.083,-0.238,-1.358,-1.515,0.023,-0.015,-0.142,-0.148,-0.099,-0.492
Edirne,2008,5,-0.387,-0.364,-0.696,-1.003,-1.150,-1.167,-0.165,-0.036,-0.823,-1.157
Edirne,2008,6,0.357,0.050,-0.276,-0.452,-1.566,-1.734,-0.251,-0.298,-0.532,-0.753
Edirne,2008,7,0.360,0.129,-0.119,-0.213,-1.160,-1.297,-0.116,-0.158,-0.252,-0.285
Edirne,2008,8,-0.670,-1.196,-0.058,-0.395,-0.752,-1.140,-1.108,-1.275,-0.247,-0.327
Edirne,2008,9,1.046,1.177,0.529,0.227,0.124,-0.079,-0.973,-1.180,-0.057,-0.153
Edirne,2008,10,-0.562,-0.853,-0.093,-0.275,-0.231,-0.371,-1.056,-1.230,-0.250,-0.364
Edirne,2008,11,-0.712,-0.968,-0.408,-0.409,-0.434,-0.687,-0.830,-1.072,-1.169,-1.245
Edirne,2008,12,-0.547,-0.893,-1.658,-1.630,-0.899,-1.053,-1.045,-1.217,-1.776,-1.849
Edirne,2009,1,0.596,0.636,-0.705,-0.808,-0.703,-0.878,-0.700,-0.912,-1.340,-1.689
Edirne,2009,2,0.889,0.956,0.338,0.323,-0.097,-0.072,-0.198,-0.418,-0.530,-0.838
Edirne,2009,3,0.190,0.145,0.665,0.692,-0.469,-0.511,-0.218,-0.308,-0.379,-0.524
Edirne,2009,4,-1.405,-1.067,0.045,0.094,-0.498,-0.563,-0.569,-0.627,-0.622,-0.733
Edirne,2009,5,-0.212,-0.514,-0.847,-0.931,-0.256,-0.373,-0.553,-0.552,-0.592,-0.779
Edirne,2009,6,-0.383,-0.633,-1.501,-1.433,-0.142,-0.158,-1.151,-1.231,-0.815,-1.019
Edirne,2009,7,1.640,1.465,0.581,0.212,0.341,0.125,-0.224,-0.423,-0.334,-0.534
Edirne,2009,8,-0.083,-0.262,0.673,0.224,-0.192,-0.395,0.049,-0.178,-0.250,-0.367
Edirne,2009,9,1.082,1.197,1.347,1.269,0.401,0.254,0.713,0.618,-0.244,-0.372
Edirne,2009,10,1.439,1.652,1.572,1.520,1.452,1.229,1.308,1.134,0.686,0.546
Edirne,2009,11,-0.032,-0.144,1.446,1.475,1.400,1.254,0.884,0.747,0.806,0.692
Edirne,2009,12,1.107,1.195,1.533,1.505,1.955,1.724,1.408,1.186,1.472,1.304
Edirne,2010,1,0.791,0.901,1.061,1.074,1.770,1.623,1.694,1.484,1.575,1.408
Edirne,2010,2,2.282,2.179,2.063,1.991,2.498,2.176,2.444,2.111,2.082,1.785
Edirne,2010,3,0.733,0.871,1.823,2.027,2.368,2.069,2.552,2.090,2.209,1.811
Edirne,2010,4,-0.308,-0.445,2.012,1.933,1.916,1.890,2.351,1.997,2.323,1.901
Edirne,2010,5,-1.628,-1.377,-0.487,-0.650,1.809,1.778,2.261,1.973,2.211,1.848
Edirne,2010,6,0.575,0.418,-0.845,-0.981,1.605,1.084,2.156,1.940,2.468,1.973
Edirne,2010,7,1.471,1.486,0.484,0.341,1.873,1.740,1.927,1.771,2.374,1.976
