year,month,pr_mm,tas_c,model,name,ssp
2050,4,83.194,14.619,ACCESS-CM2,Edirne,ssp245
2050,5,42.927,21.852,ACCESS-CM2,Edirne,ssp245
2050,6,2.868,26.837,ACCESS-CM2,Edirne,ssp245
2050,7,21.447,27.926,ACCESS-CM2,Edirne,ssp245
2050,8,9.065,29.369,ACCESS-CM2,Edirne,ssp245
2050,9,18.629,24.742,ACCESS-CM2,Edirne,ssp245
2050,10,69.647,18.31,ACCESS-CM2,Edirne,ssp245
2050,11,12.125,13.057,ACCESS-CM2,Edirne,ssp245
2050,12,127.379,8.967,ACCESS-CM2,Edirne,ssp245
2051,1,123.838,5.406,ACCESS-CM2,Edirne,ssp245
2051,2,37.099,11.886,ACCESS-CM2,Edirne,ssp245
2051,3,85.532,13.139,ACCESS-CM2,Edirne,ssp245
2051,4,23.681,15.783,ACCESS-CM2,Edirne,ssp245
2051,5,83.044,21.422,ACCESS-CM2,Edirne,ssp245
2051,6,6.952,26.994,ACCESS-CM2,Edirne,ssp245
2051,7,44.543,27.517,ACCESS-CM2,Edirne,ssp245
2051,8,28.571,26.166,ACCESS-CM2,Edirne,ssp245
2051,9,62.05,21.914,ACCESS-CM2,Edirne,ssp245
2051,10,1.757,16.57,ACCESS-CM2,Edirne,ssp245
2051,11,26.081,10.607,ACCESS-CM2,Edirne,ssp245
2051,12,123.504,6.098,ACCESS-CM2,Edirne,ssp245
2052,1,58.117,5.372,ACCESS-CM2,Edirne,ssp245
2052,2,38.814,4.238,ACCESS-CM2,Edirne,ssp245
2052,3,8.165,10.721,ACCESS-CM2,Edirne,ssp245
2052,4,43.686,16.751,ACCESS-CM2,Edirne,ssp245
2052,5,12.419,20.467,ACCESS-CM2,Edirne,ssp245
2052,6,26.875,26.517,ACCESS-CM2,Edirne,ssp245
2052,7,13.498,28.473,ACCESS-CM2,Edirne,ssp245
2052,8,7.221,27.307,ACCESS-CM2,Edirne,ssp245
2052,9,12.503,24.379,ACCESS-CM2,Edirne,ssp245
2052,10,19.15,14.227,ACCESS-CM2,Edirne,ssp245
2052,11,3.874,12.809,ACCESS-CM2,Edirne,ssp245
2052,12,53.051,7.377,ACCESS-CM2,Edirne,ssp245
2053,1,153.794,7.055,ACCESS-CM2,Edirne,ssp245
2053,2,179.159,12.178,ACCESS-CM2,Edirne,ssp245
2053,3,22.399,15.33,ACCESS-CM2,Edirne,ssp245
2053,4,107.697,11.76,ACCESS-CM2,Edirne,ssp245
2053,5,69.327,18.802,ACCESS-CM2,Edirne,ssp245
2053,6,89.717,25.705,ACCESS-CM2,Edirne,ssp245
2053,7,7.851,28.573,ACCESS-CM2,Edirne,ssp245
2053,8,5.079,26.161,ACCESS-CM2,Edirne,ssp245
2053,9,0.586,23.541,ACCESS-CM2,Edirne,ssp245
2053,10,51.144,18.867,ACCESS-CM2,Edirne,ssp245
2053,11,20.268,11.941,ACCESS-CM2,Edirne,ssp245
2053,12,4.298,8.657,ACCESS-CM2,Edirne,ssp245
2054,1,136.984,7.195,ACCESS-CM2,Edirne,ssp245
2054,2,68.968,5.766,ACCESS-CM2,Edirne,ssp245
2054,3,120.433,10.143,ACCESS-CM2,Edirne,ssp245
2054,4,35.111,15.451,ACCESS-CM2,Edirne,ssp245
2054,5,9.493,21.726,ACCESS-CM2,Edirne,ssp245
2054,6,22.736,26.645,ACCESS-CM2,Edirne,ssp245
2054,7,25.597,28.055,ACCESS-CM2,Edirne,ssp245
2054,8,5.791,28.753,ACCESS-CM2,Edirne,ssp245
2054,9,2.562,23.245,ACCESS-CM2,Edirne,ssp245
2054,10,74.157,17.15,ACCESS-CM2,Edirne,ssp245
2054,11,257.191,12.687,ACCESS-CM2,Edirne,ssp245
2054,12,99.778,7.616,ACCESS-CM2,Edirne,ssp245
2055,1,99.872,4.568,ACCESS-CM2,Edirne,ssp245
2055,2,28.875,2.452,ACCESS-CM2,Edirne,ssp245
2055,3,23.635,11.74,ACCESS-CM2,Edirne,ssp245
2055,4,30.879,17.588,ACCESS-CM2,Edirne,ssp245
2055,5,55.367,24.723,ACCESS-CM2,Edirne,ssp245
2055,6,21.046,26.185,ACCESS-CM2,Edirne,ssp245
2055,7,69.474,28.352,ACCESS-CM2,Edirne,ssp245
2055,8,23.305,29.254,ACCESS-CM2,Edirne,ssp245
2055,9,42.116,23.18,ACCESS-CM2,Edirne,ssp245
2055,10,30.355,15.408,ACCESS-CM2,Edirne,ssp245
2055,11,26.579,12.681,ACCESS-CM2,Edirne,ssp245
2055,12,37.307,8.643,ACCESS-CM2,Edirne,ssp245
2056,1,9.801,7.163,ACCESS-CM2,Edirne,ssp245
2056,2,3.982,13.125,ACCESS-CM2,Edirne,ssp245
2056,3,78.834,12.024,ACCESS-CM2,Edirne,ssp245
2056,4,71.548,16.848,ACCESS-CM2,Edirne,ssp245
2056,5,39.066,20.273,ACCESS-CM2,Edirne,ssp245
2056,6,17.988,27.083,ACCESS-CM2,Edirne,ssp245
2056,7,13.411,32.101,ACCESS-CM2,Edirne,ssp245
2056,8,5.516,29.903,ACCESS-CM2,Edirne,ssp245
2056,9,45.29,24.236,ACCESS-CM2,Edirne,ssp245
2056,10,5.367,23.007,ACCESS-CM2,Edirne,ssp245
2056,11,87.784,13.828,ACCESS-CM2,Edirne,ssp245
2056,12,66.721,7.527,ACCESS-CM2,Edirne,ssp245
2057,1,70.267,4.44,ACCESS-CM2,Edirne,ssp245
2057,2,19.169,7.354,ACCESS-CM2,Edirne,ssp245
2057,3,13.205,11.599,ACCESS-CM2,Edirne,ssp245
2057,4,48.265,15.618,ACCESS-CM2,Edirne,ssp245
2057,5,3.716,26.763,ACCESS-CM2,Edirne,ssp245
2057,6,21.879,28.221,ACCESS-CM2,Edirne,ssp245
2057,7,9.249,30.347,ACCESS-CM2,Edirne,ssp245
2057,8,5.814,29.928,ACCESS-CM2,Edirne,ssp245
2057,9,19.299,23.822,ACCESS-CM2,Edirne,ssp245
2057,10,91.307,16.155,ACCESS-CM2,Edirne,ssp245
2057,11,70.729,12.262,ACCESS-CM2,Edirne,ssp245
2057,12,54.394,6.709,ACCESS-CM2,Edirne,ssp245
2058,1,96.388,4.449,ACCESS-CM2,Edirne,ssp245
2058,2,179.131,5.407,ACCESS-CM2,Edirne,ssp245
2058,3,77.081,11.014,ACCESS-CM2,Edirne,ssp245
2058,4,110.884,14.712,ACCESS-CM2,Edirne,ssp245
2058,5,12.058,24.228,ACCESS-CM2,Edirne,ssp245
2058,6,17.843,28.109,ACCESS-CM2,Edirne,ssp245
2058,7,34.599,29.174,ACCESS-CM2,Edirne,ssp245
2058,8,11.457,29.308,ACCESS-CM2,Edirne,ssp245
2058,9,48.778,24.644,ACCESS-CM2,Edirne,ssp245
2058,10,48.977,16.296,ACCESS-CM2,Edirne,ssp245
2058,11,9.462,12.422,ACCESS-CM2,Edirne,ssp245
2058,12,111.559,8.784,ACCESS-CM2,Edirne,ssp245
2059,1,41.293,7.051,ACCESS-CM2,Edirne,ssp245
2059,2,67.483,6.512,ACCESS-CM2,Edirne,ssp245
2059,3,48.745,12.146,ACCESS-CM2,Edirne,ssp245
2059,4,49.686,16.892,ACCESS-CM2,Edirne,ssp245
2059,5,41.353,22.665,ACCESS-CM2,Edirne,ssp245
2059,6,40.656,25.107,ACCESS-CM2,Edirne,ssp245
2059,7,13.057,29.549,ACCESS-CM2,Edirne,ssp245
2059,8,30.2,27.746,ACCESS-CM2,Edirne,ssp245
2059,9,0.345,24.263,ACCESS-CM2,Edirne,ssp245
2059,10,127.528,18.728,ACCESS-CM2,Edirne,ssp245
2059,11,109.504,12.049,ACCESS-CM2,Edirne,ssp245
2059,12,34.74,6.999,ACCESS-CM2,Edirne,ssp245
2060,1,2.97,3.69,ACCESS-CM2,Edirne,ssp245
2060,2,177.861,5.856,ACCESS-CM2,Edirne,ssp245
2060,3,4.739,11.847,ACCESS-CM2,Edirne,ssp245
2060,4,44.155,17.012,ACCESS-CM2,Edirne,ssp245
2060,5,37.111,22.447,ACCESS-CM2,Edirne,ssp245
2060,6,23.718,27.083,ACCESS-CM2,Edirne,ssp245
2060,7,0.12,28.104,ACCESS-CM2,Edirne,ssp245
2060,8,4.36,30.197,ACCESS-CM2,Edirne,ssp245
2060,9,14.36,25.524,ACCESS-CM2,Edirne,ssp245
2060,10,140.589,16.234,ACCESS-CM2,Edirne,ssp245
2060,11,33.72,9.708,ACCESS-CM2,Edirne,ssp245
2060,12,116.478,7.507,ACCESS-CM2,Edirne,ssp245
2061,1,19.212,4.469,ACCESS-CM2,Edirne,ssp245
2061,2,226.959,8.461,ACCESS-CM2,Edirne,ssp245
2061,3,38.906,9.143,ACCESS-CM2,Edirne,ssp245
2061,4,42.482,11.864,ACCESS-CM2,Edirne,ssp245
2061,5,8.843,20.17,ACCESS-CM2,Edirne,ssp245
2061,6,77.94,26.144,ACCESS-CM2,Edirne,ssp245
2061,7,14.8,31.227,ACCESS-CM2,Edirne,ssp245
2061,8,2.081,28.581,ACCESS-CM2,Edirne,ssp245
2061,9,2.67,24.332,ACCESS-CM2,Edirne,ssp245
2061,10,43.078,17.493,ACCESS-CM2,Edirne,ssp245
2061,11,20.228,12.261,ACCESS-CM2,Edirne,ssp245
2061,12,37.589,7.872,ACCESS-CM2,Edirne,ssp245
2062,1,69.681,6.516,ACCESS-CM2,Edirne,ssp245
2062,2,26.739,7.297,ACCESS-CM2,Edirne,ssp245
2062,3,119.751,10.716,ACCESS-CM2,Edirne,ssp245
2062,4,38.806,15.852,ACCESS-CM2,Edirne,ssp245
2062,5,22.129,21.914,ACCESS-CM2,Edirne,ssp245
2062,6,6.687,27.031,ACCESS-CM2,Edirne,ssp245
2062,7,13.502,31.634,ACCESS-CM2,Edirne,ssp245
2062,8,10.708,29.258,ACCESS-CM2,Edirne,ssp245
2062,9,0.108,23.9,ACCESS-CM2,Edirne,ssp245
2062,10,6.21,16.76,ACCESS-CM2,Edirne,ssp245
2062,11,1.876,9.227,ACCESS-CM2,Edirne,ssp245
2062,12,26.046,8.686,ACCESS-CM2,Edirne,ssp245
2063,1,12.454,6.832,ACCESS-CM2,Edirne,ssp245
2063,2,3.668,13.177,ACCESS-CM2,Edirne,ssp245
2063,3,11.594,11.87,ACCESS-CM2,Edirne,ssp245
2063,4,78.8,16.423,ACCESS-CM2,Edirne,ssp245
2063,5,4.259,23.453,ACCESS-CM2,Edirne,ssp245
2063,6,91.28,26.973,ACCESS-CM2,Edirne,ssp245
2063,7,0.319,30.38,ACCESS-CM2,Edirne,ssp245
2063,8,41.551,29.202,ACCESS-CM2,Edirne,ssp245
2063,9,0.627,24.46,ACCESS-CM2,Edirne,ssp245
2063,10,15.167,19.613,ACCESS-CM2,Edirne,ssp245
2063,11,11.454,9.134,ACCESS-CM2,Edirne,ssp245
2063,12,12.454,7.363,ACCESS-CM2,Edirne,ssp245
2064,1,138.104,7.522,ACCESS-CM2,Edirne,ssp245
2064,2,74.441,7.625,ACCESS-CM2,Edirne,ssp245
2064,3,80.965,9.498,ACCESS-CM2,Edirne,ssp245
2064,4,58.463,17.763,ACCESS-CM2,Edirne,ssp245
2064,5,10.513,21.743,ACCESS-CM2,Edirne,ssp245
2064,6,37.809,26.95,ACCESS-CM2,Edirne,ssp245
2064,7,14.551,28.289,ACCESS-CM2,Edirne,ssp245
2064,8,72.024,28.324,ACCESS-CM2,Edirne,ssp245
2064,9,18.96,23.351,ACCESS-CM2,Edirne,ssp245
2064,10,6.053,16.23,ACCESS-CM2,Edirne,ssp245
2064,11,60.551,12.836,ACCESS-CM2,Edirne,ssp245
2064,12,35.647,9.278,ACCESS-CM2,Edirne,ssp245
2065,1,32.792,7.455,ACCESS-CM2,Edirne,ssp245
2065,2,67.609,7.644,ACCESS-CM2,Edirne,ssp245
2065,3,61.691,11.951,ACCESS-CM2,Edirne,ssp245
2065,4,25.214,18.275,ACCESS-CM2,Edirne,ssp245
2065,5,102.317,20.232,ACCESS-CM2,Edirne,ssp245
2065,6,40.184,24.707,ACCESS-CM2,Edirne,ssp245
2065,7,30.386,28.657,ACCESS-CM2,Edirne,ssp245
2065,8,7.956,28.521,ACCESS-CM2,Edirne,ssp245
2065,9,28.15,25.658,ACCESS-CM2,Edirne,ssp245
2065,10,59.066,20.461,ACCESS-CM2,Edirne,ssp245
2065,11,52.233,12.775,ACCESS-CM2,Edirne,ssp245
2065,12,101.452,7.597,ACCESS-CM2,Edirne,ssp245
2066,1,119.059,5.34,ACCESS-CM2,Edirne,ssp245
2066,2,27.444,11.016,ACCESS-CM2,Edirne,ssp245
2066,3,111.64,10.463,ACCESS-CM2,Edirne,ssp245
2066,4,51.526,15.457,ACCESS-CM2,Edirne,ssp245
2066,5,54.042,22.148,ACCESS-CM2,Edirne,ssp245
2066,6,8.287,26.95,ACCESS-CM2,Edirne,ssp245
2066,7,32.159,28.714,ACCESS-CM2,Edirne,ssp245
2066,8,8.571,29.243,ACCESS-CM2,Edirne,ssp245
2066,9,1.543,23.822,ACCESS-CM2,Edirne,ssp245
2066,10,9.551,17.561,ACCESS-CM2,Edirne,ssp245
2066,11,52.781,14.087,ACCESS-CM2,Edirne,ssp245
2066,12,78.909,7.441,ACCESS-CM2,Edirne,ssp245
2067,1,20.06,5.541,ACCESS-CM2,Edirne,ssp245
2067,2,38.109,3.778,ACCESS-CM2,Edirne,ssp245
2067,3,9.211,15.049,ACCESS-CM2,Edirne,ssp245
2067,4,91.743,14.895,ACCESS-CM2,Edirne,ssp245
2067,5,26.858,19.707,ACCESS-CM2,Edirne,ssp245
2067,6,85.042,24.6,ACCESS-CM2,Edirne,ssp245
2067,7,34.618,27.455,ACCESS-CM2,Edirne,ssp245
2067,8,5.238,28.739,ACCESS-CM2,Edirne,ssp245
2067,9,1.287,23.347,ACCESS-CM2,Edirne,ssp245
2067,10,5.479,14.172,ACCESS-CM2,Edirne,ssp245
2067,11,52.865,12.716,ACCESS-CM2,Edirne,ssp245
2067,12,127.076,7.442,ACCESS-CM2,Edirne,ssp245
2068,1,24.422,4.318,ACCESS-CM2,Edirne,ssp245
2068,2,63.587,8.448,ACCESS-CM2,Edirne,ssp245
2068,3,11.004,10.488,ACCESS-CM2,Edirne,ssp245
2068,4,39.548,18.114,ACCESS-CM2,Edirne,ssp245
2068,5,56.038,21.752,ACCESS-CM2,Edirne,ssp245
2068,6,9.558,26.23,ACCESS-CM2,Edirne,ssp245
2068,7,18.386,31.751,ACCESS-CM2,Edirne,ssp245
2068,8,0.143,30.1,ACCESS-CM2,Edirne,ssp245
2068,9,33.407,24.388,ACCESS-CM2,Edirne,ssp245
2068,10,15.954,23.301,ACCESS-CM2,Edirne,ssp245
2068,11,39.35,10.948,ACCESS-CM2,Edirne,ssp245
2068,12,89.448,5.907,ACCESS-CM2,Edirne,ssp245
2069,1,30.169,6.406,ACCESS-CM2,Edirne,ssp245
2069,2,100.796,8.723,ACCESS-CM2,Edirne,ssp245
2069,3,151.965,10.134,ACCESS-CM2,Edirne,ssp245
2069,4,41.191,16.887,ACCESS-CM2,Edirne,ssp245
2069,5,82.232,21.598,ACCESS-CM2,Edirne,ssp245
2069,6,24.415,25.434,ACCESS-CM2,Edirne,ssp245
2069,7,50.764,30.825,ACCESS-CM2,Edirne,ssp245
2069,8,52.133,28.997,ACCESS-CM2,Edirne,ssp245
2069,9,93.11,22.949,ACCESS-CM2,Edirne,ssp245
2069,10,19.3,21.887,ACCESS-CM2,Edirne,ssp245
2069,11,81.007,11.302,ACCESS-CM2,Edirne,ssp245
2069,12,52.627,7.37,ACCESS-CM2,Edirne,ssp245
2070,1,35.491,3.246,ACCESS-CM2,Edirne,ssp245
2070,2,192.234,4.21,ACCESS-CM2,Edirne,ssp245
2070,3,63.513,8.455,ACCESS-CM2,Edirne,ssp245
2070,4,36.7,17.306,ACCESS-CM2,Edirne,ssp245
2070,5,51.472,19.688,ACCESS-CM2,Edirne,ssp245
2070,6,9.61,26.176,ACCESS-CM2,Edirne,ssp245
2070,7,34.892,30.6,ACCESS-CM2,Edirne,ssp245
2070,8,21.86,27.849,ACCESS-CM2,Edirne,ssp245
2070,9,43.373,22.83,ACCESS-CM2,Edirne,ssp245
2070,10,5.613,18.867,ACCESS-CM2,Edirne,ssp245
2070,11,6.984,12.739,ACCESS-CM2,Edirne,ssp245
2070,12,30.151,7.216,ACCESS-CM2,Edirne,ssp245
2071,1,65.152,5.318,ACCESS-CM2,Edirne,ssp245
2071,2,24.883,6.828,ACCESS-CM2,Edirne,ssp245
2071,3,24.877,12.012,ACCESS-CM2,Edirne,ssp245
2071,4,2.743,19.631,ACCESS-CM2,Edirne,ssp245
2071,5,92.616,19.609,ACCESS-CM2,Edirne,ssp245
2071,6,28.455,26.184,ACCESS-CM2,Edirne,ssp245
2071,7,8.569,30.342,ACCESS-CM2,Edirne,ssp245
2071,8,17.204,31.577,ACCESS-CM2,Edirne,ssp245
2071,9,0.601,24.901,ACCESS-CM2,Edirne,ssp245
2071,10,48.195,23.656,ACCESS-CM2,Edirne,ssp245
2071,11,118.329,6.406,ACCESS-CM2,Edirne,ssp245
2071,12,66.153,6.754,ACCESS-CM2,Edirne,ssp245
2072,1,133.805,6.749,ACCESS-CM2,Edirne,ssp245
2072,2,79.326,7.715,ACCESS-CM2,Edirne,ssp245
2072,3,87.955,11.878,ACCESS-CM2,Edirne,ssp245
2072,4,95.838,15.601,ACCESS-CM2,Edirne,ssp245
2072,5,66.705,22.891,ACCESS-CM2,Edirne,ssp245
2072,6,6.361,26.322,ACCESS-CM2,Edirne,ssp245
2072,7,8.331,29.488,ACCESS-CM2,Edirne,ssp245
2072,8,10.086,29.319,ACCESS-CM2,Edirne,ssp245
2072,9,0.639,25.94,ACCESS-CM2,Edirne,ssp245
2072,10,94.051,18.001,ACCESS-CM2,Edirne,ssp245
2072,11,122.403,12.533,ACCESS-CM2,Edirne,ssp245
2072,12,153.331,7.82,ACCESS-CM2,Edirne,ssp245
2073,1,21.571,2.462,ACCESS-CM2,Edirne,ssp245
2073,2,49.99,5.39,ACCESS-CM2,Edirne,ssp245
2073,3,71.253,10.558,ACCESS-CM2,Edirne,ssp245
2073,4,112.094,16.792,ACCESS-CM2,Edirne,ssp245
2073,5,67.304,17.663,ACCESS-CM2,Edirne,ssp245
2073,6,19.794,25.525,ACCESS-CM2,Edirne,ssp245
2073,7,14.601,27.495,ACCESS-CM2,Edirne,ssp245
2073,8,14.544,28.644,ACCESS-CM2,Edirne,ssp245
2073,9,6.402,23.021,ACCESS-CM2,Edirne,ssp245
2073,10,51.088,17.595,ACCESS-CM2,Edirne,ssp245
2073,11,202.384,12.116,ACCESS-CM2,Edirne,ssp245
2073,12,58.259,9.472,ACCESS-CM2,Edirne,ssp245
2074,1,107.855,7.391,ACCESS-CM2,Edirne,ssp245
2074,2,69.265,8.905,ACCESS-CM2,Edirne,ssp245
2074,3,115.71,11.817,ACCESS-CM2,Edirne,ssp245
2074,4,88.107,17.25,ACCESS-CM2,Edirne,ssp245
2074,5,24.628,23.297,ACCESS-CM2,Edirne,ssp245
2074,6,2.061,28.631,ACCESS-CM2,Edirne,ssp245
2074,7,7.275,28.069,ACCESS-CM2,Edirne,ssp245
2074,8,26.521,29.218,ACCESS-CM2,Edirne,ssp245
2074,9,29.368,23.58,ACCESS-CM2,Edirne,ssp245
2074,10,7.9,22.981,ACCESS-CM2,Edirne,ssp245
2074,11,20.968,12.794,ACCESS-CM2,Edirne,ssp245
2074,12,104.53,9.252,ACCESS-CM2,Edirne,ssp245
2075,1,38.519,4.142,ACCESS-CM2,Edirne,ssp245
2075,2,96.013,5.258,ACCESS-CM2,Edirne,ssp245
2075,3,79.131,8.473,ACCESS-CM2,Edirne,ssp245
2075,4,44.538,15.592,ACCESS-CM2,Edirne,ssp245
2075,5,16.567,19.85,ACCESS-CM2,Edirne,ssp245
2075,6,5.99,27.327,ACCESS-CM2,Edirne,ssp245
2075,7,13.191,31.625,ACCESS-CM2,Edirne,ssp245
2075,8,8.366,29.977,ACCESS-CM2,Edirne,ssp245
2075,9,17.814,24.372,ACCESS-CM2,Edirne,ssp245
2075,10,117.605,18.761,ACCESS-CM2,Edirne,ssp245
2075,11,92.899,9.249,ACCESS-CM2,Edirne,ssp245
2075,12,85.766,7.432,ACCESS-CM2,Edirne,ssp245
2076,1,49.313,7.01,ACCESS-CM2,Edirne,ssp245
2076,2,138.08,7.98,ACCESS-CM2,Edirne,ssp245
2076,3,53.817,8.463,ACCESS-CM2,Edirne,ssp245
2076,4,82.39,15.222,ACCESS-CM2,Edirne,ssp245
2076,5,68.994,22.474,ACCESS-CM2,Edirne,ssp245
2076,6,90.304,23.967,ACCESS-CM2,Edirne,ssp245
2076,7,9.598,30.124,ACCESS-CM2,Edirne,ssp245
2076,8,1.12,30.172,ACCESS-CM2,Edirne,ssp245
2076,9,108.931,23.162,ACCESS-CM2,Edirne,ssp245
2076,10,27.317,16.26,ACCESS-CM2,Edirne,ssp245
2076,11,83.088,10.177,ACCESS-CM2,Edirne,ssp245
2076,12,19.074,9.073,ACCESS-CM2,Edirne,ssp245
2077,1,96.388,4.319,ACCESS-CM2,Edirne,ssp245
2077,2,26.193,7.605,ACCESS-CM2,Edirne,ssp245
2077,3,36.09,11.803,ACCESS-CM2,Edirne,ssp245
2077,4,102.012,15.747,ACCESS-CM2,Edirne,ssp245
2077,5,28.744,23.161,ACCESS-CM2,Edirne,ssp245
2077,6,38.47,25.551,ACCESS-CM2,Edirne,ssp245
2077,7,121.649,26.973,ACCESS-CM2,Edirne,ssp245
2077,8,2.404,28.036,ACCESS-CM2,Edirne,ssp245
2077,9,14.397,24.757,ACCESS-CM2,Edirne,ssp245
2077,10,86.551,17.505,ACCESS-CM2,Edirne,ssp245
2077,11,70.915,12.65,ACCESS-CM2,Edirne,ssp245
2077,12,93.917,7.974,ACCESS-CM2,Edirne,ssp245
2078,1,52.005,3.123,ACCESS-CM2,Edirne,ssp245
2078,2,2.121,4.287,ACCESS-CM2,Edirne,ssp245
2078,3,52.2,10.76,ACCESS-CM2,Edirne,ssp245
2078,4,24.653,14.307,ACCESS-CM2,Edirne,ssp245
2078,5,134.386,19.56,ACCESS-CM2,Edirne,ssp245
2078,6,37.74,25.299,ACCESS-CM2,Edirne,ssp245
2078,7,4.974,27.682,ACCESS-CM2,Edirne,ssp245
2078,8,15.777,28.567,ACCESS-CM2,Edirne,ssp245
2078,9,11.042,24.35,ACCESS-CM2,Edirne,ssp245
2078,10,21.406,17.889,ACCESS-CM2,Edirne,ssp245
2078,11,96.845,9.767,ACCESS-CM2,Edirne,ssp245
2078,12,82.938,7.409,ACCESS-CM2,Edirne,ssp245
2079,1,84.283,4.676,ACCESS-CM2,Edirne,ssp245
2079,2,102.994,4.058,ACCESS-CM2,Edirne,ssp245
2079,3,35.444,13.151,ACCESS-CM2,Edirne,ssp245
2079,4,88.699,15.51,ACCESS-CM2,Edirne,ssp245
2079,5,13.333,23.06,ACCESS-CM2,Edirne,ssp245
2079,6,10.582,26.281,ACCESS-CM2,Edirne,ssp245
2079,7,52.813,29.027,ACCESS-CM2,Edirne,ssp245
2079,8,1.103,30.349,ACCESS-CM2,Edirne,ssp245
2079,9,13.563,24.752,ACCESS-CM2,Edirne,ssp245
2079,10,48.981,17.756,ACCESS-CM2,Edirne,ssp245
2079,11,155.952,14.844,ACCESS-CM2,Edirne,ssp245
2079,12,57.095,8.74,ACCESS-CM2,Edirne,ssp245
2080,1,128.708,4.414,ACCESS-CM2,Edirne,ssp245
2080,2,136.731,7.626,ACCESS-CM2,Edirne,ssp245
2080,3,30.863,12.012,ACCESS-CM2,Edirne,ssp245
2080,4,6.342,17.74,ACCESS-CM2,Edirne,ssp245
2080,5,76.805,22.464,ACCESS-CM2,Edirne,ssp245
2080,6,37.651,27.731,ACCESS-CM2,Edirne,ssp245
2080,7,12.944,31.303,ACCESS-CM2,Edirne,ssp245
2080,8,0.842,31.267,ACCESS-CM2,Edirne,ssp245
2080,9,56.93,24.754,ACCESS-CM2,Edirne,ssp245
2080,10,73.643,21.22,ACCESS-CM2,Edirne,ssp245
2080,11,147.313,12.426,ACCESS-CM2,Edirne,ssp245
2080,12,7.065,9.245,ACCESS-CM2,Edirne,ssp245
2081,1,126.622,7.497,ACCESS-CM2,Edirne,ssp245
2081,2,186.254,12.768,ACCESS-CM2,Edirne,ssp245
2081,3,78.735,12.99,ACCESS-CM2,Edirne,ssp245
2081,4,80.351,15.433,ACCESS-CM2,Edirne,ssp245
2081,5,17.433,19.71,ACCESS-CM2,Edirne,ssp245
2081,6,91.032,23.485,ACCESS-CM2,Edirne,ssp245
2081,7,95.381,27.49,ACCESS-CM2,Edirne,ssp245
2081,8,25.856,29.321,ACCESS-CM2,Edirne,ssp245
2081,9,19.634,23.542,ACCESS-CM2,Edirne,ssp245
2081,10,56.649,18.951,ACCESS-CM2,Edirne,ssp245
2081,11,138.434,12.704,ACCESS-CM2,Edirne,ssp245
2081,12,38.629,7.589,ACCESS-CM2,Edirne,ssp245
2082,1,42.42,4.237,ACCESS-CM2,Edirne,ssp245
2082,2,28.934,6.411,ACCESS-CM2,Edirne,ssp245
2082,3,31.696,10.69,ACCESS-CM2,Edirne,ssp245
2082,4,39.588,16.713,ACCESS-CM2,Edirne,ssp245
2082,5,45.473,21.23,ACCESS-CM2,Edirne,ssp245
2082,6,38.414,28.641,ACCESS-CM2,Edirne,ssp245
2082,7,10.527,31.747,ACCESS-CM2,Edirne,ssp245
2082,8,7.652,30.234,ACCESS-CM2,Edirne,ssp245
2082,9,5.765,24.384,ACCESS-CM2,Edirne,ssp245
2082,10,84.462,14.476,ACCESS-CM2,Edirne,ssp245
2082,11,70.254,12.258,ACCESS-CM2,Edirne,ssp245
2082,12,78.715,7.461,ACCESS-CM2,Edirne,ssp245
2083,1,69.039,6.546,ACCESS-CM2,Edirne,ssp245
2083,2,48.541,7.221,ACCESS-CM2,Edirne,ssp245
2083,3,3.654,14.546,ACCESS-CM2,Edirne,ssp245
2083,4,73.677,18.456,ACCESS-CM2,Edirne,ssp245
2083,5,79.276,21.151,ACCESS-CM2,Edirne,ssp245
2083,6,41.921,25.1,ACCESS-CM2,Edirne,ssp245
2083,7,64.707,31.406,ACCESS-CM2,Edirne,ssp245
2083,8,17.935,31.951,ACCESS-CM2,Edirne,ssp245
2083,9,2.772,24.43,ACCESS-CM2,Edirne,ssp245
2083,10,24.116,18.806,ACCESS-CM2,Edirne,ssp245
2083,11,34.167,13.775,ACCESS-CM2,Edirne,ssp245
2083,12,126.968,8.669,ACCESS-CM2,Edirne,ssp245
2084,1,133.091,7.657,ACCESS-CM2,Edirne,ssp245
2084,2,44.387,8.631,ACCESS-CM2,Edirne,ssp245
2084,3,36.64,13.387,ACCESS-CM2,Edirne,ssp245
2084,4,24.087,16.597,ACCESS-CM2,Edirne,ssp245
2084,5,27.04,21.922,ACCESS-CM2,Edirne,ssp245
2084,6,18.788,28.277,ACCESS-CM2,Edirne,ssp245
2084,7,21.346,30.332,ACCESS-CM2,Edirne,ssp245
2084,8,4.36,28.548,ACCESS-CM2,Edirne,ssp245
2084,9,0.028,24.802,ACCESS-CM2,Edirne,ssp245
2084,10,109.392,17.873,ACCESS-CM2,Edirne,ssp245
2084,11,36.568,6.8,ACCESS-CM2,Edirne,ssp245
2084,12,123.432,6.896,ACCESS-CM2,Edirne,ssp245
2085,1,69.375,5.62,ACCESS-CM2,Edirne,ssp245
2085,2,28.42,6.766,ACCESS-CM2,Edirne,ssp245
2085,3,64.367,14.496,ACCESS-CM2,Edirne,ssp245
2085,4,39.897,12.673,ACCESS-CM2,Edirne,ssp245
2085,5,99.177,21.755,ACCESS-CM2,Edirne,ssp245
2085,6,3.369,26.235,ACCESS-CM2,Edirne,ssp245
