year,month,pr_mm,tas_c,model,name,ssp
2059,5,24.823,20.133,GFDL-ESM4,Lüleburgaz,ssp245
2059,6,43.58,22.509,GFDL-ESM4,Lüleburgaz,ssp245
2059,7,60.43,25.043,GFDL-ESM4,Lüleburgaz,ssp245
2059,8,19.231,26.718,GFDL-ESM4,Lüleburgaz,ssp245
2059,9,34.442,20.794,GFDL-ESM4,Lüleburgaz,ssp245
2059,10,70.571,18.558,GFDL-ESM4,Lüleburgaz,ssp245
2059,11,93.504,11.757,GFDL-ESM4,Lüleburgaz,ssp245
2059,12,87.083,9.602,GFDL-ESM4,Lüleburgaz,ssp245
2060,1,42.769,6.252,GFDL-ESM4,Lüleburgaz,ssp245
2060,2,120.126,8.596,GFDL-ESM4,Lüleburgaz,ssp245
2060,3,29.55,12.069,GFDL-ESM4,Lüleburgaz,ssp245
2060,4,94.177,11.984,GFDL-ESM4,Lüleburgaz,ssp245
2060,5,55.457,17.627,GFDL-ESM4,Lüleburgaz,ssp245
2060,6,48.47,24.326,GFDL-ESM4,Lüleburgaz,ssp245
2060,7,225.767,23.657,GFDL-ESM4,Lüleburgaz,ssp245
2060,8,4.396,24.373,GFDL-ESM4,Lüleburgaz,ssp245
2060,9,154.848,20.027,GFDL-ESM4,Lüleburgaz,ssp245
2060,10,99.561,13.576,GFDL-ESM4,Lüleburgaz,ssp245
2060,11,70.98,8.1,GFDL-ESM4,Lüleburgaz,ssp245
2060,12,134.73,8.166,GFDL-ESM4,Lüleburgaz,ssp245
2061,1,36.458,4.429,GFDL-ESM4,Lüleburgaz,ssp245
2061,2,55.366,8.141,GFDL-ESM4,Lüleburgaz,ssp245
2061,3,34.404,12.515,GFDL-ESM4,Lüleburgaz,ssp245
2061,4,35.745,11.413,GFDL-ESM4,Lüleburgaz,ssp245
2061,5,24.508,18.697,GFDL-ESM4,Lüleburgaz,ssp245
2061,6,73.09,22.819,GFDL-ESM4,Lüleburgaz,ssp245
2061,7,5.049,26.291,GFDL-ESM4,Lüleburgaz,ssp245
2061,8,70.016,23.658,GFDL-ESM4,Lüleburgaz,ssp245
2061,9,7.285,25.37,GFDL-ESM4,Lüleburgaz,ssp245
2061,10,5.736,20.002,GFDL-ESM4,Lüleburgaz,ssp245
2061,11,30.259,11.667,GFDL-ESM4,Lüleburgaz,ssp245
2061,12,34.693,8.964,GFDL-ESM4,Lüleburgaz,ssp245
2062,1,121.469,7.936,GFDL-ESM4,Lüleburgaz,ssp245
2062,2,46.863,7.929,GFDL-ESM4,Lüleburgaz,ssp245
2062,3,57.776,9.267,GFDL-ESM4,Lüleburgaz,ssp245
2062,4,12.185,14.547,GFDL-ESM4,Lüleburgaz,ssp245
2062,5,28.73,20.333,GFDL-ESM4,Lüleburgaz,ssp245
2062,6,73.438,23.07,GFDL-ESM4,Lüleburgaz,ssp245
2062,7,31.455,24.032,GFDL-ESM4,Lüleburgaz,ssp245
2062,8,8.209,25.719,GFDL-ESM4,Lüleburgaz,ssp245
2062,9,7.446,22.105,GFDL-ESM4,Lüleburgaz,ssp245
2062,10,31.666,19.359,GFDL-ESM4,Lüleburgaz,ssp245
2062,11,18.833,8.882,GFDL-ESM4,Lüleburgaz,ssp245
2062,12,276.853,4.628,GFDL-ESM4,Lüleburgaz,ssp245
2063,1,58.337,5.032,GFDL-ESM4,Lüleburgaz,ssp245
2063,2,37.901,6.736,GFDL-ESM4,Lüleburgaz,ssp245
2063,3,11.839,10.902,GFDL-ESM4,Lüleburgaz,ssp245
2063,4,16.188,15.508,GFDL-ESM4,Lüleburgaz,ssp245
2063,5,29.266,18.911,GFDL-ESM4,Lüleburgaz,ssp245
2063,6,2.764,26.074,GFDL-ESM4,Lüleburgaz,ssp245
2063,7,13.958,26.173,GFDL-ESM4,Lüleburgaz,ssp245
2063,8,1.494,25.418,GFDL-ESM4,Lüleburgaz,ssp245
2063,9,39.814,21.315,GFDL-ESM4,Lüleburgaz,ssp245
2063,10,22.15,16.528,GFDL-ESM4,Lüleburgaz,ssp245
2063,11,30.64,11.255,GFDL-ESM4,Lüleburgaz,ssp245
2063,12,78.557,7.926,GFDL-ESM4,Lüleburgaz,ssp245
2064,1,67.086,5.103,GFDL-ESM4,Lüleburgaz,ssp245
2064,2,37.131,4.086,GFDL-ESM4,Lüleburgaz,ssp245
2064,3,27.197,6.439,GFDL-ESM4,Lüleburgaz,ssp245
2064,4,49.18,10.983,GFDL-ESM4,Lüleburgaz,ssp245
2064,5,103.223,18.503,GFDL-ESM4,Lüleburgaz,ssp245
2064,6,39.299,23.239,GFDL-ESM4,Lüleburgaz,ssp245
2064,7,3.023,26.9,GFDL-ESM4,Lüleburgaz,ssp245
2064,8,5.219,26.603,GFDL-ESM4,Lüleburgaz,ssp245
2064,9,7.298,22.162,GFDL-ESM4,Lüleburgaz,ssp245
2064,10,30.979,13.091,GFDL-ESM4,Lüleburgaz,ssp245
2064,11,41.964,11.097,GFDL-ESM4,Lüleburgaz,ssp245
2064,12,114.067,6.804,GFDL-ESM4,Lüleburgaz,ssp245
2065,1,32.082,7.181,GFDL-ESM4,Lüleburgaz,ssp245
2065,2,84.845,4.138,GFDL-ESM4,Lüleburgaz,ssp245
2065,3,27.88,11.503,GFDL-ESM4,Lüleburgaz,ssp245
2065,4,40.114,14.321,GFDL-ESM4,Lüleburgaz,ssp245
2065,5,24.316,20.641,GFDL-ESM4,Lüleburgaz,ssp245
2065,6,44.967,23.237,GFDL-ESM4,Lüleburgaz,ssp245
2065,7,3.145,29.476,GFDL-ESM4,Lüleburgaz,ssp245
2065,8,4.168,27.688,GFDL-ESM4,Lüleburgaz,ssp245
2065,9,40.339,20.84,GFDL-ESM4,Lüleburgaz,ssp245
2065,10,65.726,18.797,GFDL-ESM4,Lüleburgaz,ssp245
2065,11,20.657,11.121,GFDL-ESM4,Lüleburgaz,ssp245
2065,12,29.096,8.467,GFDL-ESM4,Lüleburgaz,ssp245
2066,1,35.958,4.558,GFDL-ESM4,Lüleburgaz,ssp245
2066,2,2.018,5.653,GFDL-ESM4,Lüleburgaz,ssp245
2066,3,24.763,9.405,GFDL-ESM4,Lüleburgaz,ssp245
2066,4,51.638,15.171,GFDL-ESM4,Lüleburgaz,ssp245
2066,5,74.175,19.689,GFDL-ESM4,Lüleburgaz,ssp245
2066,6,43.881,24.163,GFDL-ESM4,Lüleburgaz,ssp245
2066,7,74.136,24.478,GFDL-ESM4,Lüleburgaz,ssp245
2066,8,25.399,23.615,GFDL-ESM4,Lüleburgaz,ssp245
2066,9,176.955,20.137,GFDL-ESM4,Lüleburgaz,ssp245
2066,10,7.525,18.93,GFDL-ESM4,Lüleburgaz,ssp245
2066,11,43.806,12.555,GFDL-ESM4,Lüleburgaz,ssp245
2066,12,54.513,5.453,GFDL-ESM4,Lüleburgaz,ssp245
2067,1,18.986,5.152,GFDL-ESM4,Lüleburgaz,ssp245
2067,2,29.185,5.692,GFDL-ESM4,Lüleburgaz,ssp245
2067,3,59.642,10.72,GFDL-ESM4,Lüleburgaz,ssp245
2067,4,38.807,11.175,GFDL-ESM4,Lüleburgaz,ssp245
2067,5,52.089,21.819,GFDL-ESM4,Lüleburgaz,ssp245
2067,6,19.252,24.731,GFDL-ESM4,Lüleburgaz,ssp245
2067,7,28.658,25.671,GFDL-ESM4,Lüleburgaz,ssp245
2067,8,2.211,28.823,GFDL-ESM4,Lüleburgaz,ssp245
2067,9,7.219,21.609,GFDL-ESM4,Lüleburgaz,ssp245
2067,10,103.965,15.384,GFDL-ESM4,Lüleburgaz,ssp245
2067,11,134.694,8.937,GFDL-ESM4,Lüleburgaz,ssp245
2067,12,138.697,5.231,GFDL-ESM4,Lüleburgaz,ssp245
2068,1,153.829,2.865,GFDL-ESM4,Lüleburgaz,ssp245
2068,2,44.87,8.002,GFDL-ESM4,Lüleburgaz,ssp245
2068,3,31.111,11.321,GFDL-ESM4,Lüleburgaz,ssp245
2068,4,89.199,11.452,GFDL-ESM4,Lüleburgaz,ssp245
2068,5,90.403,17.32,GFDL-ESM4,Lüleburgaz,ssp245
2068,6,10.241,26.106,GFDL-ESM4,Lüleburgaz,ssp245
2068,7,7.151,28.386,GFDL-ESM4,Lüleburgaz,ssp245
2068,8,11.591,25.606,GFDL-ESM4,Lüleburgaz,ssp245
2068,9,2.755,21.603,GFDL-ESM4,Lüleburgaz,ssp245
2068,10,148.624,15.255,GFDL-ESM4,Lüleburgaz,ssp245
2068,11,86.213,11.235,GFDL-ESM4,Lüleburgaz,ssp245
2068,12,71.377,9.834,GFDL-ESM4,Lüleburgaz,ssp245
2069,1,15.214,5.437,GFDL-ESM4,Lüleburgaz,ssp245
2069,2,36.127,4.453,GFDL-ESM4,Lüleburgaz,ssp245
2069,3,41.187,6.406,GFDL-ESM4,Lüleburgaz,ssp245
2069,4,38.068,12.127,GFDL-ESM4,Lüleburgaz,ssp245
2069,5,31.912,17.549,GFDL-ESM4,Lüleburgaz,ssp245
2069,6,51.21,23.123,GFDL-ESM4,Lüleburgaz,ssp245
2069,7,3.902,25.28,GFDL-ESM4,Lüleburgaz,ssp245
2069,8,5.62,26.278,GFDL-ESM4,Lüleburgaz,ssp245
2069,9,25.664,21.06,GFDL-ESM4,Lüleburgaz,ssp245
2069,10,90.159,14.752,GFDL-ESM4,Lüleburgaz,ssp245
2069,11,200.85,8.907,GFDL-ESM4,Lüleburgaz,ssp245
2069,12,39.285,10.044,GFDL-ESM4,Lüleburgaz,ssp245
2070,1,113.176,3.682,GFDL-ESM4,Lüleburgaz,ssp245
2070,2,83.319,4.663,GFDL-ESM4,Lüleburgaz,ssp245
2070,3,31.584,7.095,GFDL-ESM4,Lüleburgaz,ssp245
2070,4,9.564,13.958,GFDL-ESM4,Lüleburgaz,ssp245
2070,5,24.931,19.409,GFDL-ESM4,Lüleburgaz,ssp245
2070,6,23.68,25.037,GFDL-ESM4,Lüleburgaz,ssp245
2070,7,23.401,25.431,GFDL-ESM4,Lüleburgaz,ssp245
2070,8,1.01,27.549,GFDL-ESM4,Lüleburgaz,ssp245
2070,9,104.587,20.66,GFDL-ESM4,Lüleburgaz,ssp245
2070,10,30.161,17.075,GFDL-ESM4,Lüleburgaz,ssp245
2070,11,107.302,8.894,GFDL-ESM4,Lüleburgaz,ssp245
2070,12,49.16,5.018,GFDL-ESM4,Lüleburgaz,ssp245
2071,1,13.922,3.147,GFDL-ESM4,Lüleburgaz,ssp245
2071,2,26.26,7.059,GFDL-ESM4,Lüleburgaz,ssp245
2071,3,46.57,11.53,GFDL-ESM4,Lüleburgaz,ssp245
2071,4,83.635,13.102,GFDL-ESM4,Lüleburgaz,ssp245
2071,5,18.388,19.623,GFDL-ESM4,Lüleburgaz,ssp245
2071,6,53.991,23.452,GFDL-ESM4,Lüleburgaz,ssp245
2071,7,4.285,26.302,GFDL-ESM4,Lüleburgaz,ssp245
2071,8,1.651,29.145,GFDL-ESM4,Lüleburgaz,ssp245
2071,9,1.592,21.845,GFDL-ESM4,Lüleburgaz,ssp245
2071,10,128.329,13.288,GFDL-ESM4,Lüleburgaz,ssp245
2071,11,24.427,9.585,GFDL-ESM4,Lüleburgaz,ssp245
2071,12,24.781,7.626,GFDL-ESM4,Lüleburgaz,ssp245
2072,1,12.225,4.034,GFDL-ESM4,Lüleburgaz,ssp245
2072,2,30.988,5.667,GFDL-ESM4,Lüleburgaz,ssp245
2072,3,124.457,9.019,GFDL-ESM4,Lüleburgaz,ssp245
2072,4,37.109,15.07,GFDL-ESM4,Lüleburgaz,ssp245
2072,5,39.845,18.894,GFDL-ESM4,Lüleburgaz,ssp245
2072,6,6.936,27.904,GFDL-ESM4,Lüleburgaz,ssp245
2072,7,0.574,29.688,GFDL-ESM4,Lüleburgaz,ssp245
2072,8,0.508,25.785,GFDL-ESM4,Lüleburgaz,ssp245
2072,9,30.671,22.161,GFDL-ESM4,Lüleburgaz,ssp245
2072,10,9.852,19.956,GFDL-ESM4,Lüleburgaz,ssp245
2072,11,32.269,11.125,GFDL-ESM4,Lüleburgaz,ssp245
2072,12,99.59,8.446,GFDL-ESM4,Lüleburgaz,ssp245
2073,1,62.12,4.103,GFDL-ESM4,Lüleburgaz,ssp245
2073,2,69.102,6.501,GFDL-ESM4,Lüleburgaz,ssp245
2073,3,44.714,2.776,GFDL-ESM4,Lüleburgaz,ssp245
2073,4,45.68,13.645,GFDL-ESM4,Lüleburgaz,ssp245
2073,5,33.007,18.678,GFDL-ESM4,Lüleburgaz,ssp245
2073,6,11.668,27.62,GFDL-ESM4,Lüleburgaz,ssp245
2073,7,11.654,29.752,GFDL-ESM4,Lüleburgaz,ssp245
2073,8,0.049,29.617,GFDL-ESM4,Lüleburgaz,ssp245
2073,9,23.05,20.991,GFDL-ESM4,Lüleburgaz,ssp245
2073,10,29.628,19.33,GFDL-ESM4,Lüleburgaz,ssp245
2073,11,22.865,11.719,GFDL-ESM4,Lüleburgaz,ssp245
2073,12,75.253,9.939,GFDL-ESM4,Lüleburgaz,ssp245
2074,1,64.142,8.029,GFDL-ESM4,Lüleburgaz,ssp245
2074,2,71.856,4.453,GFDL-ESM4,Lüleburgaz,ssp245
2074,3,59.261,7.809,GFDL-ESM4,Lüleburgaz,ssp245
2074,4,4.559,15.416,GFDL-ESM4,Lüleburgaz,ssp245
2074,5,43.614,20.788,GFDL-ESM4,Lüleburgaz,ssp245
2074,6,27.596,26.066,GFDL-ESM4,Lüleburgaz,ssp245
2074,7,2.811,28.399,GFDL-ESM4,Lüleburgaz,ssp245
2074,8,19.521,27.447,GFDL-ESM4,Lüleburgaz,ssp245
2074,9,108.29,21.212,GFDL-ESM4,Lüleburgaz,ssp245
2074,10,88.614,14.492,GFDL-ESM4,Lüleburgaz,ssp245
2074,11,34.663,10.915,GFDL-ESM4,Lüleburgaz,ssp245
2074,12,52.515,6.53,GFDL-ESM4,Lüleburgaz,ssp245
2075,1,43.816,4.537,GFDL-ESM4,Lüleburgaz,ssp245
2075,2,34.113,7.772,GFDL-ESM4,Lüleburgaz,ssp245
2075,3,66.127,10.952,GFDL-ESM4,Lüleburgaz,ssp245
2075,4,17.462,15.68,GFDL-ESM4,Lüleburgaz,ssp245
2075,5,140.328,17.415,GFDL-ESM4,Lüleburgaz,ssp245
2075,6,20.022,23.242,GFDL-ESM4,Lüleburgaz,ssp245
2075,7,6.633,24.9,GFDL-ESM4,Lüleburgaz,ssp245
2075,8,2.513,28.802,GFDL-ESM4,Lüleburgaz,ssp245
2075,9,1.076,20.773,GFDL-ESM4,Lüleburgaz,ssp245
2075,10,30.217,13.116,GFDL-ESM4,Lüleburgaz,ssp245
2075,11,87.301,8.187,GFDL-ESM4,Lüleburgaz,ssp245
2075,12,97.186,7.241,GFDL-ESM4,Lüleburgaz,ssp245
2076,1,98.84,7.874,GFDL-ESM4,Lüleburgaz,ssp245
2076,2,47.434,10.344,GFDL-ESM4,Lüleburgaz,ssp245
2076,3,61.433,9.427,GFDL-ESM4,Lüleburgaz,ssp245
2076,4,49.459,15.097,GFDL-ESM4,Lüleburgaz,ssp245
2076,5,27.89,19.655,GFDL-ESM4,Lüleburgaz,ssp245
2076,6,71.751,23.51,GFDL-ESM4,Lüleburgaz,ssp245
2076,7,8.987,29.281,GFDL-ESM4,Lüleburgaz,ssp245
2076,8,4.123,26.847,GFDL-ESM4,Lüleburgaz,ssp245
2076,9,14.97,22.105,GFDL-ESM4,Lüleburgaz,ssp245
2076,10,96.968,14.411,GFDL-ESM4,Lüleburgaz,ssp245
2076,11,12.612,11.916,GFDL-ESM4,Lüleburgaz,ssp245
2076,12,30.385,8.973,GFDL-ESM4,Lüleburgaz,ssp245
2077,1,70.176,5.244,GFDL-ESM4,Lüleburgaz,ssp245
2077,2,25.662,5.538,GFDL-ESM4,Lüleburgaz,ssp245
2077,3,15.755,9.664,GFDL-ESM4,Lüleburgaz,ssp245
2077,4,74.151,11.073,GFDL-ESM4,Lüleburgaz,ssp245
2077,5,94.913,19.454,GFDL-ESM4,Lüleburgaz,ssp245
2077,6,71.539,20.842,GFDL-ESM4,Lüleburgaz,ssp245
2077,7,48.466,25.449,GFDL-ESM4,Lüleburgaz,ssp245
2077,8,0.021,28.629,GFDL-ESM4,Lüleburgaz,ssp245
2077,9,55.419,22.791,GFDL-ESM4,Lüleburgaz,ssp245
2077,10,11.777,16.187,GFDL-ESM4,Lüleburgaz,ssp245
2077,11,33.822,10.389,GFDL-ESM4,Lüleburgaz,ssp245
2077,12,54.367,5.239,GFDL-ESM4,Lüleburgaz,ssp245
2078,1,3.791,3.551,GFDL-ESM4,Lüleburgaz,ssp245
2078,2,76.776,9.148,GFDL-ESM4,Lüleburgaz,ssp245
2078,3,27.104,11.75,GFDL-ESM4,Lüleburgaz,ssp245
2078,4,55.443,14.991,GFDL-ESM4,Lüleburgaz,ssp245
2078,5,66.168,20.804,GFDL-ESM4,Lüleburgaz,ssp245
2078,6,43.917,24.221,GFDL-ESM4,Lüleburgaz,ssp245
2078,7,28.419,26.853,GFDL-ESM4,Lüleburgaz,ssp245
2078,8,4.931,26.383,GFDL-ESM4,Lüleburgaz,ssp245
2078,9,165.16,20.929,GFDL-ESM4,Lüleburgaz,ssp245
2078,10,10.48,14.542,GFDL-ESM4,Lüleburgaz,ssp245
2078,11,67.499,9.668,GFDL-ESM4,Lüleburgaz,ssp245
2078,12,92.888,8.384,GFDL-ESM4,Lüleburgaz,ssp245
2079,1,126.127,2.259,GFDL-ESM4,Lüleburgaz,ssp245
2079,2,20.175,6.58,GFDL-ESM4,Lüleburgaz,ssp245
2079,3,63.274,10.59,GFDL-ESM4,Lüleburgaz,ssp245
2079,4,63.172,12.415,GFDL-ESM4,Lüleburgaz,ssp245
2079,5,30.046,18.292,GFDL-ESM4,Lüleburgaz,ssp245
2079,6,38.1,23.259,GFDL-ESM4,Lüleburgaz,ssp245
2079,7,28.486,26.627,GFDL-ESM4,Lüleburgaz,ssp245
2079,8,7.222,27.075,GFDL-ESM4,Lüleburgaz,ssp245
2079,9,34.2,22.105,GFDL-ESM4,Lüleburgaz,ssp245
2079,10,11.97,18.808,GFDL-ESM4,Lüleburgaz,ssp245
2079,11,36.839,13.285,GFDL-ESM4,Lüleburgaz,ssp245
2079,12,123.986,9.048,GFDL-ESM4,Lüleburgaz,ssp245
2080,1,33.501,3.463,GFDL-ESM4,Lüleburgaz,ssp245
2080,2,47.096,4.797,GFDL-ESM4,Lüleburgaz,ssp245
2080,3,52.298,11.086,GFDL-ESM4,Lüleburgaz,ssp245
2080,4,64.158,12.854,GFDL-ESM4,Lüleburgaz,ssp245
2080,5,70.598,18.504,GFDL-ESM4,Lüleburgaz,ssp245
2080,6,27.442,23.159,GFDL-ESM4,Lüleburgaz,ssp245
2080,7,2.488,28.032,GFDL-ESM4,Lüleburgaz,ssp245
2080,8,4.789,30.085,GFDL-ESM4,Lüleburgaz,ssp245
2080,9,41.286,20.618,GFDL-ESM4,Lüleburgaz,ssp245
2080,10,0.719,20.058,GFDL-ESM4,Lüleburgaz,ssp245
2080,11,59.577,11.318,GFDL-ESM4,Lüleburgaz,ssp245
2080,12,129.554,4.826,GFDL-ESM4,Lüleburgaz,ssp245
2081,1,78.896,2.179,GFDL-ESM4,Lüleburgaz,ssp245
2081,2,16.928,8.145,GFDL-ESM4,Lüleburgaz,ssp245
2081,3,82.524,8.586,GFDL-ESM4,Lüleburgaz,ssp245
2081,4,28.211,15.796,GFDL-ESM4,Lüleburgaz,ssp245
2081,5,78.008,18.309,GFDL-ESM4,Lüleburgaz,ssp245
2081,6,44.417,24.407,GFDL-ESM4,Lüleburgaz,ssp245
2081,7,26.525,25.308,GFDL-ESM4,Lüleburgaz,ssp245
2081,8,100.002,23.801,GFDL-ESM4,Lüleburgaz,ssp245
2081,9,20.777,20.927,GFDL-ESM4,Lüleburgaz,ssp245
2081,10,20.046,13.295,GFDL-ESM4,Lüleburgaz,ssp245
2081,11,102.481,12.534,GFDL-ESM4,Lüleburgaz,ssp245
2081,12,168.672,5.204,GFDL-ESM4,Lüleburgaz,ssp245
2082,1,22.912,7.463,GFDL-ESM4,Lüleburgaz,ssp245
2082,2,12.161,8.486,GFDL-ESM4,Lüleburgaz,ssp245
2082,3,32.587,9.092,GFDL-ESM4,Lüleburgaz,ssp245
2082,4,52.245,11.968,GFDL-ESM4,Lüleburgaz,ssp245
2082,5,28.604,18.968,GFDL-ESM4,Lüleburgaz,ssp245
2082,6,52.072,22.684,GFDL-ESM4,Lüleburgaz,ssp245
2082,7,3.144,25.928,GFDL-ESM4,Lüleburgaz,ssp245
2082,8,11.712,26.122,GFDL-ESM4,Lüleburgaz,ssp245
2082,9,18.528,20.832,GFDL-ESM4,Lüleburgaz,ssp245
2082,10,1.167,17.608,GFDL-ESM4,Lüleburgaz,ssp245
2082,11,47.19,11.152,GFDL-ESM4,Lüleburgaz,ssp245
2082,12,122.423,8.961,GFDL-ESM4,Lüleburgaz,ssp245
2083,1,25.267,8.07,GFDL-ESM4,Lüleburgaz,ssp245
2083,2,92.953,4.115,GFDL-ESM4,Lüleburgaz,ssp245
2083,3,67.645,7.706,GFDL-ESM4,Lüleburgaz,ssp245
2083,4,92.491,13.208,GFDL-ESM4,Lüleburgaz,ssp245
2083,5,132.544,16.77,GFDL-ESM4,Lüleburgaz,ssp245
2083,6,51.777,24.346,GFDL-ESM4,Lüleburgaz,ssp245
2083,7,2.222,27.832,GFDL-ESM4,Lüleburgaz,ssp245
2083,8,5.653,28.797,GFDL-ESM4,Lüleburgaz,ssp245
2083,9,42.164,21.584,GFDL-ESM4,Lüleburgaz,ssp245
2083,10,45.789,12.367,GFDL-ESM4,Lüleburgaz,ssp245
2083,11,19.154,11.724,GFDL-ESM4,Lüleburgaz,ssp245
2083,12,54.531,7.521,GFDL-ESM4,Lüleburgaz,ssp245
2084,1,89.89,5.437,GFDL-ESM4,Lüleburgaz,ssp245
2084,2,31.878,8.026,GFDL-ESM4,Lüleburgaz,ssp245
2084,3,39.345,8.871,GFDL-ESM4,Lüleburgaz,ssp245
2084,4,93.703,11.984,GFDL-ESM4,Lüleburgaz,ssp245
2084,5,39.431,21.154,GFDL-ESM4,Lüleburgaz,ssp245
2084,6,23.55,28.532,GFDL-ESM4,Lüleburgaz,ssp245
2084,7,2.134,29.951,GFDL-ESM4,Lüleburgaz,ssp245
2084,8,3.127,32.806,GFDL-ESM4,Lüleburgaz,ssp245
2084,9,15.16,21.591,GFDL-ESM4,Lüleburgaz,ssp245
2084,10,11.486,18.691,GFDL-ESM4,Lüleburgaz,ssp245
2084,11,86.522,11.617,GFDL-ESM4,Lüleburgaz,ssp245
2084,12,122.063,5.168,GFDL-ESM4,Lüleburgaz,ssp245
2085,1,156.75,4.683,GFDL-ESM4,Lüleburgaz,ssp245
2085,2,23.761,6.967,GFDL-ESM4,Lüleburgaz,ssp245
2085,3,61.312,8.893,GFDL-ESM4,Lüleburgaz,ssp245
2085,4,11.098,17.685,GFDL-ESM4,Lüleburgaz,ssp245
2085,5,50.999,19.267,GFDL-ESM4,Lüleburgaz,ssp245
2085,6,14.574,26.102,GFDL-ESM4,Lüleburgaz,ssp245
2085,7,8.334,26.079,GFDL-ESM4,Lüleburgaz,ssp245
2085,8,58.173,26.02,GFDL-ESM4,Lüleburgaz,ssp245
2085,9,47.477,21.593,GFDL-ESM4,Lüleburgaz,ssp245
2085,10,102.146,14.551,GFDL-ESM4,Lüleburgaz,ssp245
2085,11,44.861,11.719,GFDL-ESM4,Lüleburgaz,ssp245
2085,12,144.411,8.393,GFDL-ESM4,Lüleburgaz,ssp245
2086,1,8.24,4.429,GFDL-ESM4,Lüleburgaz,ssp245
2086,2,66.975,4.861,GFDL-ESM4,Lüleburgaz,ssp245
2086,3,105.352,9.056,GFDL-ESM4,Lüleburgaz,ssp245
2086,4,47.29,11.572,GFDL-ESM4,Lüleburgaz,ssp245
2086,5,129.568,16.816,GFDL-ESM4,Lüleburgaz,ssp245
2086,6,53.422,22.044,GFDL-ESM4,Lüleburgaz,ssp245
2086,7,3.031,26.51,GFDL-ESM4,Lüleburgaz,ssp245
2086,8,17.014,25.861,GFDL-ESM4,Lüleburgaz,ssp245
2086,9,121.016,20.741,GFDL-ESM4,Lüleburgaz,ssp245
2086,10,31.992,14.989,GFDL-ESM4,Lüleburgaz,ssp245
2086,11,53.388,12.505,GFDL-ESM4,Lüleburgaz,ssp245
2086,12,67.934,4.769,GFDL-ESM4,Lüleburgaz,ssp245
2087,1,64.171,3.565,GFDL-ESM4,Lüleburgaz,ssp245
2087,2,85.413,7.692,GFDL-ESM4,Lüleburgaz,ssp245
2087,3,117.17,7.399,GFDL-ESM4,Lüleburgaz,ssp245
2087,4,40.857,15.029,GFDL-ESM4,Lüleburgaz,ssp245
2087,5,23.448,20.059,GFDL-ESM4,Lüleburgaz,ssp245
2087,6,8.471,26.49,GFDL-ESM4,Lüleburgaz,ssp245
2087,7,57.762,24.457,GFDL-ESM4,Lüleburgaz,ssp245
2087,8,12.372,25.673,GFDL-ESM4,Lüleburgaz,ssp245
2087,9,38.255,19.709,GFDL-ESM4,Lüleburgaz,ssp245
2087,10,71.601,14.626,GFDL-ESM4,Lüleburgaz,ssp245
2087,11,18.148,11.027,GFDL-ESM4,Lüleburgaz,ssp245
2087,12,159.735,4.575,GFDL-ESM4,Lüleburgaz,ssp245
2088,1,26.89,7.807,GFDL-ESM4,Lüleburgaz,ssp245
2088,2,22.269,7.762,GFDL-ESM4,Lüleburgaz,ssp245
2088,3,162.178,10.792,GFDL-ESM4,Lüleburgaz,ssp245
2088,4,22.705,13.024,GFDL-ESM4,Lüleburgaz,ssp245
2088,5,22.387,21.385,GFDL-ESM4,Lüleburgaz,ssp245
2088,6,52.435,24.412,GFDL-ESM4,Lüleburgaz,ssp245
2088,7,33.804,25.239,GFDL-ESM4,Lüleburgaz,ssp245
2088,8,14.725,25.295,GFDL-ESM4,Lüleburgaz,ssp245
2088,9,133.944,19.728,GFDL-ESM4,Lüleburgaz,ssp245
2088,10,78.989,17.093,GFDL-ESM4,Lüleburgaz,ssp245
2088,11,20.723,12.667,GFDL-ESM4,Lüleburgaz,ssp245
2088,12,81.24,9.039,GFDL-ESM4,Lüleburgaz,ssp245
2089,1,54.758,3.008,GFDL-ESM4,Lüleburgaz,ssp245
2089,2,11.771,8.179,GFDL-ESM4,Lüleburgaz,ssp245
2089,3,30.183,12.94,GFDL-ESM4,Lüleburgaz,ssp245
2089,4,7.74,15.927,GFDL-ESM4,Lüleburgaz,ssp245
2089,5,91.134,20.011,GFDL-ESM4,Lüleburgaz,ssp245
2089,6,14.807,25.586,GFDL-ESM4,Lüleburgaz,ssp245
2089,7,34.957,26.357,GFDL-ESM4,Lüleburgaz,ssp245
2089,8,0.164,26.758,GFDL-ESM4,Lüleburgaz,ssp245
2089,9,65.887,21.156,GFDL-ESM4,Lüleburgaz,ssp245
2089,10,28.279,15.69,GFDL-ESM4,Lüleburgaz,ssp245
2089,11,146.551,8.588,GFDL-ESM4,Lüleburgaz,ssp245
2089,12,83.289,5.154,GFDL-ESM4,Lüleburgaz,ssp245
2090,1,29.629,2.017,GFDL-ESM4,Lüleburgaz,ssp245
2090,2,9.226,8.766,GFDL-ESM4,Lüleburgaz,ssp245
2090,3,71.853,8.077,GFDL-ESM4,Lüleburgaz,ssp245
2090,4,27.336,16.537,GFDL-ESM4,Lüleburgaz,ssp245
2090,5,53.237,20.762,GFDL-ESM4,Lüleburgaz,ssp245
2090,6,15.829,26.045,GFDL-ESM4,Lüleburgaz,ssp245
2090,7,7.3,28.485,GFDL-ESM4,Lüleburgaz,ssp245
2090,8,6.033,28.785,GFDL-ESM4,Lüleburgaz,ssp245
2090,9,124.06,20.345,GFDL-ESM4,Lüleburgaz,ssp245
