model,exp,name,year,month,pr_mm,tas_c
GFDL-ESM4,ssp245,Çorlu,2024,6,69.928,21.425
GFDL-ESM4,ssp245,Çorlu,2024,7,108.401,24.023
GFDL-ESM4,ssp245,Çorlu,2024,8,7.148,25.035
GFDL-ESM4,ssp245,Çorlu,2024,9,57.775,21.885
GFDL-ESM4,ssp245,Çorlu,2024,10,52.354,18.142
GFDL-ESM4,ssp245,Çorlu,2024,11,106.453,10.819
GFDL-ESM4,ssp245,Çorlu,2024,12,67.901,9.328
GFDL-ESM4,ssp245,Çorlu,2025,1,114.31,3.37
GFDL-ESM4,ssp245,Çorlu,2025,2,100.674,3.209
GFDL-ESM4,ssp245,Çorlu,2025,3,166.031,5.749
GFDL-ESM4,ssp245,Çorlu,2025,4,91.586,11.234
GFDL-ESM4,ssp245,Çorlu,2025,5,93.081,14.905
GFDL-ESM4,ssp245,Çorlu,2025,6,105.603,22.585
GFDL-ESM4,ssp245,Çorlu,2025,7,65.325,25.988
GFDL-ESM4,ssp245,Çorlu,2025,8,3.239,27.475
GFDL-ESM4,ssp245,Çorlu,2025,9,14.592,22.237
GFDL-ESM4,ssp245,Çorlu,2025,10,41.522,16.25
GFDL-ESM4,ssp245,Çorlu,2025,11,29.857,7.967
GFDL-ESM4,ssp245,Çorlu,2025,12,50.401,8.576
GFDL-ESM4,ssp245,Çorlu,2026,1,129.146,6.699
GFDL-ESM4,ssp245,Çorlu,2026,2,43.719,4.022
GFDL-ESM4,ssp245,Çorlu,2026,3,57.301,8.121
GFDL-ESM4,ssp245,Çorlu,2026,4,61.523,11.385
GFDL-ESM4,ssp245,Çorlu,2026,5,114.453,14.849
GFDL-ESM4,ssp245,Çorlu,2026,6,128.101,21.184
GFDL-ESM4,ssp245,Çorlu,2026,7,45.94,24.714
GFDL-ESM4,ssp245,Çorlu,2026,8,60.596,25.075
GFDL-ESM4,ssp245,Çorlu,2026,9,28.118,22.63
GFDL-ESM4,ssp245,Çorlu,2026,10,31.111,15.294
GFDL-ESM4,ssp245,Çorlu,2026,11,157.756,10.302
GFDL-ESM4,ssp245,Çorlu,2026,12,77.029,7.638
GFDL-ESM4,ssp245,Çorlu,2027,1,37.234,8.066
GFDL-ESM4,ssp245,Çorlu,2027,2,74.073,9.699
GFDL-ESM4,ssp245,Çorlu,2027,3,65.94,8.416
GFDL-ESM4,ssp245,Çorlu,2027,4,97.812,12.564
GFDL-ESM4,ssp245,Çorlu,2027,5,9.502,17.021
GFDL-ESM4,ssp245,Çorlu,2027,6,81.839,20.702
GFDL-ESM4,ssp245,Çorlu,2027,7,26.708,26.791
GFDL-ESM4,ssp245,Çorlu,2027,8,34.542,23.91
GFDL-ESM4,ssp245,Çorlu,2027,9,31.48,22.073
GFDL-ESM4,ssp245,Çorlu,2027,10,87.392,15.107
GFDL-ESM4,ssp245,Çorlu,2027,11,47.999,10.734
GFDL-ESM4,ssp245,Çorlu,2027,12,82.046,9.344
GFDL-ESM4,ssp245,Çorlu,2028,1,86.047,4.839
GFDL-ESM4,ssp245,Çorlu,2028,2,28.204,5.199
GFDL-ESM4,ssp245,Çorlu,2028,3,22.48,10.405
GFDL-ESM4,ssp245,Çorlu,2028,4,30.511,10.951
GFDL-ESM4,ssp245,Çorlu,2028,5,80.332,16.59
GFDL-ESM4,ssp245,Çorlu,2028,6,127.38,21.992
GFDL-ESM4,ssp245,Çorlu,2028,7,12.045,24.562
GFDL-ESM4,ssp245,Çorlu,2028,8,16.335,25.964
GFDL-ESM4,ssp245,Çorlu,2028,9,34.268,23.19
GFDL-ESM4,ssp245,Çorlu,2028,10,82.842,18.222
GFDL-ESM4,ssp245,Çorlu,2028,11,114.687,10.47
GFDL-ESM4,ssp245,Çorlu,2028,12,59.453,7.508
GFDL-ESM4,ssp245,Çorlu,2029,1,60.729,4.821
GFDL-ESM4,ssp245,Çorlu,2029,2,45.721,6.863
GFDL-ESM4,ssp245,Çorlu,2029,3,60.951,6.69
GFDL-ESM4,ssp245,Çorlu,2029,4,17.215,11.77
GFDL-ESM4,ssp245,Çorlu,2029,5,22.498,20.017
GFDL-ESM4,ssp245,Çorlu,2029,6,149.982,21.21
GFDL-ESM4,ssp245,Çorlu,2029,7,29.168,25.974
GFDL-ESM4,ssp245,Çorlu,2029,8,1.371,26.143
GFDL-ESM4,ssp245,Çorlu,2029,9,25.013,20.263
GFDL-ESM4,ssp245,Çorlu,2029,10,51.794,14.371
GFDL-ESM4,ssp245,Çorlu,2029,11,64.947,11.641
GFDL-ESM4,ssp245,Çorlu,2029,12,127.212,4.706
GFDL-ESM4,ssp245,Çorlu,2030,1,101.849,5.105
GFDL-ESM4,ssp245,Çorlu,2030,2,28.566,6.842
GFDL-ESM4,ssp245,Çorlu,2030,3,78.048,7.893
GFDL-ESM4,ssp245,Çorlu,2030,4,96.621,12.35
GFDL-ESM4,ssp245,Çorlu,2030,5,34.15,18.024
GFDL-ESM4,ssp245,Çorlu,2030,6,3.193,23.601
GFDL-ESM4,ssp245,Çorlu,2030,7,37.141,25.477
GFDL-ESM4,ssp245,Çorlu,2030,8,46.025,23.877
GFDL-ESM4,ssp245,Çorlu,2030,9,3.869,22.331
GFDL-ESM4,ssp245,Çorlu,2030,10,145.612,15.627
GFDL-ESM4,ssp245,Çorlu,2030,11,79.853,12.696
GFDL-ESM4,ssp245,Çorlu,2030,12,121.062,7.336
GFDL-ESM4,ssp245,Çorlu,2031,1,75.478,4.39
GFDL-ESM4,ssp245,Çorlu,2031,2,39.711,2.288
GFDL-ESM4,ssp245,Çorlu,2031,3,21.447,9.369
GFDL-ESM4,ssp245,Çorlu,2031,4,31.108,13.336
GFDL-ESM4,ssp245,Çorlu,2031,5,28.714,19.722
GFDL-ESM4,ssp245,Çorlu,2031,6,26.769,22.989
GFDL-ESM4,ssp245,Çorlu,2031,7,19.789,26.915
GFDL-ESM4,ssp245,Çorlu,2031,8,2.72,26.541
GFDL-ESM4,ssp245,Çorlu,2031,9,4.918,23.705
GFDL-ESM4,ssp245,Çorlu,2031,10,6.406,16.821
GFDL-ESM4,ssp245,Çorlu,2031,11,202.142,11.954
GFDL-ESM4,ssp245,Çorlu,2031,12,57.783,7.293
GFDL-ESM4,ssp245,Çorlu,2032,1,70.636,3.926
GFDL-ESM4,ssp245,Çorlu,2032,2,11.874,9.532
GFDL-ESM4,ssp245,Çorlu,2032,3,74.482,10.131
GFDL-ESM4,ssp245,Çorlu,2032,4,67.427,11.255
GFDL-ESM4,ssp245,Çorlu,2032,5,26.747,18.161
GFDL-ESM4,ssp245,Çorlu,2032,6,5.197,24.88
GFDL-ESM4,ssp245,Çorlu,2032,7,39.244,27.707
GFDL-ESM4,ssp245,Çorlu,2032,8,29.259,25.249
GFDL-ESM4,ssp245,Çorlu,2032,9,41.513,22.772
GFDL-ESM4,ssp245,Çorlu,2032,10,70.607,14.526
GFDL-ESM4,ssp245,Çorlu,2032,11,67.446,13.114
GFDL-ESM4,ssp245,Çorlu,2032,12,32.123,9.124
GFDL-ESM4,ssp245,Çorlu,2033,1,137.711,7.443
GFDL-ESM4,ssp245,Çorlu,2033,2,87.026,4.682
GFDL-ESM4,ssp245,Çorlu,2033,3,68.85,5.47
GFDL-ESM4,ssp245,Çorlu,2033,4,33.93,13.093
GFDL-ESM4,ssp245,Çorlu,2033,5,101.289,17.146
GFDL-ESM4,ssp245,Çorlu,2033,6,93.199,22.192
GFDL-ESM4,ssp245,Çorlu,2033,7,33.525,26.599
GFDL-ESM4,ssp245,Çorlu,2033,8,29.523,26.366
GFDL-ESM4,ssp245,Çorlu,2033,9,8.472,23.564
GFDL-ESM4,ssp245,Çorlu,2033,10,48.187,13.691
GFDL-ESM4,ssp245,Çorlu,2033,11,76.214,7.242
GFDL-ESM4,ssp245,Çorlu,2033,12,86.772,10.541
GFDL-ESM4,ssp245,Çorlu,2034,1,31.96,7.429
GFDL-ESM4,ssp245,Çorlu,2034,2,58.716,3.222
GFDL-ESM4,ssp245,Çorlu,2034,3,56.471,8.069
GFDL-ESM4,ssp245,Çorlu,2034,4,65.93,12.787
GFDL-ESM4,ssp245,Çorlu,2034,5,10.815,19.451
GFDL-ESM4,ssp245,Çorlu,2034,6,6.472,23.736
GFDL-ESM4,ssp245,Çorlu,2034,7,3.978,28.944
GFDL-ESM4,ssp245,Çorlu,2034,8,4.821,25.93
GFDL-ESM4,ssp245,Çorlu,2034,9,63.06,22.472
GFDL-ESM4,ssp245,Çorlu,2034,10,78.936,15.647
GFDL-ESM4,ssp245,Çorlu,2034,11,170.948,9.545
GFDL-ESM4,ssp245,Çorlu,2034,12,58.741,5.383
GFDL-ESM4,ssp245,Çorlu,2035,1,94.134,5.625
GFDL-ESM4,ssp245,Çorlu,2035,2,46.973,5.768
GFDL-ESM4,ssp245,Çorlu,2035,3,23.756,8.632
GFDL-ESM4,ssp245,Çorlu,2035,4,25.341,13.32
GFDL-ESM4,ssp245,Çorlu,2035,5,30.73,18.137
GFDL-ESM4,ssp245,Çorlu,2035,6,175.027,22.724
GFDL-ESM4,ssp245,Çorlu,2035,7,102.197,25.371
GFDL-ESM4,ssp245,Çorlu,2035,8,50.839,25.175
GFDL-ESM4,ssp245,Çorlu,2035,9,79.983,21.081
GFDL-ESM4,ssp245,Çorlu,2035,10,26.312,18.808
GFDL-ESM4,ssp245,Çorlu,2035,11,27.297,15.232
GFDL-ESM4,ssp245,Çorlu,2035,12,71.688,9.208
GFDL-ESM4,ssp245,Çorlu,2036,1,36.484,6.693
GFDL-ESM4,ssp245,Çorlu,2036,2,23.552,6.653
GFDL-ESM4,ssp245,Çorlu,2036,3,50.177,10.525
GFDL-ESM4,ssp245,Çorlu,2036,4,35.097,10.18
GFDL-ESM4,ssp245,Çorlu,2036,5,60.643,18.018
GFDL-ESM4,ssp245,Çorlu,2036,6,10.557,23.804
GFDL-ESM4,ssp245,Çorlu,2036,7,4.36,28.238
GFDL-ESM4,ssp245,Çorlu,2036,8,13.718,26.833
GFDL-ESM4,ssp245,Çorlu,2036,9,67.277,21.619
GFDL-ESM4,ssp245,Çorlu,2036,10,113.83,16.542
GFDL-ESM4,ssp245,Çorlu,2036,11,113.308,11.453
GFDL-ESM4,ssp245,Çorlu,2036,12,81.713,8.911
GFDL-ESM4,ssp245,Çorlu,2037,1,56.131,9.899
GFDL-ESM4,ssp245,Çorlu,2037,2,41.042,6.93
GFDL-ESM4,ssp245,Çorlu,2037,3,11.308,8.803
GFDL-ESM4,ssp245,Çorlu,2037,4,65.076,12.848
GFDL-ESM4,ssp245,Çorlu,2037,5,93.456,17.129
GFDL-ESM4,ssp245,Çorlu,2037,6,40.38,23.305
GFDL-ESM4,ssp245,Çorlu,2037,7,65.598,27.339
GFDL-ESM4,ssp245,Çorlu,2037,8,49.708,24.741
GFDL-ESM4,ssp245,Çorlu,2037,9,33.332,21.577
GFDL-ESM4,ssp245,Çorlu,2037,10,28.587,17.921
GFDL-ESM4,ssp245,Çorlu,2037,11,116.285,12.438
GFDL-ESM4,ssp245,Çorlu,2037,12,67.869,9.001
GFDL-ESM4,ssp245,Çorlu,2038,1,81.904,9.8
GFDL-ESM4,ssp245,Çorlu,2038,2,25.181,8.727
GFDL-ESM4,ssp245,Çorlu,2038,3,98.409,7.214
GFDL-ESM4,ssp245,Çorlu,2038,4,83.379,10.829
GFDL-ESM4,ssp245,Çorlu,2038,5,62.049,17.985
GFDL-ESM4,ssp245,Çorlu,2038,6,47.021,23.508
GFDL-ESM4,ssp245,Çorlu,2038,7,58.72,25.79
GFDL-ESM4,ssp245,Çorlu,2038,8,15.494,26.79
GFDL-ESM4,ssp245,Çorlu,2038,9,16.125,23.574
GFDL-ESM4,ssp245,Çorlu,2038,10,91.217,14.852
GFDL-ESM4,ssp245,Çorlu,2038,11,49.439,9.695
GFDL-ESM4,ssp245,Çorlu,2038,12,184.363,5.226
GFDL-ESM4,ssp245,Çorlu,2039,1,139.803,1.092
GFDL-ESM4,ssp245,Çorlu,2039,2,67.857,4.812
GFDL-ESM4,ssp245,Çorlu,2039,3,19.743,7.738
GFDL-ESM4,ssp245,Çorlu,2039,4,34.77,12.095
GFDL-ESM4,ssp245,Çorlu,2039,5,33.041,17.338
GFDL-ESM4,ssp245,Çorlu,2039,6,2.449,25.237
GFDL-ESM4,ssp245,Çorlu,2039,7,44.03,26.88
GFDL-ESM4,ssp245,Çorlu,2039,8,3.703,27.372
GFDL-ESM4,ssp245,Çorlu,2039,9,98.177,21.851
GFDL-ESM4,ssp245,Çorlu,2039,10,134.669,18.241
GFDL-ESM4,ssp245,Çorlu,2039,11,83.964,13.699
GFDL-ESM4,ssp245,Çorlu,2039,12,164.48,7.226
GFDL-ESM4,ssp245,Çorlu,2040,1,73.538,2.408
GFDL-ESM4,ssp245,Çorlu,2040,2,51.454,3.448
GFDL-ESM4,ssp245,Çorlu,2040,3,133.852,6.435
GFDL-ESM4,ssp245,Çorlu,2040,4,66.851,10.914
GFDL-ESM4,ssp245,Çorlu,2040,5,45.096,16.393
GFDL-ESM4,ssp245,Çorlu,2040,6,59.395,22.899
GFDL-ESM4,ssp245,Çorlu,2040,7,33.311,26.029
GFDL-ESM4,ssp245,Çorlu,2040,8,82.267,25.955
GFDL-ESM4,ssp245,Çorlu,2040,9,35.812,21.992
GFDL-ESM4,ssp245,Çorlu,2040,10,169.776,15.954
GFDL-ESM4,ssp245,Çorlu,2040,11,114.674,11.436
GFDL-ESM4,ssp245,Çorlu,2040,12,51.354,7.16
GFDL-ESM4,ssp245,Çorlu,2041,1,39.572,8.019
GFDL-ESM4,ssp245,Çorlu,2041,2,57.719,7.545
GFDL-ESM4,ssp245,Çorlu,2041,3,124.571,6.903
GFDL-ESM4,ssp245,Çorlu,2041,4,125.488,9.079
GFDL-ESM4,ssp245,Çorlu,2041,5,97.707,14.717
GFDL-ESM4,ssp245,Çorlu,2041,6,21.295,21.638
GFDL-ESM4,ssp245,Çorlu,2041,7,45.782,26.713
GFDL-ESM4,ssp245,Çorlu,2041,8,42.54,24.314
GFDL-ESM4,ssp245,Çorlu,2041,9,20.658,21.786
GFDL-ESM4,ssp245,Çorlu,2041,10,40.065,16.816
GFDL-ESM4,ssp245,Çorlu,2041,11,100.138,8.851
GFDL-ESM4,ssp245,Çorlu,2041,12,39.358,6.665
GFDL-ESM4,ssp245,Çorlu,2042,1,138.838,4.306
GFDL-ESM4,ssp245,Çorlu,2042,2,65.248,8.469
GFDL-ESM4,ssp245,Çorlu,2042,3,78.948,6.355
GFDL-ESM4,ssp245,Çorlu,2042,4,11.355,12.015
GFDL-ESM4,ssp245,Çorlu,2042,5,15.329,17.599
GFDL-ESM4,ssp245,Çorlu,2042,6,19.312,24.058
GFDL-ESM4,ssp245,Çorlu,2042,7,52.319,26.353
GFDL-ESM4,ssp245,Çorlu,2042,8,7.358,26.802
GFDL-ESM4,ssp245,Çorlu,2042,9,13.362,22.032
GFDL-ESM4,ssp245,Çorlu,2042,10,15.481,18.571
GFDL-ESM4,ssp245,Çorlu,2042,11,109.239,11.536
GFDL-ESM4,ssp245,Çorlu,2042,12,128.328,4.609
GFDL-ESM4,ssp245,Çorlu,2043,1,122.126,2.866
GFDL-ESM4,ssp245,Çorlu,2043,2,97.613,6.495
GFDL-ESM4,ssp245,Çorlu,2043,3,82.052,6.444
GFDL-ESM4,ssp245,Çorlu,2043,4,108.685,8.253
GFDL-ESM4,ssp245,Çorlu,2043,5,8.117,19.723
GFDL-ESM4,ssp245,Çorlu,2043,6,62.903,22.536
GFDL-ESM4,ssp245,Çorlu,2043,7,5.474,27.177
GFDL-ESM4,ssp245,Çorlu,2043,8,99.141,25.739
GFDL-ESM4,ssp245,Çorlu,2043,9,98.064,19.965
GFDL-ESM4,ssp245,Çorlu,2043,10,24.3,15.147
GFDL-ESM4,ssp245,Çorlu,2043,11,89.279,9.464
GFDL-ESM4,ssp245,Çorlu,2043,12,92.053,6.523
GFDL-ESM4,ssp245,Çorlu,2044,1,95.185,6.669
GFDL-ESM4,ssp245,Çorlu,2044,2,80.559,5.425
GFDL-ESM4,ssp245,Çorlu,2044,3,58.562,3.146
GFDL-ESM4,ssp245,Çorlu,2044,4,61.058,10.582
GFDL-ESM4,ssp245,Çorlu,2044,5,37.572,15.229
GFDL-ESM4,ssp245,Çorlu,2044,6,60.2,23.013
GFDL-ESM4,ssp245,Çorlu,2044,7,94.293,25.735
GFDL-ESM4,ssp245,Çorlu,2044,8,33.65,24.497
GFDL-ESM4,ssp245,Çorlu,2044,9,69.468,20.448
GFDL-ESM4,ssp245,Çorlu,2044,10,53.195,15.846
GFDL-ESM4,ssp245,Çorlu,2044,11,104.895,8.502
GFDL-ESM4,ssp245,Çorlu,2044,12,112.566,3.655
GFDL-ESM4,ssp245,Çorlu,2045,1,81.212,1.638
GFDL-ESM4,ssp245,Çorlu,2045,2,39.083,7.326
GFDL-ESM4,ssp245,Çorlu,2045,3,41.64,7.197
GFDL-ESM4,ssp245,Çorlu,2045,4,28.812,10.792
GFDL-ESM4,ssp245,Çorlu,2045,5,28.095,16.404
GFDL-ESM4,ssp245,Çorlu,2045,6,23.104,24.494
GFDL-ESM4,ssp245,Çorlu,2045,7,14.135,27.766
GFDL-ESM4,ssp245,Çorlu,2045,8,18.152,25.495
GFDL-ESM4,ssp245,Çorlu,2045,9,30.079,21.927
GFDL-ESM4,ssp245,Çorlu,2045,10,41.871,17.254
GFDL-ESM4,ssp245,Çorlu,2045,11,48.752,12.749
GFDL-ESM4,ssp245,Çorlu,2045,12,119.921,9.302
GFDL-ESM4,ssp245,Çorlu,2046,1,37.91,6.838
GFDL-ESM4,ssp245,Çorlu,2046,2,35.875,8.106
GFDL-ESM4,ssp245,Çorlu,2046,3,24.34,9.989
GFDL-ESM4,ssp245,Çorlu,2046,4,74.746,9.95
GFDL-ESM4,ssp245,Çorlu,2046,5,34.992,15.818
GFDL-ESM4,ssp245,Çorlu,2046,6,20.134,22.959
GFDL-ESM4,ssp245,Çorlu,2046,7,28.742,27.427
GFDL-ESM4,ssp245,Çorlu,2046,8,12.907,28.474
GFDL-ESM4,ssp245,Çorlu,2046,9,57.814,20.921
GFDL-ESM4,ssp245,Çorlu,2046,10,139.446,14.622
GFDL-ESM4,ssp245,Çorlu,2046,11,91.474,11.344
GFDL-ESM4,ssp245,Çorlu,2046,12,55.746,4.582
GFDL-ESM4,ssp245,Çorlu,2047,1,58.819,5.875
GFDL-ESM4,ssp245,Çorlu,2047,2,54.577,5.1
GFDL-ESM4,ssp245,Çorlu,2047,3,37.955,10.022
GFDL-ESM4,ssp245,Çorlu,2047,4,38.081,13.58
GFDL-ESM4,ssp245,Çorlu,2047,5,58.223,18.147
GFDL-ESM4,ssp245,Çorlu,2047,6,45.958,22.576
GFDL-ESM4,ssp245,Çorlu,2047,7,19.79,26.719
GFDL-ESM4,ssp245,Çorlu,2047,8,17.534,26.833
GFDL-ESM4,ssp245,Çorlu,2047,9,28.589,19.142
GFDL-ESM4,ssp245,Çorlu,2047,10,10.941,15.976
GFDL-ESM4,ssp245,Çorlu,2047,11,38.346,13.905
GFDL-ESM4,ssp245,Çorlu,2047,12,76.784,10.756
GFDL-ESM4,ssp245,Çorlu,2048,1,156.618,3.619
GFDL-ESM4,ssp245,Çorlu,2048,2,50.717,7.405
GFDL-ESM4,ssp245,Çorlu,2048,3,48.154,7.09
GFDL-ESM4,ssp245,Çorlu,2048,4,56.106,10.314
GFDL-ESM4,ssp245,Çorlu,2048,5,43.141,17.469
GFDL-ESM4,ssp245,Çorlu,2048,6,61.285,23.598
GFDL-ESM4,ssp245,Çorlu,2048,7,46.066,26.835
GFDL-ESM4,ssp245,Çorlu,2048,8,45.808,25.606
GFDL-ESM4,ssp245,Çorlu,2048,9,16.297,23.742
GFDL-ESM4,ssp245,Çorlu,2048,10,23.228,19.783
GFDL-ESM4,ssp245,Çorlu,2048,11,132.056,12.113
GFDL-ESM4,ssp245,Çorlu,2048,12,236.705,6.548
GFDL-ESM4,ssp245,Çorlu,2049,1,95.923,5.329
GFDL-ESM4,ssp245,Çorlu,2049,2,84.949,2.713
GFDL-ESM4,ssp245,Çorlu,2049,3,71.898,4.788
GFDL-ESM4,ssp245,Çorlu,2049,4,12.802,12.456
GFDL-ESM4,ssp245,Çorlu,2049,5,52.057,19.315
GFDL-ESM4,ssp245,Çorlu,2049,6,41.62,23.682
GFDL-ESM4,ssp245,Çorlu,2049,7,34.435,27.215
GFDL-ESM4,ssp245,Çorlu,2049,8,16.674,25.319
GFDL-ESM4,ssp245,Çorlu,2049,9,9.367,22.649
GFDL-ESM4,ssp245,Çorlu,2049,10,52.169,15.008
GFDL-ESM4,ssp245,Çorlu,2049,11,133.602,13.451
GFDL-ESM4,ssp245,Çorlu,2049,12,75.289,7.922
GFDL-ESM4,ssp245,Çorlu,2050,1,52.672,10.252
GFDL-ESM4,ssp245,Çorlu,2050,2,56.044,3.526
GFDL-ESM4,ssp245,Çorlu,2050,3,50.938,8.327
GFDL-ESM4,ssp245,Çorlu,2050,4,41.096,13.417
GFDL-ESM4,ssp245,Çorlu,2050,5,73.782,15.595
GFDL-ESM4,ssp245,Çorlu,2050,6,82.821,23.295
GFDL-ESM4,ssp245,Çorlu,2050,7,22.019,25.975
GFDL-ESM4,ssp245,Çorlu,2050,8,55.948,26.189
GFDL-ESM4,ssp245,Çorlu,2050,9,41.477,21.023
GFDL-ESM4,ssp245,Çorlu,2050,10,92.838,14.861
GFDL-ESM4,ssp245,Çorlu,2050,11,84.262,10.538
GFDL-ESM4,ssp245,Çorlu,2050,12,117.198,6.042
GFDL-ESM4,ssp245,Çorlu,2051,1,50.288,5.564
GFDL-ESM4,ssp245,Çorlu,2051,2,63.547,6.371
GFDL-ESM4,ssp245,Çorlu,2051,3,96.278,8.393
GFDL-ESM4,ssp245,Çorlu,2051,4,43.006,12.936
GFDL-ESM4,ssp245,Çorlu,2051,5,22.463,16.185
GFDL-ESM4,ssp245,Çorlu,2051,6,8.285,22.552
GFDL-ESM4,ssp245,Çorlu,2051,7,45.465,26.148
GFDL-ESM4,ssp245,Çorlu,2051,8,9.749,26.639
GFDL-ESM4,ssp245,Çorlu,2051,9,26.452,21.241
GFDL-ESM4,ssp245,Çorlu,2051,10,52.692,17.624
GFDL-ESM4,ssp245,Çorlu,2051,11,69.43,13.449
GFDL-ESM4,ssp245,Çorlu,2051,12,124.822,7.234
GFDL-ESM4,ssp245,Çorlu,2052,1,100.558,4.656
GFDL-ESM4,ssp245,Çorlu,2052,2,36.163,4.545
GFDL-ESM4,ssp245,Çorlu,2052,3,75.634,9.761
GFDL-ESM4,ssp245,Çorlu,2052,4,80.68,12.021
GFDL-ESM4,ssp245,Çorlu,2052,5,54.842,16.89
GFDL-ESM4,ssp245,Çorlu,2052,6,60.445,22.05
GFDL-ESM4,ssp245,Çorlu,2052,7,69.656,25.016
GFDL-ESM4,ssp245,Çorlu,2052,8,62.858,25.744
GFDL-ESM4,ssp245,Çorlu,2052,9,102.884,20.872
GFDL-ESM4,ssp245,Çorlu,2052,10,66.658,14.569
GFDL-ESM4,ssp245,Çorlu,2052,11,90.842,11.116
GFDL-ESM4,ssp245,Çorlu,2052,12,107.678,6.917
GFDL-ESM4,ssp245,Çorlu,2053,1,16.089,7.778
GFDL-ESM4,ssp245,Çorlu,2053,2,64.381,6.451
GFDL-ESM4,ssp245,Çorlu,2053,3,13.969,9.964
GFDL-ESM4,ssp245,Çorlu,2053,4,33.01,14.222
GFDL-ESM4,ssp245,Çorlu,2053,5,13.66,18.413
GFDL-ESM4,ssp245,Çorlu,2053,6,72.121,23.931
GFDL-ESM4,ssp245,Çorlu,2053,7,19.672,27.445
GFDL-ESM4,ssp245,Çorlu,2053,8,2.377,29.271
GFDL-ESM4,ssp245,Çorlu,2053,9,7.048,24.117
GFDL-ESM4,ssp245,Çorlu,2053,10,172.124,17.595
GFDL-ESM4,ssp245,Çorlu,2053,11,196.953,11.252
GFDL-ESM4,ssp245,Çorlu,2053,12,63.49,8.45
GFDL-ESM4,ssp245,Çorlu,2054,1,66.704,7.021
GFDL-ESM4,ssp245,Çorlu,2054,2,96.694,6.376
GFDL-ESM4,ssp245,Çorlu,2054,3,19.455,10.316
GFDL-ESM4,ssp245,Çorlu,2054,4,106.901,14.642
GFDL-ESM4,ssp245,Çorlu,2054,5,16.523,18.81
GFDL-ESM4,ssp245,Çorlu,2054,6,83.434,22.323
GFDL-ESM4,ssp245,Çorlu,2054,7,8.067,25.925
