model,exp,name,year,month,pr_mm,tas_c
ACCESS-CM2,ssp245,Kırklareli,2056,6,34.612,26.972
ACCESS-CM2,ssp245,Kırklareli,2056,7,14.615,32.818
ACCESS-CM2,ssp245,Kırklareli,2056,8,3.153,29.116
ACCESS-CM2,ssp245,Kırklareli,2056,9,24.828,22.398
ACCESS-CM2,ssp245,Kırklareli,2056,10,5.2,20.668
ACCESS-CM2,ssp245,Kırklareli,2056,11,96.95,10.389
ACCESS-CM2,ssp245,Kırklareli,2056,12,72.489,1.195
ACCESS-CM2,ssp245,Kırklareli,2057,1,63.251,-1.145
ACCESS-CM2,ssp245,Kırklareli,2057,2,28.051,4.221
ACCESS-CM2,ssp245,Kırklareli,2057,3,28.941,8.757
ACCESS-CM2,ssp245,Kırklareli,2057,4,65.76,13.096
ACCESS-CM2,ssp245,Kırklareli,2057,5,10.391,25.485
ACCESS-CM2,ssp245,Kırklareli,2057,6,39.827,28.347
ACCESS-CM2,ssp245,Kırklareli,2057,7,8.286,31.429
ACCESS-CM2,ssp245,Kırklareli,2057,8,3.683,29.127
ACCESS-CM2,ssp245,Kırklareli,2057,9,11.647,21.593
ACCESS-CM2,ssp245,Kırklareli,2057,10,83.009,13.454
ACCESS-CM2,ssp245,Kırklareli,2057,11,76.392,8.375
ACCESS-CM2,ssp245,Kırklareli,2057,12,62.896,-0.343
ACCESS-CM2,ssp245,Kırklareli,2058,1,81.787,0.547
ACCESS-CM2,ssp245,Kırklareli,2058,2,135.396,2.639
ACCESS-CM2,ssp245,Kırklareli,2058,3,108.009,8.197
ACCESS-CM2,ssp245,Kırklareli,2058,4,167.214,11.902
ACCESS-CM2,ssp245,Kırklareli,2058,5,26.858,22.756
ACCESS-CM2,ssp245,Kırklareli,2058,6,35.308,28.037
ACCESS-CM2,ssp245,Kırklareli,2058,7,34.346,30.394
ACCESS-CM2,ssp245,Kırklareli,2058,8,7.429,28.809
ACCESS-CM2,ssp245,Kırklareli,2058,9,24.83,22.987
ACCESS-CM2,ssp245,Kırklareli,2058,10,40.284,13.713
ACCESS-CM2,ssp245,Kırklareli,2058,11,12.383,7.905
ACCESS-CM2,ssp245,Kırklareli,2058,12,113.445,7.002
ACCESS-CM2,ssp245,Kırklareli,2059,1,47.373,5.48
ACCESS-CM2,ssp245,Kırklareli,2059,2,67.322,3.276
ACCESS-CM2,ssp245,Kırklareli,2059,3,78.12,9.859
ACCESS-CM2,ssp245,Kırklareli,2059,4,66.629,14.685
ACCESS-CM2,ssp245,Kırklareli,2059,5,60.598,21.383
ACCESS-CM2,ssp245,Kırklareli,2059,6,77.458,24.711
ACCESS-CM2,ssp245,Kırklareli,2059,7,14.73,30.844
ACCESS-CM2,ssp245,Kırklareli,2059,8,22.139,26.34
ACCESS-CM2,ssp245,Kırklareli,2059,9,0.901,22.448
ACCESS-CM2,ssp245,Kırklareli,2059,10,125.664,15.97
ACCESS-CM2,ssp245,Kırklareli,2059,11,116.0,7.97
ACCESS-CM2,ssp245,Kırklareli,2059,12,42.974,1.577
ACCESS-CM2,ssp245,Kırklareli,2060,1,21.71,-2.305
ACCESS-CM2,ssp245,Kırklareli,2060,2,134.555,2.881
ACCESS-CM2,ssp245,Kırklareli,2060,3,15.473,9.078
ACCESS-CM2,ssp245,Kırklareli,2060,4,60.726,14.007
ACCESS-CM2,ssp245,Kırklareli,2060,5,50.156,21.172
ACCESS-CM2,ssp245,Kırklareli,2060,6,46.049,27.025
ACCESS-CM2,ssp245,Kırklareli,2060,7,0.662,29.238
ACCESS-CM2,ssp245,Kırklareli,2060,8,2.557,29.68
ACCESS-CM2,ssp245,Kırklareli,2060,9,8.02,25.116
ACCESS-CM2,ssp245,Kırklareli,2060,10,134.368,13.304
ACCESS-CM2,ssp245,Kırklareli,2060,11,43.292,5.258
ACCESS-CM2,ssp245,Kırklareli,2060,12,132.944,3.012
ACCESS-CM2,ssp245,Kırklareli,2061,1,26.314,0.692
ACCESS-CM2,ssp245,Kırklareli,2061,2,198.118,5.549
ACCESS-CM2,ssp245,Kırklareli,2061,3,70.467,4.381
ACCESS-CM2,ssp245,Kırklareli,2061,4,59.317,8.892
ACCESS-CM2,ssp245,Kırklareli,2061,5,23.025,18.486
ACCESS-CM2,ssp245,Kırklareli,2061,6,104.742,26.105
ACCESS-CM2,ssp245,Kırklareli,2061,7,17.77,31.525
ACCESS-CM2,ssp245,Kırklareli,2061,8,1.656,27.127
ACCESS-CM2,ssp245,Kırklareli,2061,9,2.493,23.197
ACCESS-CM2,ssp245,Kırklareli,2061,10,28.928,14.974
ACCESS-CM2,ssp245,Kırklareli,2061,11,29.617,7.948
ACCESS-CM2,ssp245,Kırklareli,2061,12,48.234,4.046
ACCESS-CM2,ssp245,Kırklareli,2062,1,63.658,5.902
ACCESS-CM2,ssp245,Kırklareli,2062,2,42.29,4.279
ACCESS-CM2,ssp245,Kırklareli,2062,3,148.548,7.865
ACCESS-CM2,ssp245,Kırklareli,2062,4,49.712,13.031
ACCESS-CM2,ssp245,Kırklareli,2062,5,36.826,20.332
ACCESS-CM2,ssp245,Kırklareli,2062,6,19.017,26.905
ACCESS-CM2,ssp245,Kırklareli,2062,7,16.236,31.898
ACCESS-CM2,ssp245,Kırklareli,2062,8,6.968,28.614
ACCESS-CM2,ssp245,Kırklareli,2062,9,0.484,21.904
ACCESS-CM2,ssp245,Kırklareli,2062,10,6.054,14.368
ACCESS-CM2,ssp245,Kırklareli,2062,11,6.142,5.03
ACCESS-CM2,ssp245,Kırklareli,2062,12,36.085,5.545
ACCESS-CM2,ssp245,Kırklareli,2063,1,24.991,5.68
ACCESS-CM2,ssp245,Kırklareli,2063,2,12.548,10.69
ACCESS-CM2,ssp245,Kırklareli,2063,3,25.579,9.619
ACCESS-CM2,ssp245,Kırklareli,2063,4,102.987,13.651
ACCESS-CM2,ssp245,Kırklareli,2063,5,11.368,22.376
ACCESS-CM2,ssp245,Kırklareli,2063,6,112.55,26.865
ACCESS-CM2,ssp245,Kırklareli,2063,7,1.147,31.431
ACCESS-CM2,ssp245,Kırklareli,2063,8,27.923,28.72
ACCESS-CM2,ssp245,Kırklareli,2063,9,1.067,22.658
ACCESS-CM2,ssp245,Kırklareli,2063,10,9.507,17.364
ACCESS-CM2,ssp245,Kırklareli,2063,11,15.875,4.846
ACCESS-CM2,ssp245,Kırklareli,2063,12,22.873,2.196
ACCESS-CM2,ssp245,Kırklareli,2064,1,142.835,5.382
ACCESS-CM2,ssp245,Kırklareli,2064,2,77.249,4.552
ACCESS-CM2,ssp245,Kırklareli,2064,3,115.212,6.457
ACCESS-CM2,ssp245,Kırklareli,2064,4,75.231,16.146
ACCESS-CM2,ssp245,Kırklareli,2064,5,23.615,20.657
ACCESS-CM2,ssp245,Kırklareli,2064,6,61.735,26.83
ACCESS-CM2,ssp245,Kırklareli,2064,7,14.575,29.032
ACCESS-CM2,ssp245,Kırklareli,2064,8,49.649,27.077
ACCESS-CM2,ssp245,Kırklareli,2064,9,11.154,21.022
ACCESS-CM2,ssp245,Kırklareli,2064,10,5.923,13.607
ACCESS-CM2,ssp245,Kırklareli,2064,11,69.81,8.992
ACCESS-CM2,ssp245,Kırklareli,2064,12,45.481,6.05
ACCESS-CM2,ssp245,Kırklareli,2065,1,41.875,4.086
ACCESS-CM2,ssp245,Kırklareli,2065,2,71.617,4.049
ACCESS-CM2,ssp245,Kırklareli,2065,3,88.356,9.401
ACCESS-CM2,ssp245,Kırklareli,2065,4,38.165,16.779
ACCESS-CM2,ssp245,Kırklareli,2065,5,142.132,18.569
ACCESS-CM2,ssp245,Kırklareli,2065,6,68.888,24.013
ACCESS-CM2,ssp245,Kırklareli,2065,7,32.477,29.934
ACCESS-CM2,ssp245,Kırklareli,2065,8,6.117,27.114
ACCESS-CM2,ssp245,Kırklareli,2065,9,15.529,25.142
ACCESS-CM2,ssp245,Kırklareli,2065,10,60.927,17.933
ACCESS-CM2,ssp245,Kırklareli,2065,11,59.386,9.474
ACCESS-CM2,ssp245,Kırklareli,2065,12,106.553,3.454
ACCESS-CM2,ssp245,Kırklareli,2066,1,102.389,2.083
ACCESS-CM2,ssp245,Kırklareli,2066,2,44.503,7.541
ACCESS-CM2,ssp245,Kırklareli,2066,3,143.008,7.575
ACCESS-CM2,ssp245,Kırklareli,2066,4,67.965,12.524
ACCESS-CM2,ssp245,Kırklareli,2066,5,77.285,20.941
ACCESS-CM2,ssp245,Kırklareli,2066,6,22.127,26.83
ACCESS-CM2,ssp245,Kırklareli,2066,7,32.533,29.989
ACCESS-CM2,ssp245,Kırklareli,2066,8,6.497,28.63
ACCESS-CM2,ssp245,Kırklareli,2066,9,1.845,21.839
ACCESS-CM2,ssp245,Kırklareli,2066,10,8.343,15.086
ACCESS-CM2,ssp245,Kırklareli,2066,11,62.949,10.903
ACCESS-CM2,ssp245,Kırklareli,2066,12,74.578,3.311
ACCESS-CM2,ssp245,Kırklareli,2067,1,28.242,2.815
ACCESS-CM2,ssp245,Kırklareli,2067,2,51.004,-0.806
ACCESS-CM2,ssp245,Kırklareli,2067,3,21.773,12.256
ACCESS-CM2,ssp245,Kırklareli,2067,4,126.662,12.035
ACCESS-CM2,ssp245,Kırklareli,2067,5,41.905,18.23
ACCESS-CM2,ssp245,Kırklareli,2067,6,111.141,23.999
ACCESS-CM2,ssp245,Kırklareli,2067,7,34.734,27.891
ACCESS-CM2,ssp245,Kırklareli,2067,8,2.683,27.582
ACCESS-CM2,ssp245,Kırklareli,2067,9,1.824,21.145
ACCESS-CM2,ssp245,Kırklareli,2067,10,5.154,10.854
ACCESS-CM2,ssp245,Kırklareli,2067,11,63.53,9.545
ACCESS-CM2,ssp245,Kırklareli,2067,12,119.09,2.275
ACCESS-CM2,ssp245,Kırklareli,2068,1,32.64,0.043
ACCESS-CM2,ssp245,Kırklareli,2068,2,67.124,5.541
ACCESS-CM2,ssp245,Kırklareli,2068,3,24.342,7.149
ACCESS-CM2,ssp245,Kırklareli,2068,4,50.76,16.507
ACCESS-CM2,ssp245,Kırklareli,2068,5,79.742,20.206
ACCESS-CM2,ssp245,Kırklareli,2068,6,23.557,26.219
ACCESS-CM2,ssp245,Kırklareli,2068,7,21.792,32.102
ACCESS-CM2,ssp245,Kırklareli,2068,8,0.259,29.282
ACCESS-CM2,ssp245,Kırklareli,2068,9,18.966,22.736
ACCESS-CM2,ssp245,Kırklareli,2068,10,9.786,20.76
ACCESS-CM2,ssp245,Kırklareli,2068,11,48.622,6.431
ACCESS-CM2,ssp245,Kırklareli,2068,12,83.455,-0.54
ACCESS-CM2,ssp245,Kırklareli,2069,1,36.637,3.513
ACCESS-CM2,ssp245,Kırklareli,2069,2,91.629,5.923
ACCESS-CM2,ssp245,Kırklareli,2069,3,203.356,6.778
ACCESS-CM2,ssp245,Kırklareli,2069,4,53.634,14.82
ACCESS-CM2,ssp245,Kırklareli,2069,5,114.857,20.408
ACCESS-CM2,ssp245,Kırklareli,2069,6,49.267,25.101
ACCESS-CM2,ssp245,Kırklareli,2069,7,43.016,31.477
ACCESS-CM2,ssp245,Kırklareli,2069,8,33.634,27.968
ACCESS-CM2,ssp245,Kırklareli,2069,9,45.477,20.36
ACCESS-CM2,ssp245,Kırklareli,2069,10,11.75,19.269
ACCESS-CM2,ssp245,Kırklareli,2069,11,83.125,6.844
ACCESS-CM2,ssp245,Kırklareli,2069,12,61.403,3.29
ACCESS-CM2,ssp245,Kırklareli,2070,1,44.264,-2.774
ACCESS-CM2,ssp245,Kırklareli,2070,2,146.492,0.501
ACCESS-CM2,ssp245,Kırklareli,2070,3,87.904,5.579
ACCESS-CM2,ssp245,Kırklareli,2070,4,46.495,15.304
ACCESS-CM2,ssp245,Kırklareli,2070,5,75.463,17.802
ACCESS-CM2,ssp245,Kırklareli,2070,6,23.919,26.07
ACCESS-CM2,ssp245,Kırklareli,2070,7,35.794,31.462
ACCESS-CM2,ssp245,Kırklareli,2070,8,13.08,26.408
ACCESS-CM2,ssp245,Kırklareli,2070,9,23.799,19.73
ACCESS-CM2,ssp245,Kırklareli,2070,10,4.423,16.574
ACCESS-CM2,ssp245,Kırklareli,2070,11,9.047,8.89
ACCESS-CM2,ssp245,Kırklareli,2070,12,38.682,1.09
ACCESS-CM2,ssp245,Kırklareli,2071,1,59.568,2.505
ACCESS-CM2,ssp245,Kırklareli,2071,2,37.17,3.675
ACCESS-CM2,ssp245,Kırklareli,2071,3,44.972,9.501
ACCESS-CM2,ssp245,Kırklareli,2071,4,5.343,19.567
ACCESS-CM2,ssp245,Kırklareli,2071,5,131.339,17.803
ACCESS-CM2,ssp245,Kırklareli,2071,6,53.233,26.124
ACCESS-CM2,ssp245,Kırklareli,2071,7,9.52,31.397
ACCESS-CM2,ssp245,Kırklareli,2071,8,10.658,30.934
ACCESS-CM2,ssp245,Kırklareli,2071,9,1.133,24.932
ACCESS-CM2,ssp245,Kırklareli,2071,10,41.257,21.35
ACCESS-CM2,ssp245,Kırklareli,2071,11,119.782,1.754
ACCESS-CM2,ssp245,Kırklareli,2071,12,71.494,1.61
ACCESS-CM2,ssp245,Kırklareli,2072,1,112.319,4.122
ACCESS-CM2,ssp245,Kırklareli,2072,2,82.11,4.042
ACCESS-CM2,ssp245,Kırklareli,2072,3,124.997,9.163
ACCESS-CM2,ssp245,Kırklareli,2072,4,126.985,13.079
ACCESS-CM2,ssp245,Kırklareli,2072,5,91.356,21.517
ACCESS-CM2,ssp245,Kırklareli,2072,6,18.696,26.405
ACCESS-CM2,ssp245,Kırklareli,2072,7,9.43,30.779
ACCESS-CM2,ssp245,Kırklareli,2072,8,6.82,28.458
ACCESS-CM2,ssp245,Kırklareli,2072,9,1.22,25.489
ACCESS-CM2,ssp245,Kırklareli,2072,10,89.532,15.329
ACCESS-CM2,ssp245,Kırklareli,2072,11,120.28,9.03
ACCESS-CM2,ssp245,Kırklareli,2072,12,191.02,4.053
ACCESS-CM2,ssp245,Kırklareli,2073,1,31.185,-4.35
ACCESS-CM2,ssp245,Kırklareli,2073,2,56.881,2.494
ACCESS-CM2,ssp245,Kırklareli,2073,3,101.94,7.686
ACCESS-CM2,ssp245,Kırklareli,2073,4,159.279,13.83
ACCESS-CM2,ssp245,Kırklareli,2073,5,92.256,15.742
ACCESS-CM2,ssp245,Kırklareli,2073,6,38.344,25.412
ACCESS-CM2,ssp245,Kırklareli,2073,7,14.22,28.215
ACCESS-CM2,ssp245,Kırklareli,2073,8,8.439,27.476
ACCESS-CM2,ssp245,Kırklareli,2073,9,5.637,20.116
ACCESS-CM2,ssp245,Kırklareli,2073,10,38.8,15.095
ACCESS-CM2,ssp245,Kırklareli,2073,11,180.852,7.183
ACCESS-CM2,ssp245,Kırklareli,2073,12,66.852,6.29
ACCESS-CM2,ssp245,Kırklareli,2074,1,93.002,5.442
ACCESS-CM2,ssp245,Kırklareli,2074,2,75.687,6.222
ACCESS-CM2,ssp245,Kırklareli,2074,3,143.48,9.61
ACCESS-CM2,ssp245,Kırklareli,2074,4,117.518,14.409
ACCESS-CM2,ssp245,Kırklareli,2074,5,39.239,22.27
ACCESS-CM2,ssp245,Kırklareli,2074,6,7.933,29.11
ACCESS-CM2,ssp245,Kırklareli,2074,7,6.825,29.421
ACCESS-CM2,ssp245,Kırklareli,2074,8,16.104,28.52
ACCESS-CM2,ssp245,Kırklareli,2074,9,16.907,21.31
ACCESS-CM2,ssp245,Kırklareli,2074,10,7.425,20.473
ACCESS-CM2,ssp245,Kırklareli,2074,11,30.846,8.902
ACCESS-CM2,ssp245,Kırklareli,2074,12,108.453,8.627
ACCESS-CM2,ssp245,Kırklareli,2075,1,44.278,0.433
ACCESS-CM2,ssp245,Kırklareli,2075,2,86.987,2.352
ACCESS-CM2,ssp245,Kırklareli,2075,3,110.768,5.566
ACCESS-CM2,ssp245,Kırklareli,2075,4,56.818,13.085
ACCESS-CM2,ssp245,Kırklareli,2075,5,29.954,18.312
ACCESS-CM2,ssp245,Kırklareli,2075,6,18.52,27.375
ACCESS-CM2,ssp245,Kırklareli,2075,7,14.67,31.797
ACCESS-CM2,ssp245,Kırklareli,2075,8,6.489,29.163
ACCESS-CM2,ssp245,Kırklareli,2075,9,9.969,23.278
ACCESS-CM2,ssp245,Kırklareli,2075,10,122.77,16.401
ACCESS-CM2,ssp245,Kırklareli,2075,11,104.404,5.131
ACCESS-CM2,ssp245,Kırklareli,2075,12,79.755,1.517
ACCESS-CM2,ssp245,Kırklareli,2076,1,56.286,5.617
ACCESS-CM2,ssp245,Kırklareli,2076,2,109.804,4.93
ACCESS-CM2,ssp245,Kırklareli,2076,3,83.424,5.547
ACCESS-CM2,ssp245,Kırklareli,2076,4,108.456,12.133
ACCESS-CM2,ssp245,Kırklareli,2076,5,97.297,21.125
ACCESS-CM2,ssp245,Kırklareli,2076,6,130.9,22.9
ACCESS-CM2,ssp245,Kırklareli,2076,7,9.394,31.255
ACCESS-CM2,ssp245,Kırklareli,2076,8,0.668,29.478
ACCESS-CM2,ssp245,Kırklareli,2076,9,52.627,20.762
ACCESS-CM2,ssp245,Kırklareli,2076,10,15.567,13.743
ACCESS-CM2,ssp245,Kırklareli,2076,11,92.185,5.991
ACCESS-CM2,ssp245,Kırklareli,2076,12,29.091,6.4
ACCESS-CM2,ssp245,Kırklareli,2077,1,83.907,0.753
ACCESS-CM2,ssp245,Kırklareli,2077,2,36.656,4.488
ACCESS-CM2,ssp245,Kırklareli,2077,3,60.685,8.982
ACCESS-CM2,ssp245,Kırklareli,2077,4,132.737,13.053
ACCESS-CM2,ssp245,Kırklareli,2077,5,44.319,21.977
ACCESS-CM2,ssp245,Kırklareli,2077,6,74.765,25.35
ACCESS-CM2,ssp245,Kırklareli,2077,7,154.604,27.044
ACCESS-CM2,ssp245,Kırklareli,2077,8,1.815,26.681
ACCESS-CM2,ssp245,Kırklareli,2077,9,7.928,24.55
ACCESS-CM2,ssp245,Kırklareli,2077,10,78.014,15.074
ACCESS-CM2,ssp245,Kırklareli,2077,11,76.17,8.829
ACCESS-CM2,ssp245,Kırklareli,2077,12,86.963,4.033
ACCESS-CM2,ssp245,Kırklareli,2078,1,57.268,-2.727
ACCESS-CM2,ssp245,Kırklareli,2078,2,7.98,0.73
ACCESS-CM2,ssp245,Kırklareli,2078,3,78.971,7.973
ACCESS-CM2,ssp245,Kırklareli,2078,4,37.187,11.519
ACCESS-CM2,ssp245,Kırklareli,2078,5,176.697,18.118
ACCESS-CM2,ssp245,Kırklareli,2078,6,61.019,24.872
ACCESS-CM2,ssp245,Kırklareli,2078,7,6.329,28.338
ACCESS-CM2,ssp245,Kırklareli,2078,8,9.974,27.341
ACCESS-CM2,ssp245,Kırklareli,2078,9,7.108,22.86
ACCESS-CM2,ssp245,Kırklareli,2078,10,13.664,15.235
ACCESS-CM2,ssp245,Kırklareli,2078,11,106.048,5.264
ACCESS-CM2,ssp245,Kırklareli,2078,12,78.271,3.247
ACCESS-CM2,ssp245,Kırklareli,2079,1,76.332,-0.223
ACCESS-CM2,ssp245,Kırklareli,2079,2,95.524,1.006
ACCESS-CM2,ssp245,Kırklareli,2079,3,67.262,10.723
ACCESS-CM2,ssp245,Kırklareli,2079,4,122.981,12.471
ACCESS-CM2,ssp245,Kırklareli,2079,5,27.268,21.769
ACCESS-CM2,ssp245,Kırklareli,2079,6,26.363,26.335
ACCESS-CM2,ssp245,Kırklareli,2079,7,43.365,30.336
ACCESS-CM2,ssp245,Kırklareli,2079,8,0.803,29.879
ACCESS-CM2,ssp245,Kırklareli,2079,9,7.377,24.512
ACCESS-CM2,ssp245,Kırklareli,2079,10,35.726,15.171
ACCESS-CM2,ssp245,Kırklareli,2079,11,151.399,11.902
ACCESS-CM2,ssp245,Kırklareli,2079,12,65.678,5.004
ACCESS-CM2,ssp245,Kırklareli,2080,1,111.12,0.742
ACCESS-CM2,ssp245,Kırklareli,2080,2,111.001,4.116
ACCESS-CM2,ssp245,Kırklareli,2080,3,51.131,9.373
ACCESS-CM2,ssp245,Kırklareli,2080,4,8.404,16.079
ACCESS-CM2,ssp245,Kırklareli,2080,5,106.059,21.137
ACCESS-CM2,ssp245,Kırklareli,2080,6,60.694,27.814
ACCESS-CM2,ssp245,Kırklareli,2080,7,14.828,31.557
ACCESS-CM2,ssp245,Kırklareli,2080,8,0.572,30.813
ACCESS-CM2,ssp245,Kırklareli,2080,9,27.349,24.788
ACCESS-CM2,ssp245,Kırklareli,2080,10,70.551,18.645
ACCESS-CM2,ssp245,Kırklareli,2080,11,138.746,8.584
ACCESS-CM2,ssp245,Kırklareli,2080,12,21.31,8.702
ACCESS-CM2,ssp245,Kırklareli,2081,1,172.264,4.087
ACCESS-CM2,ssp245,Kırklareli,2081,2,154.753,9.561
ACCESS-CM2,ssp245,Kırklareli,2081,3,112.053,10.203
ACCESS-CM2,ssp245,Kırklareli,2081,4,104.073,12.584
ACCESS-CM2,ssp245,Kırklareli,2081,5,31.297,18.258
ACCESS-CM2,ssp245,Kırklareli,2081,6,120.362,21.696
ACCESS-CM2,ssp245,Kırklareli,2081,7,113.247,28.134
ACCESS-CM2,ssp245,Kırklareli,2081,8,15.738,28.408
ACCESS-CM2,ssp245,Kırklareli,2081,9,11.689,21.272
ACCESS-CM2,ssp245,Kırklareli,2081,10,58.969,16.307
ACCESS-CM2,ssp245,Kırklareli,2081,11,133.961,9.609
ACCESS-CM2,ssp245,Kırklareli,2081,12,50.73,2.563
ACCESS-CM2,ssp245,Kırklareli,2082,1,48.729,-1.69
ACCESS-CM2,ssp245,Kırklareli,2082,2,40.02,3.14
ACCESS-CM2,ssp245,Kırklareli,2082,3,51.765,7.761
ACCESS-CM2,ssp245,Kırklareli,2082,4,49.995,13.822
ACCESS-CM2,ssp245,Kırklareli,2082,5,70.696,19.486
ACCESS-CM2,ssp245,Kırklareli,2082,6,70.31,29.276
ACCESS-CM2,ssp245,Kırklareli,2082,7,11.28,31.912
ACCESS-CM2,ssp245,Kırklareli,2082,8,5.808,29.416
ACCESS-CM2,ssp245,Kırklareli,2082,9,5.3,22.556
ACCESS-CM2,ssp245,Kırklareli,2082,10,77.635,11.357
ACCESS-CM2,ssp245,Kırklareli,2082,11,77.338,7.661
ACCESS-CM2,ssp245,Kırklareli,2082,12,78.181,2.965
ACCESS-CM2,ssp245,Kırklareli,2083,1,67.609,3.638
ACCESS-CM2,ssp245,Kırklareli,2083,2,56.33,3.745
ACCESS-CM2,ssp245,Kırklareli,2083,3,10.771,11.972
ACCESS-CM2,ssp245,Kırklareli,2083,4,97.467,17.117
ACCESS-CM2,ssp245,Kırklareli,2083,5,115.453,19.341
ACCESS-CM2,ssp245,Kırklareli,2083,6,79.103,24.687
ACCESS-CM2,ssp245,Kırklareli,2083,7,45.948,31.612
ACCESS-CM2,ssp245,Kırklareli,2083,8,11.639,31.093
ACCESS-CM2,ssp245,Kırklareli,2083,9,2.634,22.678
ACCESS-CM2,ssp245,Kırklareli,2083,10,14.993,16.357
ACCESS-CM2,ssp245,Kırklareli,2083,11,42.403,10.6
ACCESS-CM2,ssp245,Kırklareli,2083,12,118.715,4.589
ACCESS-CM2,ssp245,Kırklareli,2084,1,111.437,5.243
ACCESS-CM2,ssp245,Kırklareli,2084,2,55.178,5.695
ACCESS-CM2,ssp245,Kırklareli,2084,3,66.811,10.854
ACCESS-CM2,ssp245,Kırklareli,2084,4,36.525,13.758
ACCESS-CM2,ssp245,Kırklareli,2084,5,41.66,20.862
ACCESS-CM2,ssp245,Kırklareli,2084,6,34.001,28.561
ACCESS-CM2,ssp245,Kırklareli,2084,7,24.119,31.405
ACCESS-CM2,ssp245,Kırklareli,2084,8,2.557,27.166
ACCESS-CM2,ssp245,Kırklareli,2084,9,0.144,24.385
ACCESS-CM2,ssp245,Kırklareli,2084,10,110.564,15.181
ACCESS-CM2,ssp245,Kırklareli,2084,11,46.913,2.365
ACCESS-CM2,ssp245,Kırklareli,2084,12,118.448,-0.401
ACCESS-CM2,ssp245,Kırklareli,2085,1,68.124,2.942
ACCESS-CM2,ssp245,Kırklareli,2085,2,40.624,3.585
ACCESS-CM2,ssp245,Kırklareli,2085,3,94.889,11.963
ACCESS-CM2,ssp245,Kırklareli,2085,4,54.497,10.116
ACCESS-CM2,ssp245,Kırklareli,2085,5,136.51,20.374
ACCESS-CM2,ssp245,Kırklareli,2085,6,12.381,26.147
ACCESS-CM2,ssp245,Kırklareli,2085,7,43.597,31.019
ACCESS-CM2,ssp245,Kırklareli,2085,8,1.12,27.485
ACCESS-CM2,ssp245,Kırklareli,2085,9,1.363,23.517
ACCESS-CM2,ssp245,Kırklareli,2085,10,19.866,17.412
ACCESS-CM2,ssp245,Kırklareli,2085,11,67.078,7.321
ACCESS-CM2,ssp245,Kırklareli,2085,12,26.485,7.675
ACCESS-CM2,ssp245,Kırklareli,2086,1,75.94,3.765
ACCESS-CM2,ssp245,Kırklareli,2086,2,71.268,7.271
ACCESS-CM2,ssp245,Kırklareli,2086,3,43.893,3.319
ACCESS-CM2,ssp245,Kırklareli,2086,4,53.726,11.552
ACCESS-CM2,ssp245,Kırklareli,2086,5,12.84,23.68
ACCESS-CM2,ssp245,Kırklareli,2086,6,56.582,28.284
ACCESS-CM2,ssp245,Kırklareli,2086,7,42.185,29.539
ACCESS-CM2,ssp245,Kırklareli,2086,8,14.626,31.222
ACCESS-CM2,ssp245,Kırklareli,2086,9,4.322,23.046
ACCESS-CM2,ssp245,Kırklareli,2086,10,60.795,14.39
ACCESS-CM2,ssp245,Kırklareli,2086,11,53.558,7.122
ACCESS-CM2,ssp245,Kırklareli,2086,12,103.024,7.3
ACCESS-CM2,ssp245,Kırklareli,2087,1,118.198,0.024
ACCESS-CM2,ssp245,Kırklareli,2087,2,87.402,-0.526
ACCESS-CM2,ssp245,Kırklareli,2087,3,57.078,7.935
ACCESS-CM2,ssp245,Kırklareli,2087,4,73.444,16.947
ACCESS-CM2,ssp245,Kırklareli,2087,5,101.164,17.651
ACCESS-CM2,ssp245,Kırklareli,2087,6,83.601,23.303
ACCESS-CM2,ssp245,Kırklareli,2087,7,37.753,29.209
ACCESS-CM2,ssp245,Kırklareli,2087,8,32.053,28.068
ACCESS-CM2,ssp245,Kırklareli,2087,9,37.19,24.352
ACCESS-CM2,ssp245,Kırklareli,2087,10,69.395,14.797
ACCESS-CM2,ssp245,Kırklareli,2087,11,85.599,8.098
ACCESS-CM2,ssp245,Kırklareli,2087,12,70.77,4.283
ACCESS-CM2,ssp245,Kırklareli,2088,1,128.162,0.49
ACCESS-CM2,ssp245,Kırklareli,2088,2,38.634,2.902
ACCESS-CM2,ssp245,Kırklareli,2088,3,63.601,9.885
ACCESS-CM2,ssp245,Kırklareli,2088,4,83.68,14.267
ACCESS-CM2,ssp245,Kırklareli,2088,5,78.517,18.848
ACCESS-CM2,ssp245,Kırklareli,2088,6,35.883,29.09
ACCESS-CM2,ssp245,Kırklareli,2088,7,18.02,30.526
ACCESS-CM2,ssp245,Kırklareli,2088,8,19.804,27.813
ACCESS-CM2,ssp245,Kırklareli,2088,9,6.229,20.461
ACCESS-CM2,ssp245,Kırklareli,2088,10,114.78,11.768
ACCESS-CM2,ssp245,Kırklareli,2088,11,99.19,7.014
ACCESS-CM2,ssp245,Kırklareli,2088,12,77.752,-0.628
ACCESS-CM2,ssp245,Kırklareli,2089,1,118.906,-4.632
ACCESS-CM2,ssp245,Kırklareli,2089,2,15.649,2.048
ACCESS-CM2,ssp245,Kırklareli,2089,3,132.326,10.068
ACCESS-CM2,ssp245,Kırklareli,2089,4,50.329,13.199
ACCESS-CM2,ssp245,Kırklareli,2089,5,69.524,19.924
ACCESS-CM2,ssp245,Kırklareli,2089,6,49.24,28.398
ACCESS-CM2,ssp245,Kırklareli,2089,7,26.959,28.957
