model,ssp,name,year,month,SPI12,SPEI12
ACCESS-CM2,ssp585,Sarıyer,2066,6,0.209,-0.973
ACCESS-CM2,ssp585,Sarıyer,2066,7,0.197,-1.166
ACCESS-CM2,ssp585,Sarıyer,2066,8,0.094,-1.468
ACCESS-CM2,ssp585,Sarıyer,2066,9,0.271,-1.394
ACCESS-CM2,ssp585,Sarıyer,2066,10,0.365,-1.356
ACCESS-CM2,ssp585,Sarıyer,2066,11,0.659,-1.087
ACCESS-CM2,ssp585,Sarıyer,2066,12,0.952,-0.723
ACCESS-CM2,ssp585,Sarıyer,2067,1,0.188,-1.66
ACCESS-CM2,ssp585,Sarıyer,2067,2,0.566,-1.158
ACCESS-CM2,ssp585,Sarıyer,2067,3,-0.376,-2.112
ACCESS-CM2,ssp585,Sarıyer,2067,4,-0.982,-2.506
ACCESS-CM2,ssp585,Sarıyer,2067,5,-0.87,-2.648
ACCESS-CM2,ssp585,Sarıyer,2067,6,-0.795,-2.958
ACCESS-CM2,ssp585,Sarıyer,2067,7,-0.743,-2.488
ACCESS-CM2,ssp585,Sarıyer,2067,8,-0.645,-1.969
ACCESS-CM2,ssp585,Sarıyer,2067,9,-1.086,-2.086
ACCESS-CM2,ssp585,Sarıyer,2067,10,-1.101,-2.061
ACCESS-CM2,ssp585,Sarıyer,2067,11,-1.002,-2.239
ACCESS-CM2,ssp585,Sarıyer,2067,12,-1.604,-2.654
ACCESS-CM2,ssp585,Sarıyer,2068,1,-1.177,-2.321
ACCESS-CM2,ssp585,Sarıyer,2068,2,-1.257,-3.291
ACCESS-CM2,ssp585,Sarıyer,2068,3,-0.861,-2.036
ACCESS-CM2,ssp585,Sarıyer,2068,4,-0.798,-2.013
ACCESS-CM2,ssp585,Sarıyer,2068,5,-1.164,-2.495
ACCESS-CM2,ssp585,Sarıyer,2068,6,-1.28,-3.065
ACCESS-CM2,ssp585,Sarıyer,2068,7,-1.196,-2.687
ACCESS-CM2,ssp585,Sarıyer,2068,8,-0.947,-2.212
ACCESS-CM2,ssp585,Sarıyer,2068,9,0.599,-0.992
ACCESS-CM2,ssp585,Sarıyer,2068,10,0.057,-1.644
ACCESS-CM2,ssp585,Sarıyer,2068,11,0.234,-1.589
ACCESS-CM2,ssp585,Sarıyer,2068,12,0.371,-1.41
ACCESS-CM2,ssp585,Sarıyer,2069,1,0.251,-1.585
ACCESS-CM2,ssp585,Sarıyer,2069,2,-0.106,-2.148
ACCESS-CM2,ssp585,Sarıyer,2069,3,-0.083,-1.877
ACCESS-CM2,ssp585,Sarıyer,2069,4,0.53,-1.253
ACCESS-CM2,ssp585,Sarıyer,2069,5,0.842,-0.69
ACCESS-CM2,ssp585,Sarıyer,2069,6,1.142,-0.286
ACCESS-CM2,ssp585,Sarıyer,2069,7,1.187,-0.33
ACCESS-CM2,ssp585,Sarıyer,2069,8,0.953,-0.8
ACCESS-CM2,ssp585,Sarıyer,2069,9,-0.382,-1.97
ACCESS-CM2,ssp585,Sarıyer,2069,10,-0.281,-1.75
ACCESS-CM2,ssp585,Sarıyer,2069,11,-1.208,-2.655
ACCESS-CM2,ssp585,Sarıyer,2069,12,-1.434,-2.827
ACCESS-CM2,ssp585,Sarıyer,2070,1,-1.741,-2.978
ACCESS-CM2,ssp585,Sarıyer,2070,2,-1.628,-4.753
ACCESS-CM2,ssp585,Sarıyer,2070,3,-1.788,-2.927
ACCESS-CM2,ssp585,Sarıyer,2070,4,-2.768,-3.317
ACCESS-CM2,ssp585,Sarıyer,2070,5,-3.246,-4.181
ACCESS-CM2,ssp585,Sarıyer,2070,6,-3.136,-4.753
ACCESS-CM2,ssp585,Sarıyer,2070,7,-2.992,-4.409
ACCESS-CM2,ssp585,Sarıyer,2070,8,-2.915,-3.565
ACCESS-CM2,ssp585,Sarıyer,2070,9,-3.185,-3.439
ACCESS-CM2,ssp585,Sarıyer,2070,10,-2.698,-3.642
ACCESS-CM2,ssp585,Sarıyer,2070,11,-2.672,-3.874
ACCESS-CM2,ssp585,Sarıyer,2070,12,-0.964,-2.925
ACCESS-CM2,ssp585,Sarıyer,2071,1,-0.415,-2.566
ACCESS-CM2,ssp585,Sarıyer,2071,2,-0.274,-4.753
ACCESS-CM2,ssp585,Sarıyer,2071,3,0.008,-2.224
ACCESS-CM2,ssp585,Sarıyer,2071,4,0.173,-2.044
ACCESS-CM2,ssp585,Sarıyer,2071,5,0.251,-1.874
ACCESS-CM2,ssp585,Sarıyer,2071,6,-0.148,-2.4
ACCESS-CM2,ssp585,Sarıyer,2071,7,0.278,-1.745
ACCESS-CM2,ssp585,Sarıyer,2071,8,0.623,-1.121
ACCESS-CM2,ssp585,Sarıyer,2071,9,0.642,-1.074
ACCESS-CM2,ssp585,Sarıyer,2071,10,0.977,-0.457
ACCESS-CM2,ssp585,Sarıyer,2071,11,1.245,-0.323
ACCESS-CM2,ssp585,Sarıyer,2071,12,0.813,-0.749
ACCESS-CM2,ssp585,Sarıyer,2072,1,0.166,-1.522
ACCESS-CM2,ssp585,Sarıyer,2072,2,0.783,-0.639
ACCESS-CM2,ssp585,Sarıyer,2072,3,0.649,-0.916
ACCESS-CM2,ssp585,Sarıyer,2072,4,1.154,-0.18
ACCESS-CM2,ssp585,Sarıyer,2072,5,1.093,-0.206
ACCESS-CM2,ssp585,Sarıyer,2072,6,1.115,-0.292
ACCESS-CM2,ssp585,Sarıyer,2072,7,0.493,-0.777
ACCESS-CM2,ssp585,Sarıyer,2072,8,0.144,-1.046
ACCESS-CM2,ssp585,Sarıyer,2072,9,0.152,-1.135
ACCESS-CM2,ssp585,Sarıyer,2072,10,0.036,-1.22
ACCESS-CM2,ssp585,Sarıyer,2072,11,0.017,-1.388
ACCESS-CM2,ssp585,Sarıyer,2072,12,-0.601,-1.955
ACCESS-CM2,ssp585,Sarıyer,2073,1,-0.166,-1.633
ACCESS-CM2,ssp585,Sarıyer,2073,2,-0.834,-2.69
ACCESS-CM2,ssp585,Sarıyer,2073,3,-1.223,-2.355
ACCESS-CM2,ssp585,Sarıyer,2073,4,-2.019,-2.862
ACCESS-CM2,ssp585,Sarıyer,2073,5,-1.886,-2.914
ACCESS-CM2,ssp585,Sarıyer,2073,6,-1.34,-2.421
ACCESS-CM2,ssp585,Sarıyer,2073,7,-1.294,-2.306
ACCESS-CM2,ssp585,Sarıyer,2073,8,-1.264,-2.112
ACCESS-CM2,ssp585,Sarıyer,2073,9,-1.314,-2.106
ACCESS-CM2,ssp585,Sarıyer,2073,10,-1.715,-2.514
ACCESS-CM2,ssp585,Sarıyer,2073,11,-2.395,-3.064
ACCESS-CM2,ssp585,Sarıyer,2073,12,-1.997,-2.873
ACCESS-CM2,ssp585,Sarıyer,2074,1,-1.983,-2.816
ACCESS-CM2,ssp585,Sarıyer,2074,2,-1.665,-4.753
ACCESS-CM2,ssp585,Sarıyer,2074,3,-0.586,-1.883
ACCESS-CM2,ssp585,Sarıyer,2074,4,-0.442,-1.729
ACCESS-CM2,ssp585,Sarıyer,2074,5,-0.476,-1.789
ACCESS-CM2,ssp585,Sarıyer,2074,6,-1.116,-2.94
ACCESS-CM2,ssp585,Sarıyer,2074,7,-1.19,-2.833
ACCESS-CM2,ssp585,Sarıyer,2074,8,-1.15,-2.605
ACCESS-CM2,ssp585,Sarıyer,2074,9,-1.179,-2.519
ACCESS-CM2,ssp585,Sarıyer,2074,10,-0.197,-1.786
ACCESS-CM2,ssp585,Sarıyer,2074,11,0.522,-1.155
ACCESS-CM2,ssp585,Sarıyer,2074,12,0.414,-1.206
ACCESS-CM2,ssp585,Sarıyer,2075,1,0.778,-0.871
ACCESS-CM2,ssp585,Sarıyer,2075,2,1.173,-0.186
ACCESS-CM2,ssp585,Sarıyer,2075,3,0.615,-0.945
ACCESS-CM2,ssp585,Sarıyer,2075,4,0.727,-0.755
ACCESS-CM2,ssp585,Sarıyer,2075,5,0.723,-0.874
ACCESS-CM2,ssp585,Sarıyer,2075,6,0.688,-1.116
ACCESS-CM2,ssp585,Sarıyer,2075,7,0.988,-0.689
ACCESS-CM2,ssp585,Sarıyer,2075,8,0.977,-0.776
ACCESS-CM2,ssp585,Sarıyer,2075,9,1.292,-0.464
ACCESS-CM2,ssp585,Sarıyer,2075,10,0.858,-0.961
ACCESS-CM2,ssp585,Sarıyer,2075,11,0.208,-1.97
ACCESS-CM2,ssp585,Sarıyer,2075,12,0.68,-1.473
ACCESS-CM2,ssp585,Sarıyer,2076,1,0.219,-1.975
ACCESS-CM2,ssp585,Sarıyer,2076,2,0.73,-1.275
ACCESS-CM2,ssp585,Sarıyer,2076,3,0.535,-1.629
ACCESS-CM2,ssp585,Sarıyer,2076,4,0.833,-1.261
ACCESS-CM2,ssp585,Sarıyer,2076,5,0.842,-1.218
ACCESS-CM2,ssp585,Sarıyer,2076,6,0.986,-1.318
ACCESS-CM2,ssp585,Sarıyer,2076,7,0.681,-1.929
ACCESS-CM2,ssp585,Sarıyer,2076,8,0.651,-1.611
ACCESS-CM2,ssp585,Sarıyer,2076,9,0.422,-1.738
ACCESS-CM2,ssp585,Sarıyer,2076,10,-0.1,-2.111
ACCESS-CM2,ssp585,Sarıyer,2076,11,-0.176,-2.306
ACCESS-CM2,ssp585,Sarıyer,2076,12,-0.519,-2.575
ACCESS-CM2,ssp585,Sarıyer,2077,1,-0.755,-2.745
ACCESS-CM2,ssp585,Sarıyer,2077,2,-1.955,-4.753
ACCESS-CM2,ssp585,Sarıyer,2077,3,-1.689,-3.312
ACCESS-CM2,ssp585,Sarıyer,2077,4,-2.381,-3.698
ACCESS-CM2,ssp585,Sarıyer,2077,5,-2.11,-3.959
ACCESS-CM2,ssp585,Sarıyer,2077,6,-2.242,-4.753
ACCESS-CM2,ssp585,Sarıyer,2077,7,-2.237,-3.727
ACCESS-CM2,ssp585,Sarıyer,2077,8,-2.129,-3.155
ACCESS-CM2,ssp585,Sarıyer,2077,9,-2.27,-3.052
ACCESS-CM2,ssp585,Sarıyer,2077,10,-1.462,-2.875
ACCESS-CM2,ssp585,Sarıyer,2077,11,-0.635,-2.527
ACCESS-CM2,ssp585,Sarıyer,2077,12,-1.046,-2.808
ACCESS-CM2,ssp585,Sarıyer,2078,1,-0.638,-2.499
ACCESS-CM2,ssp585,Sarıyer,2078,2,-1.078,-4.753
ACCESS-CM2,ssp585,Sarıyer,2078,3,-1.034,-2.676
ACCESS-CM2,ssp585,Sarıyer,2078,4,-0.45,-2.141
ACCESS-CM2,ssp585,Sarıyer,2078,5,-0.701,-2.431
ACCESS-CM2,ssp585,Sarıyer,2078,6,-0.468,-2.139
ACCESS-CM2,ssp585,Sarıyer,2078,7,-0.314,-1.897
ACCESS-CM2,ssp585,Sarıyer,2078,8,-0.273,-1.804
ACCESS-CM2,ssp585,Sarıyer,2078,9,0.791,-0.856
ACCESS-CM2,ssp585,Sarıyer,2078,10,0.723,-0.703
ACCESS-CM2,ssp585,Sarıyer,2078,11,0.483,-1.096
ACCESS-CM2,ssp585,Sarıyer,2078,12,0.766,-0.77
ACCESS-CM2,ssp585,Sarıyer,2079,1,0.598,-0.995
ACCESS-CM2,ssp585,Sarıyer,2079,2,0.686,-0.647
ACCESS-CM2,ssp585,Sarıyer,2079,3,0.742,-0.71
ACCESS-CM2,ssp585,Sarıyer,2079,4,0.195,-1.296
ACCESS-CM2,ssp585,Sarıyer,2079,5,0.22,-1.328
ACCESS-CM2,ssp585,Sarıyer,2079,6,-0.125,-1.974
ACCESS-CM2,ssp585,Sarıyer,2079,7,-0.272,-2.104
ACCESS-CM2,ssp585,Sarıyer,2079,8,-0.308,-1.891
ACCESS-CM2,ssp585,Sarıyer,2079,9,-1.595,-2.636
ACCESS-CM2,ssp585,Sarıyer,2079,10,-1.358,-2.76
ACCESS-CM2,ssp585,Sarıyer,2079,11,-1.235,-2.891
ACCESS-CM2,ssp585,Sarıyer,2079,12,-2.057,-3.437
ACCESS-CM2,ssp585,Sarıyer,2080,1,-2.147,-3.423
ACCESS-CM2,ssp585,Sarıyer,2080,2,-1.778,-4.753
ACCESS-CM2,ssp585,Sarıyer,2080,3,-1.976,-3.328
ACCESS-CM2,ssp585,Sarıyer,2080,4,-1.742,-3.138
ACCESS-CM2,ssp585,Sarıyer,2080,5,-1.729,-3.437
ACCESS-CM2,ssp585,Sarıyer,2080,6,-1.747,-4.389
ACCESS-CM2,ssp585,Sarıyer,2080,7,-1.779,-3.786
ACCESS-CM2,ssp585,Sarıyer,2080,8,-1.586,-3.078
ACCESS-CM2,ssp585,Sarıyer,2080,9,-1.462,-2.786
ACCESS-CM2,ssp585,Sarıyer,2080,10,-2.127,-3.422
ACCESS-CM2,ssp585,Sarıyer,2080,11,-2.956,-4.141
ACCESS-CM2,ssp585,Sarıyer,2080,12,-1.28,-3.248
ACCESS-CM2,ssp585,Sarıyer,2081,1,-0.89,-2.982
ACCESS-CM2,ssp585,Sarıyer,2081,2,-1.226,-4.753
ACCESS-CM2,ssp585,Sarıyer,2081,3,-0.788,-2.812
ACCESS-CM2,ssp585,Sarıyer,2081,4,-0.454,-2.443
ACCESS-CM2,ssp585,Sarıyer,2081,5,-0.525,-2.59
ACCESS-CM2,ssp585,Sarıyer,2081,6,-0.595,-3.074
ACCESS-CM2,ssp585,Sarıyer,2081,7,-0.589,-2.564
ACCESS-CM2,ssp585,Sarıyer,2081,8,-0.626,-2.327
ACCESS-CM2,ssp585,Sarıyer,2081,9,-0.425,-2.27
ACCESS-CM2,ssp585,Sarıyer,2081,10,0.201,-1.656
ACCESS-CM2,ssp585,Sarıyer,2081,11,0.458,-1.564
ACCESS-CM2,ssp585,Sarıyer,2081,12,-0.217,-2.162
ACCESS-CM2,ssp585,Sarıyer,2082,1,-0.482,-2.337
ACCESS-CM2,ssp585,Sarıyer,2082,2,0.287,-1.774
ACCESS-CM2,ssp585,Sarıyer,2082,3,0.225,-1.757
ACCESS-CM2,ssp585,Sarıyer,2082,4,0.145,-1.81
ACCESS-CM2,ssp585,Sarıyer,2082,5,0.223,-1.802
ACCESS-CM2,ssp585,Sarıyer,2082,6,0.593,-1.233
ACCESS-CM2,ssp585,Sarıyer,2082,7,0.59,-1.119
ACCESS-CM2,ssp585,Sarıyer,2082,8,0.818,-0.816
ACCESS-CM2,ssp585,Sarıyer,2082,9,0.795,-0.813
ACCESS-CM2,ssp585,Sarıyer,2082,10,0.196,-1.358
ACCESS-CM2,ssp585,Sarıyer,2082,11,0.187,-1.532
ACCESS-CM2,ssp585,Sarıyer,2082,12,0.585,-1.011
ACCESS-CM2,ssp585,Sarıyer,2083,1,0.38,-1.329
ACCESS-CM2,ssp585,Sarıyer,2083,2,-0.387,-2.331
ACCESS-CM2,ssp585,Sarıyer,2083,3,-0.4,-1.858
ACCESS-CM2,ssp585,Sarıyer,2083,4,-0.891,-2.297
ACCESS-CM2,ssp585,Sarıyer,2083,5,-0.849,-2.434
ACCESS-CM2,ssp585,Sarıyer,2083,6,-1.221,-3.531
ACCESS-CM2,ssp585,Sarıyer,2083,7,-1.215,-3.279
ACCESS-CM2,ssp585,Sarıyer,2083,8,-1.38,-3.05
ACCESS-CM2,ssp585,Sarıyer,2083,9,-1.455,-2.887
ACCESS-CM2,ssp585,Sarıyer,2083,10,-0.548,-2.475
ACCESS-CM2,ssp585,Sarıyer,2083,11,-1.181,-3.097
ACCESS-CM2,ssp585,Sarıyer,2083,12,-1.768,-3.53
ACCESS-CM2,ssp585,Sarıyer,2084,1,-1.588,-3.342
ACCESS-CM2,ssp585,Sarıyer,2084,2,-0.9,-4.753
ACCESS-CM2,ssp585,Sarıyer,2084,3,-0.986,-2.982
ACCESS-CM2,ssp585,Sarıyer,2084,4,-0.847,-2.781
ACCESS-CM2,ssp585,Sarıyer,2084,5,-1.024,-3.173
ACCESS-CM2,ssp585,Sarıyer,2084,6,-1.106,-4.017
ACCESS-CM2,ssp585,Sarıyer,2084,7,-1.125,-3.428
ACCESS-CM2,ssp585,Sarıyer,2084,8,-1.084,-2.96
ACCESS-CM2,ssp585,Sarıyer,2084,9,-1.301,-2.988
ACCESS-CM2,ssp585,Sarıyer,2084,10,-1.439,-3.29
ACCESS-CM2,ssp585,Sarıyer,2084,11,-0.635,-3.005
ACCESS-CM2,ssp585,Sarıyer,2084,12,-0.603,-3.014
ACCESS-CM2,ssp585,Sarıyer,2085,1,-1.493,-3.591
ACCESS-CM2,ssp585,Sarıyer,2085,2,-1.736,-4.753
ACCESS-CM2,ssp585,Sarıyer,2085,3,-1.564,-3.594
ACCESS-CM2,ssp585,Sarıyer,2085,4,-1.587,-3.517
ACCESS-CM2,ssp585,Sarıyer,2085,5,-1.509,-3.901
ACCESS-CM2,ssp585,Sarıyer,2085,6,-1.604,-4.753
ACCESS-CM2,ssp585,Sarıyer,2085,7,-1.6,-3.727
ACCESS-CM2,ssp585,Sarıyer,2085,8,-1.467,-3.061
ACCESS-CM2,ssp585,Sarıyer,2085,9,-1.567,-2.911
ACCESS-CM2,ssp585,Sarıyer,2085,10,0.387,-1.578
ACCESS-CM2,ssp585,Sarıyer,2085,11,0.4,-1.826
ACCESS-CM2,ssp585,Sarıyer,2085,12,1.582,-0.355
ACCESS-CM2,ssp585,Sarıyer,2086,1,1.57,-0.407
ACCESS-CM2,ssp585,Sarıyer,2086,2,1.731,-0.043
ACCESS-CM2,ssp585,Sarıyer,2086,3,1.794,-0.014
ACCESS-CM2,ssp585,Sarıyer,2086,4,2.184,0.55
ACCESS-CM2,ssp585,Sarıyer,2086,5,2.148,0.788
ACCESS-CM2,ssp585,Sarıyer,2086,6,2.202,0.7
ACCESS-CM2,ssp585,Sarıyer,2086,7,2.244,0.276
ACCESS-CM2,ssp585,Sarıyer,2086,8,2.032,0.057
ACCESS-CM2,ssp585,Sarıyer,2086,9,2.223,0.208
ACCESS-CM2,ssp585,Sarıyer,2086,10,0.355,-1.833
ACCESS-CM2,ssp585,Sarıyer,2086,11,-0.155,-2.472
ACCESS-CM2,ssp585,Sarıyer,2086,12,-1.588,-3.498
ACCESS-CM2,ssp585,Sarıyer,2087,1,-0.922,-3.013
ACCESS-CM2,ssp585,Sarıyer,2087,2,-1.223,-4.753
ACCESS-CM2,ssp585,Sarıyer,2087,3,-1.643,-3.431
ACCESS-CM2,ssp585,Sarıyer,2087,4,-2.282,-3.668
ACCESS-CM2,ssp585,Sarıyer,2087,5,-2.096,-4.268
ACCESS-CM2,ssp585,Sarıyer,2087,6,-1.315,-4.437
ACCESS-CM2,ssp585,Sarıyer,2087,7,-0.629,-3.022
ACCESS-CM2,ssp585,Sarıyer,2087,8,-0.364,-2.389
ACCESS-CM2,ssp585,Sarıyer,2087,9,-0.593,-2.461
ACCESS-CM2,ssp585,Sarıyer,2087,10,-0.147,-2.267
ACCESS-CM2,ssp585,Sarıyer,2087,11,-0.267,-2.545
ACCESS-CM2,ssp585,Sarıyer,2087,12,-0.323,-2.59
ACCESS-CM2,ssp585,Sarıyer,2088,1,-1.291,-3.253
ACCESS-CM2,ssp585,Sarıyer,2088,2,-0.88,-4.753
ACCESS-CM2,ssp585,Sarıyer,2088,3,-0.396,-2.587
ACCESS-CM2,ssp585,Sarıyer,2088,4,-0.409,-2.568
ACCESS-CM2,ssp585,Sarıyer,2088,5,-0.442,-2.715
ACCESS-CM2,ssp585,Sarıyer,2088,6,-0.796,-3.586
ACCESS-CM2,ssp585,Sarıyer,2088,7,-1.489,-3.631
ACCESS-CM2,ssp585,Sarıyer,2088,8,-1.151,-3.066
ACCESS-CM2,ssp585,Sarıyer,2088,9,-1.201,-2.885
ACCESS-CM2,ssp585,Sarıyer,2088,10,-1.862,-3.39
ACCESS-CM2,ssp585,Sarıyer,2088,11,-1.83,-3.612
ACCESS-CM2,ssp585,Sarıyer,2088,12,-0.823,-2.993
ACCESS-CM2,ssp585,Sarıyer,2089,1,-0.616,-2.787
ACCESS-CM2,ssp585,Sarıyer,2089,2,-0.953,-4.753
ACCESS-CM2,ssp585,Sarıyer,2089,3,-0.852,-2.909
ACCESS-CM2,ssp585,Sarıyer,2089,4,-0.312,-2.501
ACCESS-CM2,ssp585,Sarıyer,2089,5,-0.37,-2.46
ACCESS-CM2,ssp585,Sarıyer,2089,6,-0.591,-2.933
ACCESS-CM2,ssp585,Sarıyer,2089,7,-0.644,-2.64
ACCESS-CM2,ssp585,Sarıyer,2089,8,-1.135,-2.499
ACCESS-CM2,ssp585,Sarıyer,2089,9,-1.117,-2.401
ACCESS-CM2,ssp585,Sarıyer,2089,10,-0.071,-1.682
ACCESS-CM2,ssp585,Sarıyer,2089,11,-0.033,-1.849
ACCESS-CM2,ssp585,Sarıyer,2089,12,-1.255,-2.841
ACCESS-CM2,ssp585,Sarıyer,2090,1,-0.3,-2.172
ACCESS-CM2,ssp585,Sarıyer,2090,2,0.567,-1.238
ACCESS-CM2,ssp585,Sarıyer,2090,3,0.704,-1.055
ACCESS-CM2,ssp585,Sarıyer,2090,4,0.527,-1.244
ACCESS-CM2,ssp585,Sarıyer,2090,5,0.514,-1.358
ACCESS-CM2,ssp585,Sarıyer,2090,6,0.463,-1.749
ACCESS-CM2,ssp585,Sarıyer,2090,7,0.577,-1.593
ACCESS-CM2,ssp585,Sarıyer,2090,8,0.581,-1.569
ACCESS-CM2,ssp585,Sarıyer,2090,9,0.556,-1.628
ACCESS-CM2,ssp585,Sarıyer,2090,10,-0.332,-2.409
ACCESS-CM2,ssp585,Sarıyer,2090,11,-0.694,-2.867
ACCESS-CM2,ssp585,Sarıyer,2090,12,0.465,-1.868
ACCESS-CM2,ssp585,Sarıyer,2091,1,0.137,-2.159
ACCESS-CM2,ssp585,Sarıyer,2091,2,-0.864,-4.753
ACCESS-CM2,ssp585,Sarıyer,2091,3,-1.478,-3.323
ACCESS-CM2,ssp585,Sarıyer,2091,4,-1.846,-3.395
ACCESS-CM2,ssp585,Sarıyer,2091,5,-1.883,-3.938
ACCESS-CM2,ssp585,Sarıyer,2091,6,-1.716,-4.753
ACCESS-CM2,ssp585,Sarıyer,2091,7,-1.735,-4.46
ACCESS-CM2,ssp585,Sarıyer,2091,8,-1.679,-3.724
ACCESS-CM2,ssp585,Sarıyer,2091,9,-1.69,-3.469
ACCESS-CM2,ssp585,Sarıyer,2091,10,-1.224,-3.801
ACCESS-CM2,ssp585,Sarıyer,2091,11,-0.734,-3.833
ACCESS-CM2,ssp585,Sarıyer,2091,12,-1.357,-4.28
ACCESS-CM2,ssp585,Sarıyer,2092,1,-1.452,-4.172
ACCESS-CM2,ssp585,Sarıyer,2092,2,-0.425,-4.753
ACCESS-CM2,ssp585,Sarıyer,2092,3,-0.33,-3.538
ACCESS-CM2,ssp585,Sarıyer,2092,4,-0.52,-3.592
ACCESS-CM2,ssp585,Sarıyer,2092,5,-0.532,-4.152
ACCESS-CM2,ssp585,Sarıyer,2092,6,-0.955,-4.753
ACCESS-CM2,ssp585,Sarıyer,2092,7,-1.002,-4.326
ACCESS-CM2,ssp585,Sarıyer,2092,8,-0.965,-3.349
ACCESS-CM2,ssp585,Sarıyer,2092,9,-0.94,-3.117
ACCESS-CM2,ssp585,Sarıyer,2092,10,-0.676,-2.889
ACCESS-CM2,ssp585,Sarıyer,2092,11,-0.81,-3.152
ACCESS-CM2,ssp585,Sarıyer,2092,12,-1.54,-3.684
ACCESS-CM2,ssp585,Sarıyer,2093,1,-1.685,-3.755
ACCESS-CM2,ssp585,Sarıyer,2093,2,-2.136,-4.753
ACCESS-CM2,ssp585,Sarıyer,2093,3,-2.132,-3.893
ACCESS-CM2,ssp585,Sarıyer,2093,4,-2.073,-3.707
ACCESS-CM2,ssp585,Sarıyer,2093,5,-1.592,-3.648
ACCESS-CM2,ssp585,Sarıyer,2093,6,-0.0,-2.586
ACCESS-CM2,ssp585,Sarıyer,2093,7,0.17,-2.381
ACCESS-CM2,ssp585,Sarıyer,2093,8,0.201,-2.213
ACCESS-CM2,ssp585,Sarıyer,2093,9,1.233,-1.361
ACCESS-CM2,ssp585,Sarıyer,2093,10,1.135,-1.292
ACCESS-CM2,ssp585,Sarıyer,2093,11,1.073,-1.78
ACCESS-CM2,ssp585,Sarıyer,2093,12,1.845,-0.738
ACCESS-CM2,ssp585,Sarıyer,2094,1,1.465,-1.142
ACCESS-CM2,ssp585,Sarıyer,2094,2,1.716,-0.569
ACCESS-CM2,ssp585,Sarıyer,2094,3,1.598,-0.791
ACCESS-CM2,ssp585,Sarıyer,2094,4,1.577,-0.875
ACCESS-CM2,ssp585,Sarıyer,2094,5,1.285,-1.317
ACCESS-CM2,ssp585,Sarıyer,2094,6,0.019,-3.342
ACCESS-CM2,ssp585,Sarıyer,2094,7,0.058,-2.687
ACCESS-CM2,ssp585,Sarıyer,2094,8,0.012,-2.753
ACCESS-CM2,ssp585,Sarıyer,2094,9,-1.267,-3.287
ACCESS-CM2,ssp585,Sarıyer,2094,10,-1.042,-3.501
ACCESS-CM2,ssp585,Sarıyer,2094,11,-1.359,-4.032
ACCESS-CM2,ssp585,Sarıyer,2094,12,-1.503,-4.176
ACCESS-CM2,ssp585,Sarıyer,2095,1,-1.55,-4.028
ACCESS-CM2,ssp585,Sarıyer,2095,2,-2.111,-4.753
ACCESS-CM2,ssp585,Sarıyer,2095,3,-1.898,-4.177
ACCESS-CM2,ssp585,Sarıyer,2095,4,-1.969,-4.141
ACCESS-CM2,ssp585,Sarıyer,2095,5,-1.973,-4.753
ACCESS-CM2,ssp585,Sarıyer,2095,6,-2.066,-4.753
ACCESS-CM2,ssp585,Sarıyer,2095,7,-2.158,-4.753
ACCESS-CM2,ssp585,Sarıyer,2095,8,-1.882,-3.553
ACCESS-CM2,ssp585,Sarıyer,2095,9,-1.903,-3.351
ACCESS-CM2,ssp585,Sarıyer,2095,10,-1.926,-3.86
ACCESS-CM2,ssp585,Sarıyer,2095,11,-1.182,-3.727
ACCESS-CM2,ssp585,Sarıyer,2095,12,-1.347,-3.901
ACCESS-CM2,ssp585,Sarıyer,2096,1,-0.995,-3.565
ACCESS-CM2,ssp585,Sarıyer,2096,2,-0.39,-4.753
ACCESS-CM2,ssp585,Sarıyer,2096,3,-0.675,-3.448
ACCESS-CM2,ssp585,Sarıyer,2096,4,0.036,-2.66
ACCESS-CM2,ssp585,Sarıyer,2096,5,0.07,-2.809
ACCESS-CM2,ssp585,Sarıyer,2096,6,0.23,-2.862
ACCESS-CM2,ssp585,Sarıyer,2096,7,0.014,-2.797
ACCESS-CM2,ssp585,Sarıyer,2096,8,-0.093,-2.673
ACCESS-CM2,ssp585,Sarıyer,2096,9,-0.048,-2.496
ACCESS-CM2,ssp585,Sarıyer,2096,10,0.276,-2.229
ACCESS-CM2,ssp585,Sarıyer,2096,11,0.012,-2.591
ACCESS-CM2,ssp585,Sarıyer,2096,12,-0.331,-2.905
ACCESS-CM2,ssp585,Sarıyer,2097,1,-0.089,-2.716
ACCESS-CM2,ssp585,Sarıyer,2097,2,-0.692,-4.753
ACCESS-CM2,ssp585,Sarıyer,2097,3,-0.129,-2.569
ACCESS-CM2,ssp585,Sarıyer,2097,4,-0.63,-2.989
ACCESS-CM2,ssp585,Sarıyer,2097,5,-0.674,-3.286
ACCESS-CM2,ssp585,Sarıyer,2097,6,-0.616,-4.101
ACCESS-CM2,ssp585,Sarıyer,2097,7,-0.623,-3.46
ACCESS-CM2,ssp585,Sarıyer,2097,8,-0.614,-2.863
ACCESS-CM2,ssp585,Sarıyer,2097,9,-0.674,-2.741
ACCESS-CM2,ssp585,Sarıyer,2097,10,-0.809,-3.09
ACCESS-CM2,ssp585,Sarıyer,2097,11,-1.44,-3.761
ACCESS-CM2,ssp585,Sarıyer,2097,12,-1.451,-3.804
ACCESS-CM2,ssp585,Sarıyer,2098,1,-1.136,-3.503
ACCESS-CM2,ssp585,Sarıyer,2098,2,-1.071,-4.753
