model,ssp,name,year,month,SPI12,SPEI12
ACCESS-CM2,ssp585,Sarıyer,2098,3,-1.49,-3.668
ACCESS-CM2,ssp585,Sarıyer,2098,4,-1.652,-3.634
ACCESS-CM2,ssp585,Sarıyer,2098,5,-1.449,-3.87
ACCESS-CM2,ssp585,Sarıyer,2098,6,-1.441,-4.753
ACCESS-CM2,ssp585,Sarıyer,2098,7,-1.452,-4.285
ACCESS-CM2,ssp585,Sarıyer,2098,8,-1.448,-3.667
ACCESS-CM2,ssp585,Sarıyer,2098,9,-0.508,-3.004
ACCESS-CM2,ssp585,Sarıyer,2098,10,-0.925,-3.297
ACCESS-CM2,ssp585,Sarıyer,2098,11,-0.608,-3.385
ACCESS-CM2,ssp585,Sarıyer,2098,12,1.368,-1.578
ACCESS-CM2,ssp585,Sarıyer,2099,1,1.05,-2.003
ACCESS-CM2,ssp585,Sarıyer,2099,2,1.354,-1.767
ACCESS-CM2,ssp585,Sarıyer,2099,3,1.492,-1.54
ACCESS-CM2,ssp585,Sarıyer,2099,4,2.03,-0.842
ACCESS-CM2,ssp585,Sarıyer,2099,5,2.39,-0.043
ACCESS-CM2,ssp585,Sarıyer,2099,6,2.549,0.261
ACCESS-CM2,ssp585,Sarıyer,2099,7,2.766,0.723
ACCESS-CM2,ssp585,Sarıyer,2099,8,2.892,1.044
ACCESS-CM2,ssp585,Sarıyer,2099,9,2.293,0.274
ACCESS-CM2,ssp585,Sarıyer,2099,10,2.217,0.337
ACCESS-CM2,ssp585,Sarıyer,2099,11,2.05,-0.138
ACCESS-CM2,ssp585,Sarıyer,2099,12,0.937,-1.462
ACCESS-CM2,ssp585,Sarıyer,2100,1,0.556,-1.856
ACCESS-CM2,ssp585,Sarıyer,2100,2,0.014,-3.141
ACCESS-CM2,ssp585,Sarıyer,2100,3,-0.484,-2.711
ACCESS-CM2,ssp585,Sarıyer,2100,4,-1.299,-3.281
ACCESS-CM2,ssp585,Sarıyer,2100,5,-0.52,-3.191
ACCESS-CM2,ssp585,Sarıyer,2100,6,-0.532,-3.696
ACCESS-CM2,ssp585,Sarıyer,2100,7,-0.099,-2.699
ACCESS-CM2,ssp585,Sarıyer,2100,8,-0.259,-2.536
ACCESS-CM2,ssp585,Sarıyer,2100,9,-0.284,-2.453
ACCESS-CM2,ssp585,Sarıyer,2100,10,-0.264,-2.495
ACCESS-CM2,ssp585,Sarıyer,2100,11,-0.154,-2.676
ACCESS-CM2,ssp585,Sarıyer,2100,12,-0.269,-2.756
ACCESS-CM2,ssp585,Tekirdağ,2015,1,,
ACCESS-CM2,ssp585,Tekirdağ,2015,2,,
ACCESS-CM2,ssp585,Tekirdağ,2015,3,,
ACCESS-CM2,ssp585,Tekirdağ,2015,4,,
ACCESS-CM2,ssp585,Tekirdağ,2015,5,,
ACCESS-CM2,ssp585,Tekirdağ,2015,6,,
ACCESS-CM2,ssp585,Tekirdağ,2015,7,,
ACCESS-CM2,ssp585,Tekirdağ,2015,8,,
ACCESS-CM2,ssp585,Tekirdağ,2015,9,,
ACCESS-CM2,ssp585,Tekirdağ,2015,10,,
ACCESS-CM2,ssp585,Tekirdağ,2015,11,,
ACCESS-CM2,ssp585,Tekirdağ,2015,12,1.237,0.975
ACCESS-CM2,ssp585,Tekirdağ,2016,1,1.063,0.833
ACCESS-CM2,ssp585,Tekirdağ,2016,2,0.421,0.099
ACCESS-CM2,ssp585,Tekirdağ,2016,3,-0.205,-0.628
ACCESS-CM2,ssp585,Tekirdağ,2016,4,-0.505,-0.774
ACCESS-CM2,ssp585,Tekirdağ,2016,5,-0.989,-1.224
ACCESS-CM2,ssp585,Tekirdağ,2016,6,-1.281,-1.653
ACCESS-CM2,ssp585,Tekirdağ,2016,7,-0.742,-1.212
ACCESS-CM2,ssp585,Tekirdağ,2016,8,-0.619,-1.101
ACCESS-CM2,ssp585,Tekirdağ,2016,9,-0.721,-1.275
ACCESS-CM2,ssp585,Tekirdağ,2016,10,-0.204,-0.54
ACCESS-CM2,ssp585,Tekirdağ,2016,11,-0.068,-0.743
ACCESS-CM2,ssp585,Tekirdağ,2016,12,-0.579,-1.198
ACCESS-CM2,ssp585,Tekirdağ,2017,1,-0.833,-1.541
ACCESS-CM2,ssp585,Tekirdağ,2017,2,-0.681,-1.331
ACCESS-CM2,ssp585,Tekirdağ,2017,3,-0.79,-1.428
ACCESS-CM2,ssp585,Tekirdağ,2017,4,-0.455,-1.12
ACCESS-CM2,ssp585,Tekirdağ,2017,5,0.356,-0.177
ACCESS-CM2,ssp585,Tekirdağ,2017,6,0.247,-0.038
ACCESS-CM2,ssp585,Tekirdağ,2017,7,-0.234,-0.457
ACCESS-CM2,ssp585,Tekirdağ,2017,8,-0.285,-0.584
ACCESS-CM2,ssp585,Tekirdağ,2017,9,-0.248,-0.553
ACCESS-CM2,ssp585,Tekirdağ,2017,10,0.858,0.444
ACCESS-CM2,ssp585,Tekirdağ,2017,11,0.709,0.409
ACCESS-CM2,ssp585,Tekirdağ,2017,12,1.048,0.747
ACCESS-CM2,ssp585,Tekirdağ,2018,1,1.1,0.812
ACCESS-CM2,ssp585,Tekirdağ,2018,2,1.204,0.96
ACCESS-CM2,ssp585,Tekirdağ,2018,3,1.203,1.027
ACCESS-CM2,ssp585,Tekirdağ,2018,4,0.865,0.368
ACCESS-CM2,ssp585,Tekirdağ,2018,5,0.349,-0.265
ACCESS-CM2,ssp585,Tekirdağ,2018,6,0.361,-0.335
ACCESS-CM2,ssp585,Tekirdağ,2018,7,0.824,0.176
ACCESS-CM2,ssp585,Tekirdağ,2018,8,0.758,-0.086
ACCESS-CM2,ssp585,Tekirdağ,2018,9,0.835,0.022
ACCESS-CM2,ssp585,Tekirdağ,2018,10,0.525,-0.17
ACCESS-CM2,ssp585,Tekirdağ,2018,11,1.005,0.237
ACCESS-CM2,ssp585,Tekirdağ,2018,12,0.85,0.217
ACCESS-CM2,ssp585,Tekirdağ,2019,1,0.699,0.038
ACCESS-CM2,ssp585,Tekirdağ,2019,2,1.544,1.021
ACCESS-CM2,ssp585,Tekirdağ,2019,3,1.393,0.862
ACCESS-CM2,ssp585,Tekirdağ,2019,4,1.393,0.878
ACCESS-CM2,ssp585,Tekirdağ,2019,5,1.361,0.836
ACCESS-CM2,ssp585,Tekirdağ,2019,6,1.441,1.01
ACCESS-CM2,ssp585,Tekirdağ,2019,7,1.03,0.497
ACCESS-CM2,ssp585,Tekirdağ,2019,8,1.025,0.615
ACCESS-CM2,ssp585,Tekirdağ,2019,9,0.913,0.53
ACCESS-CM2,ssp585,Tekirdağ,2019,10,0.292,-0.096
ACCESS-CM2,ssp585,Tekirdağ,2019,11,-0.063,-0.742
ACCESS-CM2,ssp585,Tekirdağ,2019,12,0.531,-0.004
ACCESS-CM2,ssp585,Tekirdağ,2020,1,1.321,0.913
ACCESS-CM2,ssp585,Tekirdağ,2020,2,0.738,0.418
ACCESS-CM2,ssp585,Tekirdağ,2020,3,0.852,0.509
ACCESS-CM2,ssp585,Tekirdağ,2020,4,0.784,0.466
ACCESS-CM2,ssp585,Tekirdağ,2020,5,1.085,0.8
ACCESS-CM2,ssp585,Tekirdağ,2020,6,1.165,0.896
ACCESS-CM2,ssp585,Tekirdağ,2020,7,1.188,0.927
ACCESS-CM2,ssp585,Tekirdağ,2020,8,1.244,0.926
ACCESS-CM2,ssp585,Tekirdağ,2020,9,1.214,0.973
ACCESS-CM2,ssp585,Tekirdağ,2020,10,0.958,0.494
ACCESS-CM2,ssp585,Tekirdağ,2020,11,1.377,1.057
ACCESS-CM2,ssp585,Tekirdağ,2020,12,1.212,0.767
ACCESS-CM2,ssp585,Tekirdağ,2021,1,0.567,0.007
ACCESS-CM2,ssp585,Tekirdağ,2021,2,0.529,-0.06
ACCESS-CM2,ssp585,Tekirdağ,2021,3,0.802,0.193
ACCESS-CM2,ssp585,Tekirdağ,2021,4,0.949,0.333
ACCESS-CM2,ssp585,Tekirdağ,2021,5,0.694,0.065
ACCESS-CM2,ssp585,Tekirdağ,2021,6,1.341,0.663
ACCESS-CM2,ssp585,Tekirdağ,2021,7,1.403,0.661
ACCESS-CM2,ssp585,Tekirdağ,2021,8,1.466,0.878
ACCESS-CM2,ssp585,Tekirdağ,2021,9,1.822,1.333
ACCESS-CM2,ssp585,Tekirdağ,2021,10,2.279,1.118
ACCESS-CM2,ssp585,Tekirdağ,2021,11,2.857,2.097
ACCESS-CM2,ssp585,Tekirdağ,2021,12,1.877,1.322
ACCESS-CM2,ssp585,Tekirdağ,2022,1,2.588,1.957
ACCESS-CM2,ssp585,Tekirdağ,2022,2,2.598,2.034
ACCESS-CM2,ssp585,Tekirdağ,2022,3,2.352,1.893
ACCESS-CM2,ssp585,Tekirdağ,2022,4,2.462,1.921
ACCESS-CM2,ssp585,Tekirdağ,2022,5,2.478,1.805
ACCESS-CM2,ssp585,Tekirdağ,2022,6,1.773,1.18
ACCESS-CM2,ssp585,Tekirdağ,2022,7,1.81,1.269
ACCESS-CM2,ssp585,Tekirdağ,2022,8,1.675,1.176
ACCESS-CM2,ssp585,Tekirdağ,2022,9,1.208,0.68
ACCESS-CM2,ssp585,Tekirdağ,2022,10,0.862,0.231
ACCESS-CM2,ssp585,Tekirdağ,2022,11,0.521,-0.277
ACCESS-CM2,ssp585,Tekirdağ,2022,12,1.0,0.299
ACCESS-CM2,ssp585,Tekirdağ,2023,1,1.097,0.408
ACCESS-CM2,ssp585,Tekirdağ,2023,2,0.949,0.309
ACCESS-CM2,ssp585,Tekirdağ,2023,3,0.855,0.215
ACCESS-CM2,ssp585,Tekirdağ,2023,4,1.052,0.532
ACCESS-CM2,ssp585,Tekirdağ,2023,5,1.336,0.921
ACCESS-CM2,ssp585,Tekirdağ,2023,6,1.444,1.084
ACCESS-CM2,ssp585,Tekirdağ,2023,7,1.747,1.338
ACCESS-CM2,ssp585,Tekirdağ,2023,8,1.712,1.337
ACCESS-CM2,ssp585,Tekirdağ,2023,9,1.608,1.314
ACCESS-CM2,ssp585,Tekirdağ,2023,10,2.038,1.071
ACCESS-CM2,ssp585,Tekirdağ,2023,11,2.586,2.013
ACCESS-CM2,ssp585,Tekirdağ,2023,12,2.677,2.124
ACCESS-CM2,ssp585,Tekirdağ,2024,1,1.808,1.46
ACCESS-CM2,ssp585,Tekirdağ,2024,2,1.281,1.002
ACCESS-CM2,ssp585,Tekirdağ,2024,3,1.372,1.084
ACCESS-CM2,ssp585,Tekirdağ,2024,4,1.222,0.774
ACCESS-CM2,ssp585,Tekirdağ,2024,5,0.853,0.384
ACCESS-CM2,ssp585,Tekirdağ,2024,6,0.886,0.34
ACCESS-CM2,ssp585,Tekirdağ,2024,7,0.555,-0.377
ACCESS-CM2,ssp585,Tekirdağ,2024,8,0.383,-0.772
ACCESS-CM2,ssp585,Tekirdağ,2024,9,0.552,-0.639
ACCESS-CM2,ssp585,Tekirdağ,2024,10,-0.269,-1.347
ACCESS-CM2,ssp585,Tekirdağ,2024,11,-0.943,-2.127
ACCESS-CM2,ssp585,Tekirdağ,2024,12,-1.027,-2.156
ACCESS-CM2,ssp585,Tekirdağ,2025,1,-0.802,-2.102
ACCESS-CM2,ssp585,Tekirdağ,2025,2,-0.786,-2.009
ACCESS-CM2,ssp585,Tekirdağ,2025,3,-0.888,-1.981
ACCESS-CM2,ssp585,Tekirdağ,2025,4,-1.093,-2.111
ACCESS-CM2,ssp585,Tekirdağ,2025,5,-0.956,-2.153
ACCESS-CM2,ssp585,Tekirdağ,2025,6,-0.761,-2.02
ACCESS-CM2,ssp585,Tekirdağ,2025,7,-0.332,-1.44
ACCESS-CM2,ssp585,Tekirdağ,2025,8,-0.26,-1.133
ACCESS-CM2,ssp585,Tekirdağ,2025,9,-0.231,-1.131
ACCESS-CM2,ssp585,Tekirdağ,2025,10,-0.251,-1.236
ACCESS-CM2,ssp585,Tekirdağ,2025,11,-0.123,-1.193
ACCESS-CM2,ssp585,Tekirdağ,2025,12,-0.393,-1.405
ACCESS-CM2,ssp585,Tekirdağ,2026,1,-0.582,-1.699
ACCESS-CM2,ssp585,Tekirdağ,2026,2,0.073,-1.088
ACCESS-CM2,ssp585,Tekirdağ,2026,3,0.07,-1.121
ACCESS-CM2,ssp585,Tekirdağ,2026,4,0.37,-0.67
ACCESS-CM2,ssp585,Tekirdağ,2026,5,0.31,-0.667
ACCESS-CM2,ssp585,Tekirdağ,2026,6,0.126,-0.868
ACCESS-CM2,ssp585,Tekirdağ,2026,7,-0.256,-1.252
ACCESS-CM2,ssp585,Tekirdağ,2026,8,-0.292,-1.285
ACCESS-CM2,ssp585,Tekirdağ,2026,9,-0.475,-1.43
ACCESS-CM2,ssp585,Tekirdağ,2026,10,-0.473,-0.972
ACCESS-CM2,ssp585,Tekirdağ,2026,11,-0.43,-1.015
ACCESS-CM2,ssp585,Tekirdağ,2026,12,0.148,-0.465
ACCESS-CM2,ssp585,Tekirdağ,2027,1,0.229,-0.398
ACCESS-CM2,ssp585,Tekirdağ,2027,2,-0.126,-0.76
ACCESS-CM2,ssp585,Tekirdağ,2027,3,-0.019,-0.635
ACCESS-CM2,ssp585,Tekirdağ,2027,4,0.042,-0.589
ACCESS-CM2,ssp585,Tekirdağ,2027,5,0.344,-0.087
ACCESS-CM2,ssp585,Tekirdağ,2027,6,0.482,0.168
ACCESS-CM2,ssp585,Tekirdağ,2027,7,0.635,0.343
ACCESS-CM2,ssp585,Tekirdağ,2027,8,0.889,0.533
ACCESS-CM2,ssp585,Tekirdağ,2027,9,1.375,1.13
ACCESS-CM2,ssp585,Tekirdağ,2027,10,1.51,0.84
ACCESS-CM2,ssp585,Tekirdağ,2027,11,1.787,1.305
ACCESS-CM2,ssp585,Tekirdağ,2027,12,1.37,0.958
ACCESS-CM2,ssp585,Tekirdağ,2028,1,1.128,0.724
ACCESS-CM2,ssp585,Tekirdağ,2028,2,0.948,0.617
ACCESS-CM2,ssp585,Tekirdağ,2028,3,0.679,0.287
ACCESS-CM2,ssp585,Tekirdağ,2028,4,0.736,0.296
ACCESS-CM2,ssp585,Tekirdağ,2028,5,0.927,0.416
ACCESS-CM2,ssp585,Tekirdağ,2028,6,0.774,0.148
ACCESS-CM2,ssp585,Tekirdağ,2028,7,0.687,0.09
ACCESS-CM2,ssp585,Tekirdağ,2028,8,0.408,-0.175
ACCESS-CM2,ssp585,Tekirdağ,2028,9,-0.246,-0.988
ACCESS-CM2,ssp585,Tekirdağ,2028,10,-0.69,-1.225
ACCESS-CM2,ssp585,Tekirdağ,2028,11,-1.188,-1.776
ACCESS-CM2,ssp585,Tekirdağ,2028,12,-1.39,-1.899
ACCESS-CM2,ssp585,Tekirdağ,2029,1,-1.072,-1.736
ACCESS-CM2,ssp585,Tekirdağ,2029,2,-1.039,-1.763
ACCESS-CM2,ssp585,Tekirdağ,2029,3,-1.063,-1.675
ACCESS-CM2,ssp585,Tekirdağ,2029,4,-1.478,-2.066
ACCESS-CM2,ssp585,Tekirdağ,2029,5,-1.575,-2.168
ACCESS-CM2,ssp585,Tekirdağ,2029,6,-1.723,-2.344
ACCESS-CM2,ssp585,Tekirdağ,2029,7,-1.817,-2.441
ACCESS-CM2,ssp585,Tekirdağ,2029,8,-1.477,-2.064
ACCESS-CM2,ssp585,Tekirdağ,2029,9,-1.353,-1.939
ACCESS-CM2,ssp585,Tekirdağ,2029,10,-1.026,-1.953
ACCESS-CM2,ssp585,Tekirdağ,2029,11,-1.165,-1.937
ACCESS-CM2,ssp585,Tekirdağ,2029,12,0.014,-0.87
ACCESS-CM2,ssp585,Tekirdağ,2030,1,-0.477,-1.45
ACCESS-CM2,ssp585,Tekirdağ,2030,2,-0.261,-1.112
ACCESS-CM2,ssp585,Tekirdağ,2030,3,-0.19,-1.028
ACCESS-CM2,ssp585,Tekirdağ,2030,4,-0.084,-0.774
ACCESS-CM2,ssp585,Tekirdağ,2030,5,-0.452,-1.297
ACCESS-CM2,ssp585,Tekirdağ,2030,6,-0.486,-1.531
ACCESS-CM2,ssp585,Tekirdağ,2030,7,0.711,-0.233
ACCESS-CM2,ssp585,Tekirdağ,2030,8,0.5,-0.701
ACCESS-CM2,ssp585,Tekirdağ,2030,9,0.587,-0.587
ACCESS-CM2,ssp585,Tekirdağ,2030,10,1.117,0.311
ACCESS-CM2,ssp585,Tekirdağ,2030,11,1.745,0.969
ACCESS-CM2,ssp585,Tekirdağ,2030,12,0.758,-0.162
ACCESS-CM2,ssp585,Tekirdağ,2031,1,1.61,0.836
ACCESS-CM2,ssp585,Tekirdağ,2031,2,1.553,0.829
ACCESS-CM2,ssp585,Tekirdağ,2031,3,1.882,1.199
ACCESS-CM2,ssp585,Tekirdağ,2031,4,2.134,1.459
ACCESS-CM2,ssp585,Tekirdağ,2031,5,2.222,1.514
ACCESS-CM2,ssp585,Tekirdağ,2031,6,2.492,1.821
ACCESS-CM2,ssp585,Tekirdağ,2031,7,1.682,1.158
ACCESS-CM2,ssp585,Tekirdağ,2031,8,1.658,1.335
ACCESS-CM2,ssp585,Tekirdağ,2031,9,1.476,1.156
ACCESS-CM2,ssp585,Tekirdağ,2031,10,0.977,0.342
ACCESS-CM2,ssp585,Tekirdağ,2031,11,1.414,0.798
ACCESS-CM2,ssp585,Tekirdağ,2031,12,1.561,1.01
ACCESS-CM2,ssp585,Tekirdağ,2032,1,1.537,1.005
ACCESS-CM2,ssp585,Tekirdağ,2032,2,1.112,0.604
ACCESS-CM2,ssp585,Tekirdağ,2032,3,0.779,0.32
ACCESS-CM2,ssp585,Tekirdağ,2032,4,0.479,-0.01
ACCESS-CM2,ssp585,Tekirdağ,2032,5,0.433,0.009
ACCESS-CM2,ssp585,Tekirdağ,2032,6,0.257,-0.076
ACCESS-CM2,ssp585,Tekirdağ,2032,7,0.205,-0.29
ACCESS-CM2,ssp585,Tekirdağ,2032,8,0.309,-0.215
ACCESS-CM2,ssp585,Tekirdağ,2032,9,0.517,0.064
ACCESS-CM2,ssp585,Tekirdağ,2032,10,1.22,0.636
ACCESS-CM2,ssp585,Tekirdağ,2032,11,0.841,0.306
ACCESS-CM2,ssp585,Tekirdağ,2032,12,0.62,0.083
ACCESS-CM2,ssp585,Tekirdağ,2033,1,-0.309,-0.873
ACCESS-CM2,ssp585,Tekirdağ,2033,2,-0.275,-0.877
ACCESS-CM2,ssp585,Tekirdağ,2033,3,-0.238,-0.952
ACCESS-CM2,ssp585,Tekirdağ,2033,4,-0.275,-1.098
ACCESS-CM2,ssp585,Tekirdağ,2033,5,-0.189,-0.98
ACCESS-CM2,ssp585,Tekirdağ,2033,6,0.591,-0.006
ACCESS-CM2,ssp585,Tekirdağ,2033,7,0.625,0.151
ACCESS-CM2,ssp585,Tekirdağ,2033,8,0.503,-0.126
ACCESS-CM2,ssp585,Tekirdağ,2033,9,0.416,-0.193
ACCESS-CM2,ssp585,Tekirdağ,2033,10,-0.274,-0.791
ACCESS-CM2,ssp585,Tekirdağ,2033,11,0.571,0.106
ACCESS-CM2,ssp585,Tekirdağ,2033,12,0.387,-0.126
ACCESS-CM2,ssp585,Tekirdağ,2034,1,0.66,0.081
ACCESS-CM2,ssp585,Tekirdağ,2034,2,0.687,0.215
ACCESS-CM2,ssp585,Tekirdağ,2034,3,0.948,0.58
ACCESS-CM2,ssp585,Tekirdağ,2034,4,0.865,0.519
ACCESS-CM2,ssp585,Tekirdağ,2034,5,0.8,0.51
ACCESS-CM2,ssp585,Tekirdağ,2034,6,-0.157,-0.878
ACCESS-CM2,ssp585,Tekirdağ,2034,7,-0.153,-1.146
ACCESS-CM2,ssp585,Tekirdağ,2034,8,-0.034,-0.925
ACCESS-CM2,ssp585,Tekirdağ,2034,9,-0.151,-1.062
ACCESS-CM2,ssp585,Tekirdağ,2034,10,-0.23,-0.905
ACCESS-CM2,ssp585,Tekirdağ,2034,11,-1.604,-2.336
ACCESS-CM2,ssp585,Tekirdağ,2034,12,-1.069,-1.957
ACCESS-CM2,ssp585,Tekirdağ,2035,1,-0.404,-1.56
ACCESS-CM2,ssp585,Tekirdağ,2035,2,-0.494,-1.578
ACCESS-CM2,ssp585,Tekirdağ,2035,3,-0.479,-1.514
ACCESS-CM2,ssp585,Tekirdağ,2035,4,-0.494,-1.535
ACCESS-CM2,ssp585,Tekirdağ,2035,5,-0.101,-1.177
ACCESS-CM2,ssp585,Tekirdağ,2035,6,0.672,0.1
ACCESS-CM2,ssp585,Tekirdağ,2035,7,0.824,0.5
ACCESS-CM2,ssp585,Tekirdağ,2035,8,0.703,0.292
ACCESS-CM2,ssp585,Tekirdağ,2035,9,0.749,0.285
ACCESS-CM2,ssp585,Tekirdağ,2035,10,0.489,-0.089
ACCESS-CM2,ssp585,Tekirdağ,2035,11,0.868,0.195
ACCESS-CM2,ssp585,Tekirdağ,2035,12,0.182,-0.513
ACCESS-CM2,ssp585,Tekirdağ,2036,1,0.305,-0.319
ACCESS-CM2,ssp585,Tekirdağ,2036,2,0.868,0.376
ACCESS-CM2,ssp585,Tekirdağ,2036,3,0.576,0.0
ACCESS-CM2,ssp585,Tekirdağ,2036,4,0.54,-0.061
ACCESS-CM2,ssp585,Tekirdağ,2036,5,0.369,-0.434
ACCESS-CM2,ssp585,Tekirdağ,2036,6,-0.394,-1.572
ACCESS-CM2,ssp585,Tekirdağ,2036,7,-0.444,-1.85
ACCESS-CM2,ssp585,Tekirdağ,2036,8,-0.159,-1.561
ACCESS-CM2,ssp585,Tekirdağ,2036,9,0.125,-1.238
ACCESS-CM2,ssp585,Tekirdağ,2036,10,1.195,0.216
ACCESS-CM2,ssp585,Tekirdağ,2036,11,1.092,0.108
ACCESS-CM2,ssp585,Tekirdağ,2036,12,1.379,0.506
ACCESS-CM2,ssp585,Tekirdağ,2037,1,1.025,0.105
ACCESS-CM2,ssp585,Tekirdağ,2037,2,0.385,-0.617
ACCESS-CM2,ssp585,Tekirdağ,2037,3,0.393,-0.686
ACCESS-CM2,ssp585,Tekirdağ,2037,4,0.712,-0.091
ACCESS-CM2,ssp585,Tekirdağ,2037,5,0.39,-0.656
ACCESS-CM2,ssp585,Tekirdağ,2037,6,0.333,-0.684
ACCESS-CM2,ssp585,Tekirdağ,2037,7,0.205,-0.766
ACCESS-CM2,ssp585,Tekirdağ,2037,8,0.017,-1.024
ACCESS-CM2,ssp585,Tekirdağ,2037,9,-0.307,-1.429
ACCESS-CM2,ssp585,Tekirdağ,2037,10,-0.251,-1.267
ACCESS-CM2,ssp585,Tekirdağ,2037,11,0.306,-0.911
ACCESS-CM2,ssp585,Tekirdağ,2037,12,0.255,-0.873
ACCESS-CM2,ssp585,Tekirdağ,2038,1,-0.253,-1.494
ACCESS-CM2,ssp585,Tekirdağ,2038,2,-0.002,-1.261
ACCESS-CM2,ssp585,Tekirdağ,2038,3,0.258,-0.843
ACCESS-CM2,ssp585,Tekirdağ,2038,4,-0.086,-1.376
ACCESS-CM2,ssp585,Tekirdağ,2038,5,-0.083,-1.069
ACCESS-CM2,ssp585,Tekirdağ,2038,6,0.726,-0.086
ACCESS-CM2,ssp585,Tekirdağ,2038,7,0.738,-0.195
ACCESS-CM2,ssp585,Tekirdağ,2038,8,0.692,-0.286
ACCESS-CM2,ssp585,Tekirdağ,2038,9,0.72,-0.352
ACCESS-CM2,ssp585,Tekirdağ,2038,10,-0.194,-1.282
ACCESS-CM2,ssp585,Tekirdağ,2038,11,-0.883,-2.163
ACCESS-CM2,ssp585,Tekirdağ,2038,12,-0.466,-1.845
ACCESS-CM2,ssp585,Tekirdağ,2039,1,0.713,-0.763
ACCESS-CM2,ssp585,Tekirdağ,2039,2,0.784,-0.532
ACCESS-CM2,ssp585,Tekirdağ,2039,3,0.432,-0.956
ACCESS-CM2,ssp585,Tekirdağ,2039,4,0.748,-0.572
ACCESS-CM2,ssp585,Tekirdağ,2039,5,0.762,-0.748
ACCESS-CM2,ssp585,Tekirdağ,2039,6,0.306,-1.193
ACCESS-CM2,ssp585,Tekirdağ,2039,7,0.281,-1.151
ACCESS-CM2,ssp585,Tekirdağ,2039,8,0.318,-0.997
ACCESS-CM2,ssp585,Tekirdağ,2039,9,0.727,-0.465
ACCESS-CM2,ssp585,Tekirdağ,2039,10,1.064,0.03
ACCESS-CM2,ssp585,Tekirdağ,2039,11,1.332,0.318
ACCESS-CM2,ssp585,Tekirdağ,2039,12,1.235,0.331
ACCESS-CM2,ssp585,Tekirdağ,2040,1,0.606,-0.46
ACCESS-CM2,ssp585,Tekirdağ,2040,2,1.203,0.388
ACCESS-CM2,ssp585,Tekirdağ,2040,3,1.234,0.454
ACCESS-CM2,ssp585,Tekirdağ,2040,4,1.077,0.246
ACCESS-CM2,ssp585,Tekirdağ,2040,5,1.51,0.866
ACCESS-CM2,ssp585,Tekirdağ,2040,6,1.364,0.673
ACCESS-CM2,ssp585,Tekirdağ,2040,7,1.431,0.745
ACCESS-CM2,ssp585,Tekirdağ,2040,8,1.468,0.807
ACCESS-CM2,ssp585,Tekirdağ,2040,9,0.957,0.375
ACCESS-CM2,ssp585,Tekirdağ,2040,10,0.773,0.157
ACCESS-CM2,ssp585,Tekirdağ,2040,11,0.778,-0.142
ACCESS-CM2,ssp585,Tekirdağ,2040,12,0.5,-0.473
ACCESS-CM2,ssp585,Tekirdağ,2041,1,0.071,-0.996
ACCESS-CM2,ssp585,Tekirdağ,2041,2,-0.964,-1.975
ACCESS-CM2,ssp585,Tekirdağ,2041,3,-0.864,-1.828
ACCESS-CM2,ssp585,Tekirdağ,2041,4,-0.641,-1.562
ACCESS-CM2,ssp585,Tekirdağ,2041,5,-1.243,-2.303
ACCESS-CM2,ssp585,Tekirdağ,2041,6,-1.026,-2.267
ACCESS-CM2,ssp585,Tekirdağ,2041,7,-0.902,-2.238
ACCESS-CM2,ssp585,Tekirdağ,2041,8,-0.937,-2.116
ACCESS-CM2,ssp585,Tekirdağ,2041,9,-0.827,-2.086
ACCESS-CM2,ssp585,Tekirdağ,2041,10,0.081,-1.118
ACCESS-CM2,ssp585,Tekirdağ,2041,11,0.735,-0.557
ACCESS-CM2,ssp585,Tekirdağ,2041,12,1.18,0.063
ACCESS-CM2,ssp585,Tekirdağ,2042,1,0.988,-0.184
ACCESS-CM2,ssp585,Tekirdağ,2042,2,0.998,0.053
ACCESS-CM2,ssp585,Tekirdağ,2042,3,0.96,-0.008
ACCESS-CM2,ssp585,Tekirdağ,2042,4,0.701,-0.488
ACCESS-CM2,ssp585,Tekirdağ,2042,5,0.718,-0.245
ACCESS-CM2,ssp585,Tekirdağ,2042,6,0.649,-0.193
ACCESS-CM2,ssp585,Tekirdağ,2042,7,0.504,-0.39
ACCESS-CM2,ssp585,Tekirdağ,2042,8,0.584,-0.385
ACCESS-CM2,ssp585,Tekirdağ,2042,9,0.528,-0.509
ACCESS-CM2,ssp585,Tekirdağ,2042,10,-0.525,-1.743
ACCESS-CM2,ssp585,Tekirdağ,2042,11,-1.115,-2.228
ACCESS-CM2,ssp585,Tekirdağ,2042,12,-0.485,-1.729
ACCESS-CM2,ssp585,Tekirdağ,2043,1,-0.687,-2.047
ACCESS-CM2,ssp585,Tekirdağ,2043,2,-0.757,-2.135
ACCESS-CM2,ssp585,Tekirdağ,2043,3,-0.701,-1.979
ACCESS-CM2,ssp585,Tekirdağ,2043,4,-0.374,-1.737
ACCESS-CM2,ssp585,Tekirdağ,2043,5,-0.372,-1.97
ACCESS-CM2,ssp585,Tekirdağ,2043,6,-0.265,-1.881
ACCESS-CM2,ssp585,Tekirdağ,2043,7,0.309,-1.05
ACCESS-CM2,ssp585,Tekirdağ,2043,8,0.187,-1.045
ACCESS-CM2,ssp585,Tekirdağ,2043,9,0.155,-1.088
ACCESS-CM2,ssp585,Tekirdağ,2043,10,0.165,-0.779
ACCESS-CM2,ssp585,Tekirdağ,2043,11,0.337,-0.957
