name,indeks,k,D,n_nonzero,P0,dagilim,AD,uygun,T2,T5,T10,T25,T50,T100,T10_gev,T50_gev,T100_gev
Lüleburgaz,SPEI,1,3,41,0.305,GEV,0.304,True,2.16,3.51,4.36,5.46,6.3,7.17,4.361627971528008,6.302476773531751,7.169677839909221
Lüleburgaz,SPEI,1,4,22,0.627,LN3,0.124,True,0.0,3.39,4.82,6.61,8.0,9.44,4.758915562039621,7.983875901469331,9.560980413858399
Lüleburgaz,SPEI,3,1,58,0.017,Lojistik,0.925,False,1.35,1.91,2.24,2.63,2.92,3.2,2.496721634735847,3.6231243518489595,4.122179067535705
Lüleburgaz,SPEI,3,2,55,0.068,GEV,0.436,True,2.18,3.44,4.31,5.47,6.37,7.3,4.3135094581768865,6.367331496836254,7.298307900981641
Lüleburgaz,SPEI,3,3,51,0.136,LN3,0.237,True,2.81,4.5,5.75,7.49,8.89,10.38,5.669171436721265,8.942009692321227,10.623898085728866
Lüleburgaz,SPEI,3,4,39,0.339,GEV,0.421,True,2.83,5.15,6.69,8.8,10.52,12.37,6.688095063631625,10.515025559989496,12.374923183048283
Lüleburgaz,SPEI,3,5,34,0.424,GEV,0.239,True,2.7,5.65,7.36,9.64,11.45,13.38,7.364911274150391,11.454496704252161,13.376888735695708
Lüleburgaz,SPEI,3,6,16,0.729,Gamma3,0.289,True,0.0,5.11,8.08,10.97,12.88,14.67,8.390343561300172,12.116638763021285,13.24607360889696
Lüleburgaz,SPEI,3,7,15,0.746,Gumbel,0.427,True,0.0,5.25,8.48,11.54,13.65,15.7,8.583618654509383,13.415722647783632,15.1825431064023
Lüleburgaz,SPEI,6,1,52,0.119,GEV,0.175,True,1.01,1.76,2.34,3.18,3.9,4.7,2.3398863169394986,3.8978564136336304,4.701949065630793
Lüleburgaz,SPEI,6,2,50,0.153,LN3,0.157,True,1.74,3.3,4.46,6.08,7.39,8.79,4.389022791687376,7.66262823372117,9.422305384813459
Lüleburgaz,SPEI,6,3,43,0.271,GEV,0.153,True,2.31,4.45,6.11,8.64,10.92,13.6,6.107202057794064,10.924674727352404,13.603416996196355
Lüleburgaz,SPEI,6,4,38,0.356,GEV,0.127,True,2.62,5.43,7.5,10.63,13.45,16.75,7.496922408507253,13.45061999375325,16.75220514172449
Lüleburgaz,SPEI,6,5,37,0.373,GEV,0.161,True,3.09,6.35,8.88,12.92,16.74,21.41,8.878428408089334,16.73960719360401,21.411104814101083
Lüleburgaz,SPEI,6,6,31,0.475,LN3,0.205,True,2.52,7.48,10.52,14.74,18.19,21.9,10.321290237062628,18.454393507778633,22.881365520590407
Lüleburgaz,SPEI,6,7,23,0.61,LN3,0.271,True,0.0,8.1,11.67,16.35,20.06,24.0,11.509835785073097,20.089474909946723,24.50548107762397
Lüleburgaz,SPEI,6,8,19,0.678,Weibull3,0.335,True,0.0,8.57,12.74,17.77,21.38,24.87,12.316257429090308,22.27487957517122,27.98260097355646
Lüleburgaz,SPEI,6,9,16,0.729,Gumbel,0.542,True,0.0,9.13,13.36,17.55,20.46,23.28,12.224169013452325,25.40851300905583,35.012991186725905
Lüleburgaz,SPEI,6,10,16,0.729,Lojistik,0.512,True,0.0,9.61,14.74,18.71,21.24,23.62,13.445987998450596,24.396853498082933,30.618441712281832
Lüleburgaz,SPEI,9,1,52,0.119,GEV,0.224,True,0.74,1.62,2.42,3.79,5.14,6.87,2.420912084387271,5.1414689089559555,6.8701515708850565
Lüleburgaz,SPEI,9,2,43,0.271,LN3,0.228,True,1.3,3.18,4.69,6.94,8.89,11.06,4.572448045320501,9.607519756350358,12.774396764189309
Lüleburgaz,SPEI,9,3,41,0.305,LN3,0.2,True,1.73,4.46,6.6,9.76,12.45,15.44,6.428838283186972,13.282631683831157,17.48393197717248
