name,indeks,k,D,n_nonzero,P0,dagilim,AD,uygun,T2,T5,T10,T25,T50,T100,T10_gev,T50_gev,T100_gev
Çorlu,SPEI,3,4,38,0.356,Weibull3,0.094,True,3.05,5.36,6.41,7.51,8.21,8.83,6.361189037348236,8.162468215801749,8.777896572829878
Çorlu,SPEI,3,5,28,0.525,LN3,0.135,True,0.0,5.89,7.29,8.69,9.59,10.39,7.33022018392028,9.456564486840627,10.115408475656448
Çorlu,SPEI,3,6,21,0.644,Gamma3,0.152,True,0.0,5.83,7.71,9.62,10.88,12.05,7.734361311255192,10.615415255679778,11.608161261868624
Çorlu,SPEI,3,7,18,0.695,Weibull3,0.215,True,0.0,5.97,8.17,10.46,11.96,13.34,8.181149010701406,11.675475033607496,13.03089162149395
Çorlu,SPEI,6,1,54,0.085,Gumbel,0.385,True,1.09,1.79,2.25,2.82,3.25,3.67,2.3051704763095175,3.5786750470410817,4.177422571219166
Çorlu,SPEI,6,2,51,0.136,Lojistik,0.626,True,2.04,3.2,3.84,4.6,5.15,5.69,4.078495624000794,6.174824770692663,7.126156133969448
Çorlu,SPEI,6,3,42,0.288,Gumbel,0.182,True,2.54,4.44,5.57,6.98,8.01,9.03,5.584132832554047,8.094556352022243,9.163179103982092
Çorlu,SPEI,6,4,37,0.373,GEV,0.402,True,2.9,5.55,7.08,9.02,10.49,11.98,7.082372789126818,10.492052399239471,11.98235374885605
Çorlu,SPEI,6,5,33,0.441,GEV,0.156,True,3.25,6.29,8.13,10.69,12.82,15.18,8.130964942690195,12.821883933153021,15.176543236331415
Çorlu,SPEI,6,6,30,0.492,GEV,0.12,True,3.19,6.99,9.16,12.45,15.43,18.98,9.159476166445357,15.433345678104644,18.97917803354023
Çorlu,SPEI,6,7,21,0.644,GEV,0.121,True,0.0,7.51,10.13,13.62,16.52,19.76,10.134215798211295,16.517177544093922,19.755618534418332
Çorlu,SPEI,6,8,19,0.678,GEV,0.233,True,0.0,8.27,11.27,14.76,17.41,20.15,11.266492785151502,17.4086056733357,20.147559362684618
Çorlu,SPEI,6,9,15,0.746,GEV,0.186,True,0.0,8.72,11.07,14.64,18.26,23.06,11.065430192608504,18.262961900476682,23.05556456171221
Çorlu,SPEI,9,1,50,0.153,GEV,0.357,True,0.94,1.77,2.4,3.34,4.14,5.05,2.4046179331312727,4.141004615240982,5.049029020458925
Çorlu,SPEI,9,2,46,0.22,GEV,0.239,True,1.59,3.13,4.31,6.11,7.69,9.53,4.313912310310507,7.693366564435764,9.533059609984353
Çorlu,SPEI,9,3,43,0.271,GEV,0.384,True,2.13,4.38,5.95,8.18,10.03,12.07,5.954949444369936,10.031845860876079,12.066592386738863
Çorlu,SPEI,9,4,37,0.373,GEV,0.375,True,2.54,5.5,7.4,10.02,12.16,14.49,7.402891110133495,12.163212646159877,14.489298493048171
Çorlu,SPEI,9,5,31,0.475,GEV,0.203,True,2.31,6.3,8.56,11.76,14.47,17.52,8.564632126793764,14.470008685395468,17.515043614548844
Çorlu,SPEI,9,6,25,0.576,GEV,0.169,True,0.0,7.14,9.79,13.63,17.03,20.99,9.793229508555035,17.02746510084164,20.988599392203362
Çorlu,SPEI,9,7,24,0.593,LN3,0.176,True,0.0,7.92,11.21,16.24,20.7,25.83,11.052866530938864,20.66472974470175,26.614705303807035
Çorlu,SPEI,9,8,22,0.627,LN3,0.187,True,0.0,8.7,12.25,17.49,22.06,27.23,12.101594821510957,21.9844438574384,27.894043506213592
Çorlu,SPEI,9,9,22,0.627,LN3,0.28,True,0.0,9.35,13.21,18.96,24.0,29.73,13.057054347333157,23.91227486657241,30.46304512242481
Çorlu,SPEI,9,10,21,0.644,GEV,0.312,True,0.0,10.12,14.28,20.38,25.93,32.59,14.280181615007717,25.925668851404204,32.58855050304272
Çorlu,SPEI,9,11,20,0.661,GEV,0.32,True,0.0,11.01,15.38,21.42,26.67,32.75,15.382562878794943,26.667880866503655,32.750862340111155
Çorlu,SPEI,9,12,16,0.729,LN3,0.254,True,0.0,11.11,16.27,22.69,27.81,33.3,16.124656098073302,27.762438002455944,33.94090752324984
Çorlu,SPEI,12,1,48,0.186,Gumbel,0.431,True,0.78,1.53,2.0,2.59,3.03,3.46,2.0828092485928082,3.737588605101856,4.616277514603296
Çorlu,SPEI,12,2,44,0.254,Gumbel,0.413,True,1.41,2.94,3.87,5.02,5.87,6.71,3.9485456830635006,6.680286394868256,8.020947073314133
Çorlu,SPEI,12,3,36,0.39,Gumbel,0.387,True,1.87,4.18,5.43,6.96,8.08,9.18,5.4666151659886175,8.543123275830741,9.934804701295306
Çorlu,SPEI,12,4,35,0.407,GEV,0.255,True,2.37,5.38,7.17,9.54,11.42,13.41,7.172503656488998,11.420808238154644,13.407013723267983
Çorlu,SPEI,12,5,35,0.407,GEV,0.208,True,2.85,6.49,8.6,11.35,13.49,15.71,8.600274672996653,13.485032791186798,15.713177616236713
Çorlu,SPEI,12,6,35,0.407,GEV,0.123,True,3.29,7.57,10.09,13.4,16.01,18.75,10.090841582434035,16.01000411570537,18.75042354059287
Çorlu,SPEI,12,7,32,0.458,GEV,0.146,True,3.28,8.55,11.54,15.61,18.94,22.57,11.539901835277671,18.940828737854662,22.569915746039758
Çorlu,SPEI,12,8,29,0.508,GEV,0.201,True,0.0,9.66,12.87,17.09,20.45,24.04,12.868275657120655,20.45290551988181,24.043007188732844
Çorlu,SPEI,12,9,27,0.542,GEV,0.215,True,0.0,10.73,14.17,18.66,22.24,26.06,14.173325942455406,22.23829804691973,26.056027034075946
Çorlu,SPEI,12,10,25,0.576,GEV,0.393,True,0.0,11.9,15.73,20.43,23.99,27.65,15.733490819813046,23.99114750602007,27.646238324974988
Çorlu,SPEI,12,11,23,0.61,GEV,0.229,True,0.0,12.55,16.43,21.72,26.19,31.23,16.429774770626448,26.193455896742055,31.227527391963434
Çorlu,SPEI,12,12,23,0.61,GEV,0.193,True,0.0,13.33,17.46,23.14,27.96,33.41,17.462694132462044,27.959741133535438,33.41286563339058
Çorlu,SPI,1,1,59,0.0,Gamma3,0.134,True,1.58,2.08,2.37,2.7,2.93,3.15,2.358251133973713,2.8599373599327267,3.034257876831062
Çorlu,SPI,1,2,53,0.102,Gamma3,0.406,True,2.08,3.04,3.61,4.28,4.74,5.18,3.5433344702897873,4.417767854263659,4.715387660408716
Çorlu,SPI,1,3,38,0.356,Weibull3,0.461,True,1.67,3.25,4.08,5.0,5.6,6.16,4.019444197806322,5.28056593816498,5.712204657823757
Çorlu,SPI,1,4,20,0.661,Weibull3,0.294,True,0.0,3.27,4.5,5.59,6.24,6.8,4.476603623495357,6.168033885615824,6.701830206052187
Çorlu,SPI,3,1,56,0.051,LN3,0.309,True,1.52,2.11,2.42,2.75,2.96,3.16,2.410823308941687,2.844919659214688,2.971046652150192
Çorlu,SPI,3,2,52,0.119,Gamma3,0.362,True,2.51,3.57,4.15,4.78,5.21,5.61,4.144503374707126,5.09808968789403,5.411251555497897
Çorlu,SPI,3,3,45,0.237,Gumbel,0.187,True,2.93,4.54,5.53,6.76,7.66,8.56,5.454400250583244,7.208670554552661,7.879644015240356
Çorlu,SPI,3,4,39,0.339,Gumbel,0.169,True,3.12,5.23,6.45,7.95,9.04,10.13,6.421651189673428,8.802299774375271,9.756134546559117
Çorlu,SPI,3,5,31,0.475,GEV,0.173,True,2.57,5.62,7.09,8.95,10.38,11.85,7.088617094479271,10.379657674883138,11.850510265172144
Çorlu,SPI,3,6,24,0.593,Gumbel,0.183,True,0.0,5.95,7.78,9.87,11.37,12.84,7.780302795000935,11.230085412666039,12.607116447908009
Çorlu,SPI,3,7,18,0.695,Gumbel,0.203,True,0.0,6.26,8.37,10.59,12.14,13.66,8.403080764698874,11.919093472509653,13.253175951323605
Çorlu,SPI,6,1,53,0.102,Weibull3,0.229,True,1.11,1.82,2.23,2.69,3.0,3.28,2.1949073690867613,2.9860320189756564,3.2893580711925154
Çorlu,SPI,6,2,48,0.186,Weibull3,0.259,True,1.93,3.29,4.13,5.1,5.78,6.41,4.029175765548079,5.864394657266226,6.672573591769786
Çorlu,SPI,6,3,45,0.237,Weibull3,0.244,True,2.45,4.49,5.68,7.06,8.0,8.88,5.540871413861808,8.159930103080393,9.300484740034863
Çorlu,SPI,6,4,37,0.373,Gamma3,0.166,True,2.72,5.47,7.01,8.82,10.09,11.31,6.902455586862983,10.03121199526937,11.344239474726237
Çorlu,SPI,6,5,31,0.475,GEV,0.196,True,1.99,6.47,8.29,10.34,11.75,13.08,8.290076942866358,11.754932512270235,13.082348893678752
Çorlu,SPI,6,6,28,0.525,GEV,0.146,True,0.0,7.27,9.28,11.68,13.44,15.19,9.275666659182068,13.436781638467636,15.188014666325563
Çorlu,SPI,6,7,25,0.576,LN3,0.123,True,0.0,7.51,10.03,13.03,15.23,17.44,9.967360742172914,15.104511996771373,17.325075485002884
Çorlu,SPI,6,8,20,0.661,LN3,0.32,True,0.0,7.17,10.11,14.48,18.33,22.72,10.137327339486932,17.581068065062652,21.742683886738533
Çorlu,SPI,6,9,18,0.695,LN3,0.214,True,0.0,7.63,10.52,14.55,17.96,21.76,10.44741294133659,17.893792236632123,22.172799290305193
Çorlu,SPI,6,10,18,0.695,LN3,0.114,True,0.0,8.46,11.51,15.2,18.04,20.99,11.44972830399929,17.872747714094736,20.95746724053739
Çorlu,SPI,9,1,50,0.153,LN3,0.154,True,0.98,1.64,2.03,2.5,2.84,3.17,2.0214792473873753,2.7761491197704085,3.065585868924022
Çorlu,SPI,9,2,46,0.22,GEV,0.146,True,1.69,2.98,3.74,4.65,5.28,5.89,3.7432760975798827,5.282201172351027,5.888189928536582
Çorlu,SPI,9,3,43,0.271,GEV,0.239,True,2.35,4.23,5.34,6.7,7.68,8.64,5.343115322126824,7.677774600077836,8.635082679881702
Çorlu,SPI,9,4,38,0.356,Gumbel,0.223,True,2.88,5.29,6.66,8.34,9.56,10.78,6.667782110022639,9.628365300886731,10.878849884157187
Çorlu,SPI,9,5,35,0.407,Gumbel,0.308,True,3.05,6.25,7.96,10.03,11.54,13.04,7.963410318656427,11.603466416756412,13.13329095915022
Çorlu,SPI,9,6,31,0.475,Gumbel,0.174,True,2.28,7.0,9.1,11.61,13.43,15.23,9.106542386229805,13.703707844075232,15.67848056276736
Çorlu,SPI,9,7,28,0.525,GEV,0.186,True,0.0,7.92,10.33,13.16,15.22,17.24,10.32758064105923,15.216897174180648,17.238220850666657
Çorlu,SPI,9,8,25,0.576,GEV,0.18,True,0.0,8.73,11.47,14.54,16.69,18.75,11.467719015178314,16.685100862919498,18.74839745557042
Çorlu,SPI,9,9,24,0.593,GEV,0.178,True,0.0,9.49,12.36,15.65,18.0,20.31,12.360560260123044,18.00086787106803,20.309834655232102
Çorlu,SPI,9,10,23,0.61,GEV,0.199,True,0.0,10.15,13.29,16.81,19.29,21.68,13.294086094261978,19.287064082564186,21.684456222630303
Çorlu,SPI,9,11,21,0.644,Gumbel,0.173,True,0.0,10.61,13.88,17.51,20.09,22.61,13.80727254467928,20.64496853591212,23.637245808321893
Çorlu,SPI,9,12,17,0.712,GEV,0.135,True,0.0,9.69,13.58,17.94,21.24,24.65,13.57872587543901,21.235121744479585,24.648108020231014
Çorlu,SPI,12,1,45,0.237,Weibull3,0.25,True,0.76,1.51,1.93,2.4,2.72,3.01,1.896026243073944,2.664509115119521,2.9548959170274696
Çorlu,SPI,12,2,43,0.271,Weibull3,0.431,True,1.36,2.8,3.65,4.65,5.33,5.98,3.5623573908500856,5.188819383984695,5.849822410764794
Çorlu,SPI,12,3,38,0.356,Weibull3,0.371,True,1.68,3.98,5.19,6.54,7.44,8.27,5.097474091418247,7.357179377484244,8.235321134318955
Çorlu,SPI,12,4,36,0.39,GEV,0.327,True,2.4,5.13,6.58,8.31,9.56,10.77,6.5808035243159235,9.55865982737802,10.768414286142098
Çorlu,SPI,12,5,35,0.407,Gumbel,0.204,True,2.91,6.21,7.96,10.1,11.66,13.2,7.968805178414347,11.73448261084155,13.321372236788516
Çorlu,SPI,12,6,34,0.424,GEV,0.181,True,3.24,7.39,9.47,11.93,13.69,15.39,9.470893555606356,13.691070954107067,15.39472706753161
Çorlu,SPI,12,7,31,0.475,GEV,0.155,True,2.95,8.55,10.91,13.62,15.52,17.35,10.905617862199229,15.524062491043267,17.347133186077972
Çorlu,SPI,12,8,31,0.475,GEV,0.203,True,3.25,9.61,12.28,15.34,17.48,19.53,12.276706000639233,17.482596362589334,19.530049642840957
Çorlu,SPI,12,9,29,0.508,Lojistik,0.187,True,0.0,10.79,13.34,16.08,17.98,19.83,13.617871347401753,19.447698956410854,21.69240325522164
Çorlu,SPI,12,10,27,0.542,Lojistik,0.187,True,0.0,11.71,14.64,17.71,19.83,21.88,14.941415486403187,21.385453540000178,23.817536346321603
Çorlu,SPI,12,11,26,0.559,LN3,0.21,True,0.0,12.46,16.23,20.32,23.12,25.78,16.244311645818936,23.200705097830113,25.834138889869976
Çorlu,SPI,12,12,26,0.559,GEV,0.249,True,0.0,13.18,17.25,21.75,24.84,27.76,17.2497231921079,24.843743591826506,27.762207471729084
İpsala,SPEI,1,1,59,0.0,Lojistik,0.839,False,1.52,1.92,2.15,2.43,2.64,2.84,2.357211492542481,3.0936152121871654,3.3982096842498652
İpsala,SPEI,1,2,55,0.068,Lojistik,0.212,True,2.12,2.92,3.37,3.92,4.31,4.7,3.608951415895291,4.878012569185118,5.390792887938915
İpsala,SPEI,1,3,42,0.288,Gumbel,0.293,True,1.9,3.2,3.98,4.94,5.64,6.34,4.0133297000662544,5.967853849204294,6.855787187869163
İpsala,SPEI,1,4,26,0.559,GEV,0.241,True,0.0,3.22,4.4,5.98,7.28,8.69,4.401982033959287,7.278701212742042,8.693389620386455
İpsala,SPEI,3,1,59,0.0,Lojistik,0.531,True,1.31,1.82,2.12,2.48,2.74,3.0,2.263312181021048,3.2224553033463783,3.6435385546020713
İpsala,SPEI,3,2,56,0.051,Gamma3,0.606,True,2.07,3.32,4.11,5.06,5.73,6.38,4.07354348468128,5.8616232918741025,6.629950425664753
İpsala,SPEI,3,3,49,0.169,Lojistik,0.417,True,2.89,4.45,5.29,6.28,7.0,7.7,5.542275001850758,7.865865581810708,8.827576111162436
İpsala,SPEI,3,4,36,0.39,Lojistik,0.257,True,2.92,5.29,6.25,7.34,8.11,8.87,6.489129416578178,8.895295218075844,9.838335630695532
İpsala,SPEI,3,5,28,0.525,GEV,0.152,True,0.0,5.73,7.12,8.85,10.15,11.49,7.12251566064456,10.15462396968884,11.492557761795986
İpsala,SPEI,3,6,22,0.627,GEV,0.53,True,0.0,6.32,8.05,10.02,11.45,12.87,8.045879104334048,11.447661160083666,12.865157079796138
İpsala,SPEI,3,7,18,0.695,LN3,0.204,True,0.0,6.3,8.21,11.3,14.2,17.67,8.141003626977943,14.424083018919703,18.856765955159435
İpsala,SPEI,3,8,17,0.712,GEV,0.34,True,0.0,6.65,8.46,12.43,17.69,26.4,8.457126136468943,17.693701839683406,26.398537450433253
İpsala,SPEI,3,9,15,0.746,GEV,0.326,True,0.0,7.1,8.94,13.18,19.15,29.55,8.937986627122047,19.150487758482328,29.548944882666163
İpsala,SPEI,6,1,55,0.068,GEV,0.263,True,0.99,1.78,2.39,3.27,4.02,4.85,2.386384556769671,4.015216261756535,4.849790455049947
İpsala,SPEI,6,2,52,0.119,GEV,0.351,True,1.73,3.27,4.4,5.98,7.28,8.69,4.39974744538117,7.2804624276216625,8.694167927885596
İpsala,SPEI,6,3,44,0.254,Weibull3,0.298,True,2.13,4.62,6.15,7.95,9.21,10.39,5.959829998989109,9.654047399229274,11.40552995690004
İpsala,SPEI,6,4,39,0.339,GEV,0.456,True,2.44,5.41,7.27,9.74,11.68,13.72,7.274637511359735,11.68296291120027,13.718424886167945
İpsala,SPEI,6,5,34,0.424,Weibull3,0.232,True,2.46,6.71,8.93,11.43,13.11,14.67,8.709573821577589,13.077023009852446,14.89971390104036
İpsala,SPEI,6,6,29,0.508,Gamma3,0.294,True,0.0,7.7,10.18,12.93,14.81,16.57,10.108835787884018,14.56257723050041,16.248480552880864
İpsala,SPEI,6,7,25,0.576,LN3,0.46,True,0.0,8.53,11.22,14.09,16.04,17.89,11.236226821567598,15.784082561364214,17.407686879191182
İpsala,SPEI,6,8,21,0.644,Gumbel,0.493,True,0.0,9.08,11.83,14.88,17.05,19.17,11.852727339231816,16.82982025107484,18.783839770026916
İpsala,SPEI,6,9,18,0.695,Gumbel,0.412,True,0.0,9.6,12.7,15.95,18.24,20.47,12.783647708545551,17.80422618114745,19.659305951419142
İpsala,SPEI,6,10,17,0.712,Gumbel,0.341,True,0.0,10.15,13.59,17.11,19.57,21.96,13.815448578537112,18.57138760222869,20.124924510565418
İpsala,SPEI,6,11,16,0.729,Gumbel,0.345,True,0.0,10.54,14.36,18.15,20.77,23.32,14.6718772440345,19.48511413220392,20.958157687808416
İpsala,SPEI,9,1,51,0.136,Gamma3,0.214,True,0.75,1.53,2.05,2.7,3.17,3.64,1.9875174607757335,3.462029496325443,4.234971125181449
İpsala,SPEI,9,2,43,0.271,Gamma3,0.497,True,1.13,2.83,4.06,5.66,6.86,8.05,3.8197267581379992,6.816034632125787,8.409948720760433
İpsala,SPEI,9,3,39,0.339,Gumbel,0.511,True,1.76,4.09,5.43,7.08,8.29,9.48,5.473757280446179,8.875903794938125,10.438371312960978
İpsala,SPEI,9,4,34,0.424,Lojistik,0.441,True,1.81,5.42,6.76,8.25,9.3,10.32,6.9849359406614075,10.429061896840071,11.83304001014217
İpsala,SPEI,9,5,30,0.492,Lojistik,0.447,True,0.0,6.67,8.27,10.0,11.21,12.38,8.5332000682687,12.082118020179296,13.395482711693653
İpsala,SPEI,9,6,30,0.492,GEV,0.423,True,0.89,7.68,9.97,12.45,14.1,15.62,9.966235391854227,14.10234042044297,15.615952054752322
İpsala,SPEI,9,7,29,0.508,LN3,0.338,True,0.0,8.58,11.22,14.17,16.21,18.16,11.217308967025891,15.856594287157659,17.551677596285604
İpsala,SPEI,9,8,28,0.525,LN3,0.307,True,0.0,9.36,12.36,15.68,17.98,20.18,12.361607430674544,17.442709745420142,19.259950031392293
İpsala,SPEI,9,9,26,0.559,Weibull3,0.25,True,0.0,10.29,13.67,17.1,19.29,21.26,13.531243359081936,18.89243386028494,20.780925881780774
İpsala,SPEI,9,10,24,0.593,Gamma3,0.243,True,0.0,10.97,14.67,18.51,21.05,23.4,14.772595506674424,20.149891468574452,21.87613312677716
İpsala,SPEI,9,11,20,0.661,Weibull3,0.325,True,0.0,12.04,16.25,19.81,21.87,23.61,16.325709750682574,21.46142486886214,22.873988094694685
İpsala,SPEI,9,12,18,0.695,Gumbel,0.298,True,0.0,12.2,16.81,21.65,25.06,28.37,17.28254697857959,23.091095613855998,24.81126377040233
İpsala,SPEI,12,1,41,0.305,GEV,0.307,True,0.62,1.52,2.19,3.18,4.06,5.06,2.191848766305084,4.055932576174095,5.057308373696122
İpsala,SPEI,12,2,38,0.356,Gumbel,0.247,True,1.21,2.9,3.87,5.05,5.91,6.77,3.8906559590120633,6.209021180544864,7.24573197180905
İpsala,SPEI,12,3,35,0.407,Weibull3,0.192,True,1.53,4.2,5.49,6.88,7.8,8.63,5.387099651174536,7.798189186581158,8.72914337029328
İpsala,SPEI,12,4,34,0.424,GEV,0.241,True,2.08,5.25,6.75,8.46,9.63,10.72,6.754787823406961,9.625785833254128,10.719278832897366
İpsala,SPEI,12,5,34,0.424,GEV,0.302,True,2.39,6.23,8.05,10.12,11.53,12.86,8.051364603720371,11.533699342598283,12.862475982578944
İpsala,SPEI,12,6,33,0.441,Weibull3,0.224,True,2.52,7.16,9.5,12.09,13.82,15.41,9.324070280994594,13.578477401453052,15.252823072367377
İpsala,SPEI,12,7,32,0.458,Weibull3,0.278,True,2.44,8.02,10.83,13.97,16.08,18.04,10.643558102515058,15.671341876552882,17.6489360622027
İpsala,SPEI,12,8,30,0.492,GEV,0.24,True,1.43,9.02,11.94,15.36,17.81,20.19,11.936686772238051,17.80695146384502,20.19348657288812
İpsala,SPEI,12,9,26,0.559,Weibull3,0.147,True,0.0,10.17,13.62,17.3,19.71,21.91,13.354187200980443,19.596319931612044,22.105323876479268
İpsala,SPEI,12,10,25,0.576,GEV,0.151,True,0.0,10.99,14.47,18.65,21.77,24.92,14.470534471284797,21.76822398606768,24.923694302040186
İpsala,SPEI,12,11,24,0.593,LN3,0.171,True,0.0,11.22,15.46,20.89,25.11,29.52,15.373751032758536,24.561099091939774,28.86741574949955
İpsala,SPEI,12,12,23,0.61,LN3,0.168,True,0.0,11.46,16.2,22.47,27.49,32.84,16.077126585744104,26.963880427533002,32.39451975180732
İpsala,SPI,1,1,59,0.0,GEV,0.243,True,1.54,2.04,2.35,2.71,2.96,3.19,2.3466870006323246,2.9570678717464443,3.1905940753101634
İpsala,SPI,1,2,54,0.085,GEV,0.222,True,1.95,2.92,3.44,4.01,4.37,4.68,3.4430458332566527,4.369549720912611,4.6844934964017355
İpsala,SPI,1,3,32,0.458,Gamma3,0.351,True,1.42,3.14,3.99,4.97,5.66,6.32,3.9274847112289866,5.576974062846422,6.256817143911183
İpsala,SPI,1,4,21,0.644,Gamma3,0.271,True,0.0,2.94,4.08,5.34,6.22,7.05,4.022323997772091,6.161223836380229,7.081865789099599
İpsala,SPI,3,1,58,0.017,GEV,0.367,True,1.24,1.93,2.4,3.0,3.45,3.91,2.400870435842216,3.4513384744912536,3.90609048321233
İpsala,SPI,3,2,52,0.119,Gamma3,0.19,True,1.99,3.32,4.18,5.22,5.98,6.71,4.101610291305839,6.191945377261304,7.162454624327309
İpsala,SPI,3,3,46,0.22,Gumbel,0.258,True,2.6,4.41,5.53,6.92,7.95,8.97,5.558741665875987,8.166559296857162,9.302819771600511
İpsala,SPI,3,4,34,0.424,GEV,0.391,True,2.5,5.32,6.76,8.5,9.76,10.99,6.763512233563796,9.758946065667644,10.99450408923094
İpsala,SPI,3,5,25,0.576,GEV,0.703,True,0.0,5.56,7.28,9.46,11.16,12.95,7.283692985848477,11.162673210226114,12.950788845709468
İpsala,SPI,3,6,18,0.695,GEV,0.937,False,0.0,5.36,7.71,10.4,12.43,14.54,7.708542758724956,12.430516915659599,14.53503212108951
İpsala,SPI,3,7,15,0.746,GEV,0.633,True,0.0,5.37,7.76,10.89,13.7,17.07,7.759914152875265,13.702978353619173,17.072835750606245
İpsala,SPI,6,1,54,0.085,GEV,0.208,True,1.04,1.72,2.15,2.71,3.12,3.53,2.1539864581120067,3.1189257689967667,3.52852704617862
İpsala,SPI,6,2,49,0.169,Gamma3,0.222,True,1.79,3.21,4.12,5.22,6.01,6.78,4.03431563915405,6.19309345319026,7.187983001149348
İpsala,SPI,6,3,43,0.271,Weibull3,0.576,True,2.09,4.51,5.93,7.57,8.7,9.75,5.762900655030841,8.750826641982476,10.038477426825606
İpsala,SPI,6,4,35,0.407,Lojistik,0.545,True,2.39,5.64,6.9,8.33,9.33,10.31,7.218134414834242,10.864839078980014,12.440268547327577
İpsala,SPI,6,5,30,0.492,Gumbel,0.499,True,1.66,6.47,8.35,10.59,12.22,13.83,8.355735281170558,12.928232966176248,15.021782441206087
İpsala,SPI,6,6,26,0.559,GEV,0.465,True,0.0,7.16,9.44,12.27,14.43,16.65,9.442527004572785,14.428147308617929,16.651246941190657
İpsala,SPI,6,7,23,0.61,GEV,0.415,True,0.0,7.59,9.96,13.1,15.66,18.47,9.964051005479607,15.659764140723613,18.47106167062265
İpsala,SPI,6,8,21,0.644,GEV,0.29,True,0.0,7.84,10.6,14.09,16.9,19.93,10.596669308765865,16.896107619562205,19.925084938725835
İpsala,SPI,6,9,17,0.712,GEV,0.329,True,0.0,7.41,10.67,14.63,17.83,21.34,10.66625798838142,17.83441069226616,21.34212059762579
İpsala,SPI,6,10,15,0.746,GEV,0.282,True,0.0,7.99,11.14,15.36,19.19,23.84,11.143445742311188,19.188753641915078,23.839930519877043
İpsala,SPI,9,1,51,0.136,LN3,0.517,True,0.77,1.48,2.03,2.79,3.42,4.09,2.0044321031333254,3.6419632393431347,4.557135960193304
İpsala,SPI,9,2,44,0.254,Weibull3,0.621,True,1.26,2.89,3.89,5.07,5.9,6.68,3.758205085555718,6.728689960478764,8.3144516358933
İpsala,SPI,9,3,36,0.39,Gumbel,0.586,True,1.68,4.12,5.46,7.08,8.27,9.45,5.473162008831045,8.506373161626158,9.825109485526903
İpsala,SPI,9,4,32,0.458,Lojistik,0.682,True,1.44,5.38,6.63,8.0,8.96,9.89,6.938294451254556,10.10101017003882,11.356814104299762
İpsala,SPI,9,5,30,0.492,GEV,0.716,True,1.68,6.41,8.21,10.32,11.82,13.29,8.210370476326013,11.824702851210448,13.287513492041954
İpsala,SPI,9,6,30,0.492,GEV,0.689,True,1.87,7.41,9.55,12.09,13.91,15.7,9.552113577697046,13.914705725174183,15.704024329225224
İpsala,SPI,9,7,30,0.492,GEV,0.678,True,1.98,8.3,10.81,13.81,16.01,18.19,10.807135695496147,16.009731088379382,18.185003889480903
İpsala,SPI,9,8,28,0.525,GEV,0.575,True,0.0,9.24,12.08,15.43,17.86,20.25,12.077551827248115,17.85587690897551,20.24799913211023
İpsala,SPI,9,9,28,0.525,GEV,0.455,True,0.0,10.08,13.24,16.98,19.68,22.34,13.243636731805793,19.67990973109126,22.344178548465877
İpsala,SPI,9,10,24,0.593,GEV,0.437,True,0.0,10.77,14.18,18.37,21.57,24.87,14.18292723566614,21.57012251851111,24.8743597799846
İpsala,SPI,9,11,22,0.627,LN3,0.429,True,0.0,11.45,15.5,20.09,23.38,26.62,15.37626132115021,23.27584862694006,26.612707590902232
İpsala,SPI,9,12,18,0.695,Gumbel,0.232,True,0.0,11.06,16.11,21.42,25.15,28.79,16.19009573179374,24.73728345771295,28.011172783931293
İpsala,SPI,12,1,44,0.254,Lojistik,0.6,True,0.74,1.48,1.85,2.28,2.59,2.9,1.8947615072550692,2.8428917799797984,3.230709676015694
İpsala,SPI,12,2,37,0.373,Normal,0.435,True,1.24,2.95,3.63,4.32,4.75,5.13,3.6308294819536777,4.992184929479591,5.4667838936479844
İpsala,SPI,12,3,32,0.458,Lojistik,0.298,True,1.44,4.12,4.97,5.9,6.56,7.19,5.13770102201846,7.084622822593403,7.8150346270610385
İpsala,SPI,12,4,32,0.458,Lojistik,0.326,True,1.79,5.24,6.32,7.52,8.36,9.18,6.567899633636745,9.073427940662809,10.009193555403824
İpsala,SPI,12,5,32,0.458,GEV,0.221,True,2.36,6.28,8.01,9.99,11.36,12.66,8.00835806061388,11.358123210383717,12.65742230140755
İpsala,SPI,12,6,31,0.475,Gumbel,0.234,True,2.45,7.27,9.41,11.97,13.83,15.67,9.406182933651175,13.802907404626257,15.62048474848716
İpsala,SPI,12,7,30,0.492,GEV,0.249,True,1.88,8.3,10.87,13.96,16.24,18.5,10.865879370622865,16.239155336614157,18.502709756467926
İpsala,SPI,12,8,29,0.508,LN3,0.22,True,0.0,9.08,12.15,16.06,19.07,22.17,11.994205720094845,19.113669480352293,22.52803220576662
İpsala,SPI,12,9,29,0.508,LN3,0.215,True,0.0,9.89,13.42,17.98,21.5,25.17,13.2418378547518,21.5636555713564,25.61910862340264
İpsala,SPI,12,10,27,0.542,LN3,0.286,True,0.0,10.9,14.8,19.61,23.22,26.88,14.638025999842196,23.196266277103604,27.108309212954417
İpsala,SPI,12,11,24,0.593,GEV,0.354,True,0.0,11.71,15.82,21.05,25.18,29.56,15.822446779611715,25.179219343334317,29.557223405887353
İpsala,SPI,12,12,23,0.61,GEV,0.416,True,0.0,11.99,16.49,22.38,27.17,32.39,16.49160805339283,27.170079582730146,32.38759696577859
