name,indeks,k,D,n_nonzero,P0,dagilim,AD,uygun,T2,T5,T10,T25,T50,T100
Edirne,SPEI,1,1,59,0.0,Gamma3,0.099,True,1.43,1.81,2.04,2.32,2.52,2.7
Edirne,SPEI,1,2,55,0.068,LN3,0.214,True,2.08,2.88,3.36,3.92,4.32,4.7
Edirne,SPEI,1,3,41,0.305,GEV,0.239,True,2.21,3.5,4.26,5.21,5.92,6.62
Edirne,SPEI,1,4,24,0.593,Lojistik,0.323,True,0.0,3.32,4.1,4.89,5.43,5.95
Edirne,SPEI,3,1,58,0.017,GEV,0.3,True,1.34,1.91,2.33,2.89,3.34,3.81
Edirne,SPEI,3,2,55,0.068,GEV,0.228,True,2.21,3.22,3.95,4.97,5.79,6.67
Edirne,SPEI,3,3,50,0.153,Gumbel,0.291,True,2.91,4.35,5.27,6.41,7.26,8.1
Edirne,SPEI,3,4,42,0.288,Weibull3,0.395,True,2.76,5.06,6.61,8.52,9.91,11.25
Edirne,SPEI,3,5,34,0.424,Weibull3,0.573,True,2.68,5.59,7.29,9.27,10.65,11.96
Edirne,SPEI,3,6,26,0.559,GEV,0.316,True,0.0,5.65,7.49,9.9,11.83,13.9
Edirne,SPEI,3,7,20,0.661,Gumbel,0.405,True,0.0,5.35,7.25,9.31,10.78,12.21
Edirne,SPEI,3,8,16,0.729,Lojistik,0.303,True,0.0,5.65,8.05,9.91,11.1,12.22
Edirne,SPEI,6,1,57,0.034,Gumbel,0.523,True,1.11,1.78,2.22,2.77,3.18,3.59
Edirne,SPEI,6,2,51,0.136,LN3,0.342,True,2.02,3.21,3.95,4.86,5.53,6.18
Edirne,SPEI,6,3,48,0.186,LN3,0.218,True,2.67,4.38,5.47,6.82,7.82,8.82
Edirne,SPEI,6,4,41,0.305,GEV,0.215,True,3.13,5.51,6.9,8.59,9.82,11.03
Edirne,SPEI,6,5,38,0.356,Gumbel,0.231,True,3.82,6.41,7.88,9.67,10.99,12.29
Edirne,SPEI,6,6,33,0.441,Gumbel,0.254,True,3.76,7.19,8.9,10.97,12.47,13.96
Edirne,SPEI,6,7,26,0.559,Gumbel,0.408,True,0.0,7.67,9.59,11.82,13.43,15.01
Edirne,SPEI,6,8,22,0.627,Gumbel,0.482,True,0.0,8.27,10.38,12.75,14.44,16.1
Edirne,SPEI,6,9,18,0.695,GEV,0.179,True,0.0,8.2,10.59,13.47,15.76,18.22
Edirne,SPEI,9,1,55,0.068,Normal,0.289,True,1.09,1.67,1.96,2.28,2.48,2.66
Edirne,SPEI,9,2,48,0.186,Weibull3,0.213,True,1.9,3.1,3.72,4.39,4.82,5.22
Edirne,SPEI,9,3,44,0.254,LN3,0.101,True,2.68,4.38,5.25,6.22,6.86,7.47
Edirne,SPEI,9,4,37,0.373,Lojistik,0.202,True,3.17,5.48,6.46,7.57,8.36,9.13
Edirne,SPEI,9,5,34,0.424,GEV,0.26,True,3.69,6.58,7.97,9.56,10.66,11.71
Edirne,SPEI,9,6,31,0.475,Gumbel,0.146,True,3.97,7.49,9.05,10.93,12.29,13.63
Edirne,SPEI,9,7,28,0.525,GEV,0.164,True,0.0,8.2,10.04,12.22,13.81,15.4
Edirne,SPEI,9,8,25,0.576,GEV,0.138,True,0.0,8.91,11.01,13.47,15.25,17.01
Edirne,SPEI,9,9,23,0.61,LN3,0.166,True,0.0,9.37,11.77,14.66,16.83,19.02
Edirne,SPEI,9,10,20,0.661,GEV,0.192,True,0.0,9.17,11.59,15.29,18.81,23.18
Edirne,SPEI,12,1,48,0.186,GEV,0.331,True,0.86,1.58,2.01,2.52,2.88,3.23
Edirne,SPEI,12,2,45,0.237,Weibull3,0.188,True,1.46,2.95,3.81,4.78,5.44,6.06
Edirne,SPEI,12,3,41,0.305,GEV,0.246,True,2.15,4.11,5.21,6.51,7.42,8.29
Edirne,SPEI,12,4,39,0.339,GEV,0.214,True,2.63,5.18,6.58,8.22,9.38,10.48
Edirne,SPEI,12,5,34,0.424,GEV,0.168,True,3.03,5.93,7.58,9.74,11.43,13.2
Edirne,SPEI,12,6,31,0.475,GEV,0.233,True,2.61,6.84,8.84,11.32,13.2,15.1
Edirne,SPEI,12,7,29,0.508,GEV,0.208,True,0.0,7.52,9.72,12.71,15.17,17.86
Edirne,SPEI,12,8,27,0.542,GEV,0.278,True,0.0,8.28,10.75,14.02,16.67,19.52
Edirne,SPEI,12,9,25,0.576,GEV,0.408,True,0.0,9.01,11.79,15.41,18.3,21.41
Edirne,SPEI,12,10,24,0.593,GEV,0.394,True,0.0,9.55,12.65,16.75,20.11,23.78
Edirne,SPEI,12,11,23,0.61,GEV,0.417,True,0.0,9.92,13.4,18.09,22.0,26.36
Edirne,SPEI,12,12,21,0.644,GEV,0.368,True,0.0,9.97,13.97,19.43,24.12,29.47
Edirne,SPI,1,1,59,0.0,Gamma3,0.242,True,1.6,2.21,2.57,3.0,3.3,3.59
Edirne,SPI,1,2,53,0.102,Gamma3,0.163,True,1.93,3.03,3.71,4.53,5.11,5.67
Edirne,SPI,1,3,34,0.424,Gamma3,0.193,True,1.29,3.26,4.32,5.57,6.45,7.3
Edirne,SPI,1,4,15,0.746,GEV,0.173,True,0.0,2.44,3.48,4.54,5.32,6.12
Edirne,SPI,3,1,58,0.017,Gumbel,0.438,True,1.41,2.05,2.47,3.01,3.4,3.8
Edirne,SPI,3,2,54,0.085,GEV,0.23,True,2.27,3.4,4.11,4.98,5.6,6.21
Edirne,SPI,3,3,51,0.136,GEV,0.394,True,2.87,4.38,5.39,6.73,7.76,8.82
Edirne,SPI,3,4,38,0.356,GEV,0.241,True,2.97,5.04,6.34,8.06,9.42,10.86
Edirne,SPI,3,5,30,0.492,LN3,0.274,True,1.68,5.7,7.01,8.41,9.36,10.24
Edirne,SPI,3,6,23,0.61,Gumbel,0.54,True,0.0,5.22,6.93,8.86,10.25,11.61
Edirne,SPI,3,7,17,0.712,GEV,0.353,True,0.0,5.27,6.59,8.0,9.04,10.09
Edirne,SPI,6,1,55,0.068,GEV,0.167,True,1.2,1.8,2.15,2.54,2.8,3.04
Edirne,SPI,6,2,51,0.136,LN3,0.271,True,2.12,3.28,3.95,4.73,5.28,5.79
Edirne,SPI,6,3,49,0.169,LN3,0.407,True,2.85,4.43,5.32,6.36,7.08,7.76
Edirne,SPI,6,4,45,0.237,LN3,0.28,True,3.46,5.48,6.5,7.63,8.37,9.06
Edirne,SPI,6,5,36,0.39,Lojistik,0.313,True,3.65,6.3,7.39,8.61,9.47,10.32
Edirne,SPI,6,6,32,0.458,Normal,0.268,True,2.97,7.13,8.47,9.77,10.58,11.29
Edirne,SPI,6,7,28,0.525,Normal,0.365,True,0.0,7.75,9.22,10.62,11.47,12.22
Edirne,SPI,6,8,23,0.61,Weibull3,0.347,True,0.0,8.38,10.0,11.33,12.07,12.68
Edirne,SPI,6,9,19,0.678,Weibull3,0.354,True,0.0,8.42,10.37,11.72,12.43,12.99
Edirne,SPI,9,1,54,0.085,GEV,0.474,True,1.15,1.63,1.84,2.01,2.09,2.15
Edirne,SPI,9,2,50,0.153,GEV,0.478,True,2.04,3.02,3.43,3.8,3.99,4.14
Edirne,SPI,9,3,46,0.22,Gamma3,0.346,True,2.68,4.14,4.84,5.57,6.04,6.46
Edirne,SPI,9,4,38,0.356,Gumbel,0.383,True,3.14,5.03,6.1,7.41,8.37,9.32
Edirne,SPI,9,5,38,0.356,Weibull3,0.454,True,3.67,6.15,7.2,8.25,8.89,9.45
Edirne,SPI,9,6,29,0.508,GEV,0.3,True,0.0,7.24,8.38,9.38,9.93,10.35
Edirne,SPI,9,7,27,0.542,GEV,0.307,True,0.0,8.24,9.47,10.49,11.03,11.44
Edirne,SPI,9,8,25,0.576,GEV,0.212,True,0.0,9.19,10.5,11.42,11.84,12.13
Edirne,SPI,9,9,25,0.576,GEV,0.299,True,0.0,10.03,11.37,12.24,12.6,12.83
Edirne,SPI,9,10,24,0.593,GEV,0.223,True,0.0,10.11,11.71,12.88,13.43,13.82
Edirne,SPI,9,11,19,0.678,GEV,0.141,True,0.0,9.91,12.21,13.72,14.4,14.87
Edirne,SPI,9,12,15,0.746,GEV,0.215,True,0.0,9.98,12.73,14.47,15.32,15.95
Edirne,SPI,12,1,49,0.169,GEV,0.319,True,0.95,1.51,1.75,1.98,2.1,2.2
Edirne,SPI,12,2,45,0.237,Weibull3,0.366,True,1.67,2.77,3.31,3.87,4.23,4.55
Edirne,SPI,12,3,43,0.271,Weibull3,0.451,True,2.29,3.8,4.57,5.39,5.93,6.41
Edirne,SPI,12,4,40,0.322,GEV,0.679,True,2.96,5.01,5.78,6.45,6.8,7.06
Edirne,SPI,12,5,38,0.356,GEV,0.465,True,3.4,6.04,6.94,7.68,8.05,8.32
Edirne,SPI,12,6,37,0.373,GEV,0.427,True,3.91,7.01,8.07,8.96,9.41,9.74
Edirne,SPI,12,7,36,0.39,GEV,0.382,True,4.37,7.86,9.1,10.19,10.76,11.2
Edirne,SPI,12,8,32,0.458,GEV,0.211,True,3.84,8.69,10.12,11.37,12.03,12.53
Edirne,SPI,12,9,31,0.475,Normal,0.149,True,3.8,9.44,11.08,12.67,13.65,14.52
Edirne,SPI,12,10,30,0.492,Lojistik,0.14,True,2.61,10.19,11.83,13.6,14.83,16.03
Edirne,SPI,12,11,27,0.542,Lojistik,0.205,True,0.0,10.93,12.73,14.62,15.92,17.19
Edirne,SPI,12,12,25,0.576,Lojistik,0.331,True,0.0,11.51,13.53,15.6,17.02,18.39
Kırklareli,SPEI,1,1,59,0.0,Lojistik,0.241,True,1.5,1.88,2.1,2.37,2.57,2.76
Kırklareli,SPEI,1,2,52,0.119,Normal,0.307,True,2.14,2.95,3.36,3.78,4.06,4.3
Kırklareli,SPEI,1,3,39,0.339,GEV,0.235,True,2.08,3.56,4.22,4.88,5.28,5.61
Kırklareli,SPEI,1,4,17,0.712,GEV,0.282,True,0.0,3.49,4.7,5.33,5.58,5.72
Kırklareli,SPEI,3,1,58,0.017,GEV,0.173,True,1.31,1.89,2.24,2.64,2.91,3.16
Kırklareli,SPEI,3,2,54,0.085,Gamma3,0.229,True,2.18,3.26,3.9,4.65,5.17,5.66
Kırklareli,SPEI,3,3,48,0.186,Weibull3,0.232,True,2.77,4.36,5.24,6.22,6.88,7.48
Kırklareli,SPEI,3,4,36,0.39,Gamma3,0.227,True,2.81,4.99,6.01,7.11,7.85,8.54
Kırklareli,SPEI,3,5,29,0.508,LN3,0.227,True,0.0,5.33,6.48,7.67,8.44,9.15
Kırklareli,SPEI,3,6,22,0.627,GEV,0.328,True,0.0,5.47,6.63,8.13,9.34,10.66
Kırklareli,SPEI,3,7,17,0.712,LN3,0.222,True,0.0,5.77,7.25,9.25,10.92,12.77
Kırklareli,SPEI,6,1,55,0.068,Gamma3,0.518,True,1.03,1.9,2.49,3.21,3.74,4.26
Kırklareli,SPEI,6,2,49,0.169,Lojistik,0.379,True,2.09,3.2,3.79,4.5,5.01,5.51
Kırklareli,SPEI,6,3,47,0.203,GEV,0.354,True,2.72,4.44,5.51,6.85,7.83,8.8
Kırklareli,SPEI,6,4,41,0.305,LN3,0.448,True,3.2,5.57,6.88,8.42,9.51,10.56
Kırklareli,SPEI,6,5,35,0.407,GEV,0.532,True,3.59,6.66,8.26,10.18,11.57,12.92
Kırklareli,SPEI,6,6,30,0.492,GEV,0.572,True,2.28,7.56,9.55,11.85,13.48,15.05
Kırklareli,SPEI,6,7,24,0.593,GEV,0.448,True,0.0,7.7,10.11,13.11,15.42,17.82
Kırklareli,SPEI,6,8,18,0.695,GEV,0.311,True,0.0,7.47,9.79,13.28,16.6,20.75
Kırklareli,SPEI,9,1,55,0.068,Gumbel,0.294,True,0.98,1.62,2.03,2.56,2.94,3.33
Kırklareli,SPEI,9,2,47,0.203,Gumbel,0.186,True,1.76,2.98,3.74,4.69,5.39,6.09
Kırklareli,SPEI,9,3,44,0.254,Gumbel,0.302,True,2.4,4.18,5.26,6.61,7.6,8.58
Kırklareli,SPEI,9,4,37,0.373,GEV,0.21,True,2.75,5.22,6.66,8.49,9.87,11.27
Kırklareli,SPEI,9,5,32,0.458,GEV,0.223,True,2.7,6.04,7.93,10.49,12.59,14.86
Kırklareli,SPEI,9,6,28,0.525,GEV,0.205,True,0.0,6.92,9.18,12.39,15.16,18.31
Kırklareli,SPEI,9,7,27,0.542,GEV,0.213,True,0.0,7.56,10.1,14.09,17.87,22.54
Kırklareli,SPEI,9,8,24,0.593,LN3,0.386,True,0.0,7.87,11.06,16.33,21.29,27.23
Kırklareli,SPEI,9,9,22,0.627,LN3,0.272,True,0.0,8.51,12.2,17.96,23.19,29.28
Kırklareli,SPEI,9,10,21,0.644,LN3,0.22,True,0.0,9.0,12.99,19.38,25.29,32.28
Kırklareli,SPEI,9,11,19,0.678,GEV,0.235,True,0.0,9.58,13.69,20.37,27.13,36.0
Kırklareli,SPEI,9,12,17,0.712,GEV,0.229,True,0.0,10.39,14.75,21.35,27.78,35.99
Kırklareli,SPEI,12,1,50,0.153,Gumbel,0.607,True,0.77,1.47,1.91,2.47,2.88,3.29
Kırklareli,SPEI,12,2,42,0.288,Gumbel,0.314,True,1.36,2.77,3.61,4.64,5.4,6.16
Kırklareli,SPEI,12,3,37,0.373,GEV,0.354,True,1.81,3.86,5.16,6.9,8.3,9.79
Kırklareli,SPEI,12,4,36,0.39,GEV,0.289,True,2.25,4.91,6.63,9.03,11.02,13.22
Kırklareli,SPEI,12,5,35,0.407,GEV,0.335,True,2.66,5.92,7.98,10.83,13.19,15.78
Kırklareli,SPEI,12,6,34,0.424,GEV,0.475,True,2.88,6.92,9.45,12.98,15.93,19.19
Kırklareli,SPEI,12,7,33,0.441,GEV,0.373,True,3.37,7.58,10.37,14.56,18.31,22.68
Kırklareli,SPEI,12,8,27,0.542,GEV,0.229,True,0.0,8.07,11.42,16.91,22.3,29.15
Kırklareli,SPEI,12,9,26,0.559,GEV,0.234,True,0.0,9.01,12.6,18.31,23.78,30.6
Kırklareli,SPEI,12,10,24,0.593,GEV,0.219,True,0.0,9.52,13.37,20.02,26.94,36.2
Kırklareli,SPEI,12,11,22,0.627,GEV,0.224,True,0.0,10.32,14.55,21.23,27.7,35.87
Kırklareli,SPEI,12,12,20,0.661,GEV,0.173,True,0.0,10.89,15.27,22.53,29.94,39.73
Kırklareli,SPI,1,1,59,0.0,LN3,0.394,True,1.62,2.21,2.54,2.93,3.19,3.43
Kırklareli,SPI,1,2,50,0.153,LN3,0.177,True,1.94,2.81,3.29,3.83,4.2,4.55
Kırklareli,SPI,1,3,35,0.407,LN3,0.177,True,1.65,3.1,3.74,4.45,4.92,5.36
Kırklareli,SPI,1,4,16,0.729,GEV,0.213,True,0.0,2.68,3.34,4.07,4.63,5.2
Kırklareli,SPI,3,1,58,0.017,Weibull3,0.264,True,1.39,2.03,2.38,2.75,3.0,3.22
Kırklareli,SPI,3,2,53,0.102,GEV,0.347,True,2.33,3.4,3.94,4.49,4.83,5.1
Kırklareli,SPI,3,3,47,0.203,GEV,0.242,True,2.82,4.41,5.24,6.11,6.67,7.15
Kırklareli,SPI,3,4,35,0.407,Normal,0.19,True,2.76,5.19,6.11,7.03,7.6,8.1
Kırklareli,SPI,3,5,28,0.525,GEV,0.207,True,0.0,5.69,6.76,7.83,8.5,9.08
Kırklareli,SPI,3,6,23,0.61,Gumbel,0.217,True,0.0,5.93,7.06,8.35,9.28,10.18
Kırklareli,SPI,3,7,20,0.661,Gumbel,0.23,True,0.0,6.45,7.91,9.51,10.65,11.75
Kırklareli,SPI,6,1,55,0.068,GEV,0.67,True,1.17,1.78,2.06,2.32,2.47,2.58
Kırklareli,SPI,6,2,50,0.153,GEV,0.389,True,1.98,3.12,3.75,4.43,4.86,5.25
Kırklareli,SPI,6,3,44,0.254,GEV,0.15,True,2.68,4.35,5.21,6.14,6.73,7.26
Kırklareli,SPI,6,4,41,0.305,LN3,0.217,True,3.33,5.44,6.53,7.74,8.56,9.34
Kırklareli,SPI,6,5,37,0.373,LN3,0.34,True,3.51,6.44,7.81,9.3,10.3,11.24
Kırklareli,SPI,6,6,29,0.508,Lojistik,0.287,True,0.0,7.35,8.76,10.28,11.33,12.36
Kırklareli,SPI,6,7,24,0.593,Gumbel,0.23,True,0.0,7.56,9.56,11.87,13.52,15.13
Kırklareli,SPI,6,8,16,0.729,GEV,0.203,True,0.0,7.29,10.32,13.34,15.44,17.49
Kırklareli,SPI,9,1,52,0.119,Weibull3,0.16,True,0.97,1.61,1.99,2.42,2.71,2.97
Kırklareli,SPI,9,2,51,0.136,Weibull3,0.329,True,1.64,2.87,3.63,4.51,5.13,5.7
Kırklareli,SPI,9,3,45,0.237,Gamma3,0.291,True,2.3,4.07,5.1,6.32,7.18,7.99
Kırklareli,SPI,9,4,42,0.288,Gamma3,0.2,True,2.67,5.02,6.42,8.09,9.27,10.41
Kırklareli,SPI,9,5,35,0.407,GEV,0.263,True,2.66,5.96,7.71,9.8,11.33,12.82
Kırklareli,SPI,9,6,30,0.492,GEV,0.214,True,1.82,6.59,8.72,11.46,13.61,15.87
Kırklareli,SPI,9,7,26,0.559,GEV,0.186,True,0.0,7.39,10.01,13.35,15.97,18.73
Kırklareli,SPI,9,8,25,0.576,GEV,0.222,True,0.0,8.0,10.94,15.16,18.85,23.12
Kırklareli,SPI,9,9,24,0.593,GEV,0.231,True,0.0,8.45,11.84,16.87,21.44,26.88
Kırklareli,SPI,9,10,22,0.627,GEV,0.332,True,0.0,9.0,12.96,18.39,23.04,28.32
Kırklareli,SPI,9,11,21,0.644,GEV,0.391,True,0.0,9.57,13.76,19.64,24.79,30.78
Kırklareli,SPI,9,12,17,0.712,GEV,0.363,True,0.0,9.92,14.9,21.07,26.11,31.7
Kırklareli,SPI,12,1,49,0.169,Gamma3,0.221,True,0.66,1.36,1.83,2.41,2.83,3.25
Kırklareli,SPI,12,2,43,0.271,Weibull3,0.39,True,1.09,2.55,3.43,4.46,5.17,5.83
Kırklareli,SPI,12,3,39,0.339,Gumbel,0.44,True,1.5,3.51,4.66,6.08,7.11,8.14
Kırklareli,SPI,12,4,35,0.407,GEV,0.262,True,1.78,4.53,6.18,8.35,10.09,11.92
Kırklareli,SPI,12,5,33,0.441,GEV,0.27,True,2.06,5.38,7.47,10.48,13.06,15.99
Kırklareli,SPI,12,6,32,0.458,GEV,0.288,True,2.13,6.31,8.88,12.58,15.78,19.42
Kırklareli,SPI,12,7,29,0.508,GEV,0.329,True,0.0,7.25,10.27,14.47,17.99,21.92
Kırklareli,SPI,12,8,25,0.576,LN3,0.458,True,0.0,7.83,11.52,17.0,21.76,27.13
Kırklareli,SPI,12,9,24,0.593,GEV,0.529,True,0.0,8.88,12.79,18.31,23.1,28.62
Kırklareli,SPI,12,10,23,0.61,GEV,0.645,True,0.0,9.75,14.1,19.81,24.47,29.56
Kırklareli,SPI,12,11,22,0.627,GEV,0.652,True,0.0,10.27,15.16,21.38,26.33,31.65
Kırklareli,SPI,12,12,20,0.661,Gumbel,0.728,False,0.0,11.05,16.64,22.76,27.09,31.32
Lüleburgaz,SPEI,1,1,59,0.0,Lojistik,0.239,True,1.47,1.86,2.08,2.35,2.55,2.75
Lüleburgaz,SPEI,1,2,53,0.102,Lojistik,0.296,True,2.21,2.95,3.37,3.87,4.23,4.58
Lüleburgaz,SPEI,1,3,41,0.305,GEV,0.304,True,2.16,3.51,4.36,5.46,6.3,7.17
Lüleburgaz,SPEI,1,4,22,0.627,LN3,0.124,True,0.0,3.39,4.82,6.61,8.0,9.44
Lüleburgaz,SPEI,3,1,58,0.017,Lojistik,0.925,False,1.35,1.91,2.24,2.63,2.92,3.2
Lüleburgaz,SPEI,3,2,55,0.068,GEV,0.436,True,2.18,3.44,4.31,5.47,6.37,7.3
Lüleburgaz,SPEI,3,3,51,0.136,LN3,0.237,True,2.81,4.5,5.75,7.49,8.89,10.38
Lüleburgaz,SPEI,3,4,39,0.339,GEV,0.421,True,2.83,5.15,6.69,8.8,10.52,12.37
Lüleburgaz,SPEI,3,5,34,0.424,GEV,0.239,True,2.7,5.65,7.36,9.64,11.45,13.38
Lüleburgaz,SPEI,3,6,16,0.729,Gamma3,0.289,True,0.0,5.11,8.08,10.97,12.88,14.67
Lüleburgaz,SPEI,3,7,15,0.746,Gumbel,0.427,True,0.0,5.25,8.48,11.54,13.65,15.7
Lüleburgaz,SPEI,6,1,52,0.119,GEV,0.175,True,1.01,1.76,2.34,3.18,3.9,4.7
Lüleburgaz,SPEI,6,2,50,0.153,LN3,0.157,True,1.74,3.3,4.46,6.08,7.39,8.79
Lüleburgaz,SPEI,6,3,43,0.271,GEV,0.153,True,2.31,4.45,6.11,8.64,10.92,13.6
Lüleburgaz,SPEI,6,4,38,0.356,GEV,0.127,True,2.62,5.43,7.5,10.63,13.45,16.75
Lüleburgaz,SPEI,6,5,37,0.373,GEV,0.161,True,3.09,6.35,8.88,12.92,16.74,21.41
Lüleburgaz,SPEI,6,6,31,0.475,LN3,0.205,True,2.52,7.48,10.52,14.74,18.19,21.9
Lüleburgaz,SPEI,6,7,23,0.61,LN3,0.271,True,0.0,8.1,11.67,16.35,20.06,24.0
Lüleburgaz,SPEI,6,8,19,0.678,Weibull3,0.335,True,0.0,8.57,12.74,17.77,21.38,24.87
Lüleburgaz,SPEI,6,9,16,0.729,Gumbel,0.542,True,0.0,9.13,13.36,17.55,20.46,23.28
Lüleburgaz,SPEI,6,10,16,0.729,Lojistik,0.512,True,0.0,9.61,14.74,18.71,21.24,23.62
Lüleburgaz,SPEI,9,1,52,0.119,GEV,0.224,True,0.74,1.62,2.42,3.79,5.14,6.87
Lüleburgaz,SPEI,9,2,43,0.271,LN3,0.228,True,1.3,3.18,4.69,6.94,8.89,11.06
Lüleburgaz,SPEI,9,3,41,0.305,LN3,0.2,True,1.73,4.46,6.6,9.76,12.45,15.44
Lüleburgaz,SPEI,9,4,35,0.407,LN3,0.176,True,1.69,5.17,8.29,13.41,18.19,23.85
Lüleburgaz,SPEI,9,5,29,0.508,LN3,0.212,True,0.0,6.13,9.89,15.58,20.57,26.24
Lüleburgaz,SPEI,9,6,26,0.559,LN3,0.191,True,0.0,7.03,11.22,17.39,22.71,28.67
Lüleburgaz,SPEI,9,7,24,0.593,Weibull3,0.218,True,0.0,7.82,12.99,19.41,24.08,28.64
Lüleburgaz,SPEI,9,8,20,0.661,Weibull3,0.166,True,0.0,8.85,14.55,20.59,24.58,28.25
Lüleburgaz,SPEI,9,9,18,0.695,Gamma3,0.164,True,0.0,8.72,15.07,21.88,26.56,31.02
Lüleburgaz,SPEI,9,10,17,0.712,Weibull3,0.301,True,0.0,9.04,15.63,23.43,28.98,34.33
Lüleburgaz,SPEI,12,1,46,0.22,GEV,0.412,True,0.57,1.51,2.45,4.26,6.27,9.09
Lüleburgaz,SPEI,12,2,39,0.339,LN3,0.302,True,1.03,2.63,4.31,7.32,10.33,14.09
Lüleburgaz,SPEI,12,3,37,0.373,LN3,0.316,True,1.19,3.41,6.2,11.92,18.25,26.8
Lüleburgaz,SPEI,12,4,34,0.424,LN3,0.387,True,1.51,4.52,7.53,12.9,18.2,24.78
Lüleburgaz,SPEI,12,5,32,0.458,LN3,0.297,True,1.53,5.35,8.98,15.27,21.39,28.89
Lüleburgaz,SPEI,12,6,29,0.508,LN3,0.219,True,0.0,6.13,10.4,17.57,24.36,32.53
Lüleburgaz,SPEI,12,7,24,0.593,LN3,0.223,True,0.0,7.17,11.87,18.97,25.23,32.39
Lüleburgaz,SPEI,12,8,19,0.678,LN3,0.299,True,0.0,6.39,11.65,19.34,26.06,33.7
Lüleburgaz,SPEI,12,9,18,0.695,LN3,0.45,True,0.0,7.4,13.17,21.13,27.84,35.28
Lüleburgaz,SPEI,12,10,16,0.729,GEV,0.519,True,0.0,7.96,13.83,22.73,31.52,42.9
Lüleburgaz,SPI,1,1,59,0.0,Weibull3,0.571,True,1.77,2.34,2.62,2.91,3.1,3.26
Lüleburgaz,SPI,1,2,52,0.119,Lojistik,0.248,True,2.29,3.12,3.58,4.13,4.53,4.92
Lüleburgaz,SPI,1,3,37,0.373,Lojistik,0.227,True,2.17,3.4,3.92,4.51,4.93,5.33
Lüleburgaz,SPI,1,4,20,0.661,Weibull3,0.19,True,0.0,3.04,4.3,5.56,6.38,7.12
Lüleburgaz,SPI,3,1,58,0.017,Normal,0.209,True,1.43,2.0,2.3,2.61,2.82,3.0
Lüleburgaz,SPI,3,2,53,0.102,Weibull3,0.275,True,2.25,3.37,4.04,4.8,5.31,5.79
Lüleburgaz,SPI,3,3,50,0.153,Weibull3,0.333,True,2.85,4.65,5.69,6.87,7.67,8.41
Lüleburgaz,SPI,3,4,38,0.356,Lojistik,0.487,True,3.05,5.42,6.46,7.64,8.49,9.31
Lüleburgaz,SPI,3,5,31,0.475,GEV,0.206,True,2.73,5.62,7.22,9.45,11.32,13.39
Lüleburgaz,SPI,3,6,19,0.678,GEV,0.216,True,0.0,5.07,6.91,10.02,13.29,17.71
Lüleburgaz,SPI,6,1,56,0.051,Lojistik,0.354,True,1.14,1.72,2.06,2.46,2.75,3.04
Lüleburgaz,SPI,6,2,52,0.119,GEV,0.275,True,1.86,3.13,3.93,4.91,5.62,6.32
Lüleburgaz,SPI,6,3,44,0.254,GEV,0.336,True,2.5,4.33,5.46,6.89,7.96,9.02
Lüleburgaz,SPI,6,4,37,0.373,Gumbel,0.324,True,2.7,5.35,6.83,8.63,9.95,11.26
Lüleburgaz,SPI,6,5,34,0.424,GEV,0.239,True,3.04,6.24,8.09,10.5,12.41,14.42
Lüleburgaz,SPI,6,6,29,0.508,GEV,0.248,True,0.0,7.11,9.31,12.1,14.24,16.46
Lüleburgaz,SPI,6,7,24,0.593,GEV,0.237,True,0.0,7.34,9.82,13.06,15.67,18.51
Lüleburgaz,SPI,6,8,22,0.627,GEV,0.474,True,0.0,8.26,11.03,14.36,16.87,19.44
Lüleburgaz,SPI,6,9,19,0.678,GEV,0.433,True,0.0,8.35,11.31,15.02,18.01,21.28
Lüleburgaz,SPI,6,10,19,0.678,GEV,0.262,True,0.0,9.19,12.16,15.91,18.98,22.35
Lüleburgaz,SPI,6,11,18,0.695,GEV,0.427,True,0.0,9.73,12.96,16.82,19.84,23.08
Lüleburgaz,SPI,9,1,52,0.119,GEV,0.379,True,0.94,1.6,2.02,2.55,2.94,3.32
Lüleburgaz,SPI,9,2,48,0.186,Gamma3,0.322,True,1.58,3.0,3.91,5.03,5.84,6.63
Lüleburgaz,SPI,9,3,45,0.237,Gumbel,0.375,True,2.34,4.21,5.37,6.8,7.86,8.91
Lüleburgaz,SPI,9,4,37,0.373,LN3,0.372,True,2.45,5.09,6.68,8.7,10.23,11.79
Lüleburgaz,SPI,9,5,30,0.492,Gumbel,0.355,True,1.72,6.11,7.83,9.89,11.38,12.85
Lüleburgaz,SPI,9,6,28,0.525,Gumbel,0.354,True,0.0,7.04,9.12,11.56,13.33,15.08
Lüleburgaz,SPI,9,7,26,0.559,Gumbel,0.413,True,0.0,8.0,10.32,13.01,14.95,16.86
Lüleburgaz,SPI,9,8,25,0.576,GEV,0.303,True,0.0,8.66,11.31,14.64,17.23,19.96
Lüleburgaz,SPI,9,9,24,0.593,Gumbel,0.299,True,0.0,9.59,12.4,15.62,17.93,20.2
Lüleburgaz,SPI,9,10,23,0.61,Gumbel,0.34,True,0.0,10.19,13.35,16.94,19.51,22.03
Lüleburgaz,SPI,9,11,20,0.661,Gumbel,0.448,True,0.0,10.4,13.52,16.93,19.34,21.7
Lüleburgaz,SPI,9,12,19,0.678,GEV,0.262,True,0.0,10.95,13.95,17.69,20.68,23.91
Lüleburgaz,SPI,12,1,49,0.169,Weibull3,0.364,True,0.75,1.52,1.98,2.53,2.9,3.25
